# Redshift peak_mF106
0.7302 23.5719
2.0030 25.8561
1.2489 24.3397
2.3832 26.6596
1.6757 25.1930
2.0690 26.2587
1.4749 24.8326
1.9805 25.5349
1.6414 25.4072
1.4766 24.6828
2.2302 27.3179
2.1295 26.4363
0.2465 22.1178
1.3508 24.6611
1.7427 25.1302
0.1232 21.7885
2.7005 28.8686
2.6082 28.4136
0.6358 23.4350
2.4502 27.4752
0.2092 22.1235
2.5103 27.6232
0.5766 23.1685
1.3050 24.4866
1.5099 25.1275
2.6631 27.6193
0.9301 24.0279
2.6301 27.9449
0.1343 21.7331
0.9398 24.3622
2.1092 27.2909
1.8596 25.4919
1.9281 25.8387
1.7668 25.2450
1.2377 24.4636
2.5641 28.2426
0.5567 22.9812
1.7444 24.9605
1.6950 26.0525
1.6825 25.1752
1.8713 26.8219
0.7613 23.7588
1.1948 24.7189
1.8820 25.8493
1.1934 24.9229
1.8954 25.8446
1.5444 24.6996
2.1575 26.0838
1.8458 25.2247
2.0459 27.0675
1.5385 25.4154
0.9805 23.8342
2.9523 30.8677
2.9602 28.5332
1.2731 24.4186
0.8367 23.8831
3.0579 28.0558
2.0120 25.4257
0.9548 23.9415
0.6705 23.3543
1.8915 25.2695
1.1084 24.0260
1.0825 24.3694
0.9909 24.1489
2.9521 28.5509
1.7071 25.0380
2.2423 27.2205
1.6584 25.2946
1.3210 24.7519
0.8510 23.7822
1.1599 24.4960
1.9757 25.1188
2.0236 25.7587
0.7209 23.4600
1.5514 24.7985
2.3488 27.1829
1.4777 25.2838
1.0588 24.6597
2.8923 28.8920
0.8242 23.9523
1.6476 25.9334
0.8246 23.7548
0.7124 23.0787
1.6672 25.2467
2.3689 27.3378
2.6751 27.8027
2.1517 26.4804
2.1804 26.7949
1.3473 25.0525
1.4326 24.6043
0.3669 22.9674
1.1878 24.5273
1.2494 24.0826
2.4492 27.0224
0.9466 23.7412
1.5702 25.2957
0.6880 23.7886
1.7965 25.4896
1.2981 24.3665
1.2337 24.5026
2.8769 27.8430
1.3807 24.6550
1.1006 24.9618
1.3039 24.9488
2.5469 27.3245
1.4532 24.6886
2.0449 26.1457
2.0261 25.9842
0.8570 23.7379
1.0167 24.4425
2.3129 25.8696
1.7977 26.2918
1.4402 24.4423
1.0181 24.6866
0.9404 24.3816
1.9277 25.4120
1.5640 25.6551
2.4882 27.0877
0.9886 23.9186
1.1759 24.0275
0.4206 22.2490
1.2245 24.5704
0.9426 24.0292
0.6983 23.5800
2.0808 26.6612
2.8035 27.8994
0.6343 23.3271
2.3990 28.4711
2.6939 27.9527
0.9509 23.9206
1.2843 24.2188
2.1820 26.9876
2.5370 27.5325
2.1700 26.5462
2.3760 27.4257
0.7819 23.9434
1.1090 24.1988
1.7437 25.5410
2.3096 27.4212
1.8683 26.1806
1.6844 25.5455
1.3533 24.6192
2.2784 26.6867
1.4606 25.1725
1.6191 24.9754
0.2677 22.3196
1.2516 24.1305
1.1353 24.3315
1.8615 26.4012
1.8071 25.3000
2.6293 27.9913
1.7681 26.0339
0.4880 22.9145
1.9140 26.3508
2.2463 26.0846
2.8553 28.5379
2.9571 29.2002
0.9526 24.2750
1.3380 24.5739
1.8695 25.9737
1.5782 24.8903
1.0319 24.4714
0.9832 24.0663
0.7230 23.4847
1.7808 25.7600
1.9337 25.5230
1.4667 25.0347
2.7911 28.0419
0.5736 23.0920
0.9373 23.9950
1.1832 24.3070
1.4575 24.2909
0.7321 23.6815
2.3750 27.4228
2.5510 27.4519
0.8828 23.6938
2.7113 27.1126
0.3811 22.8034
1.5509 25.2253
0.7946 23.4541
2.0221 26.3411
2.0367 26.0687
2.0117 25.4527
1.1229 24.3414
1.2337 24.7347
0.5273 23.1929
2.8332 29.6790
0.7917 23.6945
1.1128 24.2133
1.0544 24.6589
0.6991 24.3624
0.5826 23.4868
0.5317 23.5646
0.4837 22.9104
0.9460 24.0923
2.2032 27.1377
2.6320 28.3154
1.8137 25.5111
2.5556 27.8552
1.3087 24.6884
0.6536 22.9948
1.4168 24.7881
0.2414 21.0122
1.9408 25.6148
2.3880 26.5030
0.7407 23.5738
0.4873 22.8847
1.9839 25.8089
1.7328 25.1203
1.8936 26.0481
0.9682 23.9161
1.6122 25.2155
1.5228 24.7012
2.4727 26.6632
1.5556 25.4221
0.9181 23.6428
1.3461 25.2826
1.9744 26.4105
1.9049 25.9175
1.1231 24.5888
1.0422 24.0058
2.3920 27.2370
2.9741 28.8118
1.5893 25.2399
0.9251 23.5148
1.0315 24.1108
0.4748 22.9865
1.9627 25.9758
2.6564 27.4923
2.1731 27.0102
1.0886 24.1305
2.0139 26.7362
1.5869 25.0413
2.4899 26.7109
1.5120 24.6439
2.2713 26.9730
1.4064 24.6539
1.1528 24.6821
1.4354 24.9903
1.7860 25.3367
1.6183 25.4886
1.0242 24.0351
1.3614 24.5724
0.9418 24.3606
2.0699 26.7137
0.4637 23.2958
2.1983 26.3799
1.7876 26.1701
1.9565 26.0486
1.3827 24.8409
0.7593 23.6643
2.9435 29.3452
1.4937 25.3608
0.4273 22.8919
0.6118 23.6075
1.6262 25.2055
2.2574 26.8189
0.7437 23.6224
1.3687 25.1744
1.9470 26.3417
2.3393 26.4071
1.1151 24.3952
1.4972 24.8253
1.8268 25.6897
2.7852 29.4418
2.8251 27.4634
2.8508 29.8714
1.5616 24.7833
1.5390 24.6995
0.7985 23.5037
1.6746 25.2842
3.0612 29.2723
2.0305 25.7737
1.9509 25.8731
0.3833 22.4060
2.3749 26.7699
1.6516 25.2873
0.3093 22.8940
0.9740 24.7495
1.9739 25.9708
0.8757 23.7661
1.6201 24.9885
2.8417 28.8128
2.2320 27.2783
1.7963 25.1932
2.0048 26.5782
2.4307 27.8024
2.6664 28.4337
1.2942 24.5575
1.8115 25.6446
0.8536 23.5820
2.9514 29.0090
1.1593 24.3334
1.6334 25.7451
0.5961 23.2205
0.8158 23.9585
1.0807 23.7476
2.3100 27.5897
1.1734 24.6867
0.7941 24.0955
1.7778 25.2294
0.7606 23.6727
2.7946 27.9977
2.3051 27.5446
2.7713 27.8543
2.7525 28.2324
1.4558 24.4984
1.7965 25.1611
2.3824 27.3484
1.4334 25.4052
1.0044 24.0934
1.1488 23.9910
0.2395 22.7038
1.1386 24.5141
1.1409 24.3420
1.2337 24.7461
1.1224 24.2249
1.1461 25.0265
2.7551 28.7329
1.4402 24.3166
1.8999 26.6221
2.0706 25.8762
0.8328 23.8726
1.6154 24.6257
1.4663 25.2316
2.3788 27.4937
0.7249 23.5088
0.5449 23.2530
2.0772 25.9914
0.8027 23.9009
1.2494 24.7309
1.4418 24.4116
1.9723 26.1406
0.8835 24.1204
1.0034 24.5219
2.1175 26.3771
1.5209 25.0535
0.5224 23.0428
1.4564 24.7950
1.2615 24.3794
1.8940 25.2195
0.6313 23.3835
0.7594 23.3839
2.4008 26.5642
1.2744 24.5237
0.8996 23.6887
1.1845 24.4998
2.5495 27.4951
0.5171 23.2978
2.3734 26.8991
0.7638 23.4488
2.5914 27.2731
0.8678 23.5699
1.8218 25.8851
1.8437 25.7430
2.3519 28.2628
1.0835 24.2290
0.9450 24.4794
1.3373 24.5678
2.0929 25.6899
1.2402 24.2384
2.1286 27.5656
0.6940 23.1535
2.1254 25.8046
2.0266 27.0763
2.6246 28.7445
2.1109 26.4142
2.5687 27.0557
1.1676 24.5662
0.2939 22.4190
1.2612 24.2376
0.6569 23.2193
1.2979 25.0994
2.0755 25.7919
0.9650 24.3538
3.0099 29.6950
1.4400 24.9586
1.7719 25.7122
1.2534 24.2632
1.0006 24.5787
2.9808 29.1429
1.2856 24.5167
2.1095 26.4297
0.6661 23.5519
2.2433 26.7054
1.3854 24.9615
2.4273 27.4776
2.6784 27.8777
0.5907 23.1570
2.1418 27.0360
2.1341 25.9467
1.9337 25.4241
2.7467 30.1412
1.3372 24.5733
1.4303 25.2770
0.5256 22.6900
0.8707 24.3029
1.1412 24.6484
1.4439 24.9330
1.2674 25.3429
1.6470 25.2316
3.0175 29.8373
1.6473 24.9914
0.6161 23.1843
1.7665 25.5399
1.6745 25.0225
0.8982 24.1165
2.5552 27.9737
1.0340 24.4318
2.5542 26.7941
0.9983 24.0225
1.6361 25.1513
1.4021 24.9635
0.4039 23.0576
0.5523 23.1736
1.5631 25.0781
2.0911 26.8186
2.1544 26.5813
2.0146 25.9254
1.8644 26.2031
1.0638 24.0892
1.0435 24.0185
2.1717 26.7105
1.3478 24.7375
0.5874 23.0952
2.0368 26.2463
2.4288 26.5415
1.9341 25.7042
1.7027 25.9063
2.8239 29.4216
0.5098 22.8854
0.9274 23.7253
1.9634 26.2085
0.5908 23.3228
1.0466 24.3366
2.0898 25.8768
3.0417 28.2047
1.6810 25.1192
1.1085 24.5763
1.8874 25.5042
1.3904 24.7380
1.8677 26.0743
0.8689 24.1722
2.0994 25.8564
0.8085 23.7023
1.3773 24.4701
1.0091 24.3815
2.6704 27.3416
1.8588 24.9651
1.1827 24.6118
1.2205 24.7068
0.2791 21.9498
1.1100 24.2585
2.3227 26.9078
2.0688 26.1114
1.8025 25.7468
1.7219 25.6976
1.9359 25.5674
1.9091 27.1007
2.0051 25.9895
1.8735 26.1038
0.9665 24.7273
2.3994 26.7251
2.2507 27.1387
1.7821 25.1395
2.5853 27.0872
1.1472 24.2977
1.6142 25.6149
2.3752 27.0134
2.1827 26.8945
0.7387 23.7569
1.9033 25.4883
2.4414 27.2736
1.2897 25.7319
1.0756 24.8119
1.1540 24.5338
2.0211 25.8663
1.5051 24.6947
1.3213 24.7973
1.3777 25.3357
1.8681 25.7600
1.5488 25.0000
1.7073 25.4696
1.8602 26.1902
1.6744 25.6316
0.5016 23.2884
0.5679 23.4878
0.8961 24.1172
1.1396 24.3440
2.7904 28.9624
1.7868 25.9028
2.9237 29.5263
2.6025 27.6795
0.6112 23.3911
1.0800 24.5993
1.0707 24.1024
2.6403 27.3173
1.4081 25.7476
0.2297 22.4082
1.3292 24.5120
0.6049 23.3844
2.2847 27.8006
1.4889 24.4652
0.6720 23.6361
0.7534 23.7016
1.8690 25.6512
1.0961 23.9905
1.9675 26.4192
0.2647 22.1965
1.5859 24.5973
0.9319 24.2299
2.7332 28.1690
1.1716 24.1755
1.3713 24.6114
0.3448 22.0048
1.2836 24.2673
0.8778 23.9413
0.8621 24.1101
1.7637 25.6793
1.8047 25.2354
0.8683 23.7527
1.1102 24.4703
1.4136 24.7655
2.1485 26.3867
1.7284 25.6606
0.7246 23.7993
1.9935 25.6982
2.8367 29.1727
2.5069 26.3385
0.5375 23.5266
1.5546 25.2448
0.4021 22.9055
2.2734 27.0371
1.9596 26.3652
1.2974 24.5968
1.3005 24.5833
2.2861 26.9109
1.6949 24.9492
0.8224 23.7086
1.9973 25.9901
0.9804 24.3367
0.7729 23.7699
1.4441 24.7754
1.6865 24.9707
2.2815 27.3654
1.8031 25.7312
1.0554 24.1559
1.0337 24.6583
1.5884 25.2835
0.7529 23.4934
1.4146 25.4223
0.3794 22.8007
1.1379 24.5485
1.8375 25.5770
0.8724 24.0131
2.0735 26.3422
1.9816 26.4990
2.0585 26.2856
1.4043 24.8291
1.8029 25.4762
1.0106 24.0188
1.5354 25.5435
2.5053 27.5812
0.4283 22.8705
2.7620 28.8663
1.4359 24.3988
1.5160 24.7585
0.6734 23.7872
1.6679 25.4381
2.6678 27.5483
1.2407 24.8920
2.3413 27.4113
1.6429 24.7798
0.8962 23.8688
2.6274 27.1818
1.5307 25.0048
2.2444 26.5882
1.9380 26.0068
1.5998 25.5044
0.4146 22.4993
2.7345 29.0440
1.5860 25.0582
0.5365 23.3091
1.4478 24.9974
1.5037 25.1777
2.2040 27.1632
1.0192 24.4128
0.4705 23.1282
2.0747 26.6490
1.0825 24.4050
1.1517 24.6278
2.7865 27.1015
0.9786 24.1119
2.1667 25.6367
0.9752 24.3674
2.1822 26.4660
1.9172 25.5861
1.1559 24.6885
1.2399 24.5991
2.5969 28.4108
1.6486 26.1030
1.3713 25.1070
1.9052 24.9795
2.7144 28.0636
1.5441 25.2308
1.4418 24.3407
1.2131 24.1327
1.5769 25.8575
2.4501 28.1009
1.1946 24.4906
2.7635 29.1161
0.9184 23.9386
2.8199 27.1811
0.9932 23.6952
1.1802 24.1701
1.6559 25.4418
2.3031 26.7794
1.2612 24.5708
1.0606 24.6138
0.7840 23.7305
2.1751 27.8903
0.9066 23.5066
1.3813 24.6650
0.4758 22.9388
1.6037 25.0000
2.4979 28.6098
0.5536 23.1498
1.7618 25.3876
1.5433 25.2168
2.4151 27.0057
2.0971 26.4930
1.4460 24.8866
1.1662 24.3767
1.2893 24.7282
1.4686 25.1306
1.4774 25.1432
1.3262 24.6360
0.9931 24.0671
1.4111 24.5847
2.8517 29.5819
1.7508 25.3303
1.5382 24.9853
2.1889 27.5120
0.8722 24.0743
0.9143 23.8645
2.6329 27.4514
1.4568 25.1053
2.3246 27.0373
2.9236 29.0352
2.5466 27.6548
1.6911 24.9594
0.7191 23.7397
0.6957 23.3495
1.6912 26.2766
1.0190 24.2786
0.5154 23.2006
2.4392 27.1996
1.9603 26.1972
0.7162 23.0948
1.0346 24.0146
1.5604 25.6976
1.2032 24.4577
1.7977 26.3994
2.0933 26.7238
0.9108 23.9402
2.6534 27.1605
2.1800 26.6324
1.0848 24.3015
0.8891 23.6292
0.4511 22.9907
1.6794 25.6171
0.8470 24.1539
1.0915 24.2354
2.3734 26.7311
1.5893 25.4664
2.2812 26.5130
1.4979 24.8744
1.5528 25.0964
2.2018 27.2529
1.2385 24.6516
1.3843 24.4306
1.5606 24.7093
2.3532 27.0941
1.4065 24.9352
1.4307 24.2881
1.1011 24.0868
1.6377 25.2180
1.1712 24.3025
2.6749 27.8896
1.2137 24.6251
1.0001 23.8649
2.1158 27.3220
2.4383 27.1626
0.7060 23.2608
2.6540 27.3591
1.5527 25.1443
1.8212 26.4890
1.0860 24.0462
0.7806 24.2546
0.6547 23.1433
1.3113 24.3301
1.4495 24.9174
0.6700 23.7075
2.6404 26.9184
1.1901 24.9773
0.9446 23.7471
1.2517 24.7040
2.2644 26.6076
1.5391 24.9581
0.8188 23.8563
0.4562 23.1070
0.8073 23.2834
0.9106 23.9731
1.4794 24.6014
2.1929 26.1066
0.6133 23.0044
1.8004 25.9672
2.7094 27.7835
1.5999 25.5797
0.2584 22.4260
1.0215 24.6047
0.9134 24.1659
1.4997 24.8335
2.0799 26.4819
0.6408 22.7013
1.5033 25.2125
1.1110 24.2916
1.3066 24.6052
1.5979 25.1426
2.4003 27.3514
2.2999 25.6839
0.6391 23.8391
1.9391 26.0042
1.1104 24.0654
1.6886 24.7663
0.6943 23.6761
2.6845 27.9335
2.4690 27.9288
1.0901 24.5103
0.5318 23.1686
1.4595 24.4553
1.6793 25.3047
2.1292 26.0853
2.1712 26.9690
1.0976 24.8937
0.8112 23.6617
2.3036 27.4361
1.6307 25.1422
0.4550 23.2107
1.6239 25.6698
0.5655 23.1149
1.5768 24.9970
2.5377 27.0422
1.8438 25.4481
0.8397 24.0095
0.9466 24.1301
1.4834 25.0113
0.7427 24.0667
0.8565 23.5643
1.5877 25.4847
1.7275 25.0584
1.6535 25.1844
2.6220 28.7279
0.8868 24.0221
1.2645 24.7705
0.6884 23.5394
1.7092 25.3805
1.3428 24.3708
1.4849 25.1408
1.0731 24.0956
1.3382 24.7929
1.1466 24.6121
1.6583 25.2496
1.9409 26.2440
2.2636 27.4288
0.7780 23.7410
2.1410 26.0536
1.9959 26.2268
1.7626 25.1770
0.8528 23.7285
1.6423 25.6616
0.8287 23.6480
0.8973 24.1083
2.5617 27.8751
1.0137 23.7689
1.1643 24.3285
2.6935 27.6562
1.5482 24.9403
0.6343 23.3938
2.1078 26.7934
1.2019 24.4140
1.6644 25.7918
0.7241 23.5581
1.4515 24.8405
0.6207 23.5198
1.7653 25.7957
2.8393 29.2761
2.8275 28.6504
2.9386 28.4278
1.4326 24.7930
1.1238 24.5583
1.6277 25.6075
0.8104 23.6669
2.1213 26.9710
2.7927 29.3027
2.8068 28.1425
0.9999 24.5889
2.3414 28.4517
2.5436 28.2824
0.7309 24.1846
2.4405 26.9779
1.7871 26.5319
1.3446 24.4952
1.9816 25.6515
1.7186 26.1274
1.7838 25.2718
1.3884 25.0707
1.6084 24.7467
1.2107 24.8453
2.4997 27.6366
0.8364 23.8482
1.6156 25.4566
1.8998 26.1715
1.2766 24.5040
1.8041 25.8355
0.9086 23.8913
2.2333 26.3894
1.7904 25.5890
2.2076 28.0616
2.2075 26.4411
2.4948 27.5820
0.9357 24.5721
1.0963 24.3345
0.6578 23.6871
1.3165 24.5137
2.6118 27.9557
1.4160 24.8562
1.9402 25.6931
2.1357 27.0862
1.6347 25.1283
0.6862 23.1996
1.3181 24.2783
1.5570 25.4157
1.1619 24.0921
0.7322 23.2795
1.7695 25.1604
2.8079 28.0806
1.4665 24.8943
0.7254 23.5910
2.0154 25.4736
0.6387 23.3605
1.9692 25.3400
1.9904 26.3971
0.7889 23.5441
2.6273 27.8197
2.4423 28.0660
2.0968 26.2021
2.1599 26.1471
0.6542 23.1572
2.9375 29.3433
1.1663 24.6799
1.9659 25.6766
0.9456 24.4990
2.3120 26.7414
0.6060 23.4848
0.7519 23.3741
0.4025 23.0368
0.9358 24.4951
1.9618 25.8606
1.9131 26.4515
0.7966 23.9514
1.7819 25.7333
1.0163 24.4011
2.5749 27.1750
3.0587 29.8687
1.8997 25.7873
2.7715 27.5032
0.7804 23.5030
1.7871 25.3887
1.4374 25.2513
0.5867 23.5381
1.7537 25.1620
1.5950 25.1546
1.2863 24.9950
0.5691 23.2332
1.3222 24.4818
1.2590 24.9480
0.7466 23.2079
1.1306 24.6493
2.5812 27.3000
1.2352 24.5792
1.9531 25.4601
2.1086 26.5025
1.4987 25.0533
1.9852 26.0616
1.3217 24.4089
0.8522 23.8761
0.9100 24.1566
0.8886 23.7593
1.0791 24.0750
2.9410 28.5123
1.5283 25.2841
1.7908 25.4734
1.2113 24.3288
1.6073 24.9069
2.3097 26.5942
0.8532 23.7670
2.8559 29.6785
2.9830 29.8348
1.4298 24.4422
2.2313 26.5635
2.0763 26.1358
0.0430 21.3378
2.0428 26.6739
0.9395 24.4754
2.3280 26.9130
1.4927 25.1746
1.6628 25.4194
1.0511 24.4535
2.5500 28.2865
1.2465 24.5549
1.4584 24.9749
2.9648 27.9552
0.9781 24.6626
0.7775 23.7014
0.6808 23.5441
0.8997 23.5240
0.8538 24.1468
1.0903 24.2984
1.2149 24.5619
1.5204 25.0197
1.9998 26.0110
1.5544 24.9196
0.3372 22.4549
1.0512 24.3608
0.6754 23.5732
2.0485 25.8282
1.0764 24.4609
0.6624 23.1795
1.6769 25.0099
1.8060 25.2956
1.3739 24.6014
1.5007 24.7127
3.1880 28.4708
0.3178 21.3766
1.8833 25.9151
1.1618 24.4733
2.1601 27.3301
1.2334 24.0442
1.3067 24.6576
2.2653 26.5642
0.3874 22.6640
0.2550 22.5341
2.4005 27.2023
1.5065 25.4192
0.9938 24.1963
2.4616 27.0153
1.5072 24.6949
1.9750 24.9546
0.9556 24.0281
2.8641 28.8096
1.0467 24.4767
1.9345 25.2677
1.8577 25.4289
2.4195 27.6455
1.1205 24.3604
1.9809 26.2538
1.1773 23.9096
1.7677 25.6558
1.4336 24.3857
1.2493 24.7252
0.6807 23.5543
2.5239 27.8159
2.5901 28.0737
2.4252 27.7214
1.6179 25.0350
1.6335 25.7361
0.8221 23.9434
1.8652 25.8920
2.4561 28.1237
1.2251 24.5710
1.3335 24.5732
1.5613 25.0745
1.4567 24.6214
2.2883 26.3188
1.2571 24.8653
1.1728 24.3817
2.4796 27.8974
1.3311 24.9650
1.1309 24.5085
1.8564 26.0658
2.8025 28.6353
0.6299 23.3931
1.3994 24.7743
2.3450 27.1501
1.9815 25.8465
2.1740 26.6772
1.8825 25.9263
1.4927 25.1199
1.4830 25.2293
1.6737 25.2877
0.6995 23.4336
1.4955 25.3953
2.5558 28.4604
1.2470 24.4248
0.7550 23.0865
1.5062 24.8239
1.1500 24.4145
2.1855 26.6771
1.6048 24.6256
1.9217 26.3144
0.7122 23.6434
1.2035 23.8298
1.7569 26.2559
0.6101 23.2918
2.5446 28.1400
2.6366 28.1988
1.7837 25.7135
1.9920 25.9535
0.4874 23.2364
1.6027 24.9652
1.8928 26.6386
0.6536 23.5773
1.1041 24.5532
2.2274 27.0114
2.5745 28.1099
0.5343 23.2324
1.4217 24.4294
0.0810 20.3107
1.9400 26.5527
1.4699 24.8071
1.1427 24.7297
0.6522 23.2607
1.5361 24.9884
1.8629 26.2693
0.9446 24.1366
1.3577 24.4332
0.7279 23.8172
0.8284 23.6682
0.1508 22.1868
1.8595 25.2132
2.2672 26.6189
2.4614 27.8212
1.1145 24.2235
0.6102 23.1931
2.6254 27.5722
0.9908 24.1965
0.3534 22.4938
2.2670 26.3891
1.3328 24.8115
2.0588 26.3851
0.7493 23.9211
2.1795 25.9404
2.2497 26.4531
1.1785 24.4742
2.2096 27.5209
1.6854 24.7992
1.0923 23.9209
1.3292 25.0663
2.1152 27.0510
0.3138 21.5365
2.3558 27.0980
0.8478 23.7215
1.5540 24.7411
0.8491 23.8941
1.2978 24.4955
1.1902 24.5787
0.7970 23.4787
0.7461 23.2678
1.7346 25.7018
2.3041 28.3749
1.6842 25.0934
2.9291 28.6724
2.4184 29.0689
1.2684 24.8866
1.4943 24.6540
1.5878 25.0516
1.4542 24.6763
1.8812 25.4678
0.5408 23.1222
0.9134 24.2744
1.6679 25.6399
0.9237 24.3041
1.3000 24.6385
1.7801 26.2315
1.9093 25.7701
1.6681 25.0785
0.8725 23.9639
0.6630 23.7499
2.2832 26.5963
0.8904 24.2758
1.4691 25.0399
1.0676 23.9620
1.8192 25.2476
1.3083 24.8296
2.4469 26.9535
2.4522 27.9579
1.9906 25.3178
1.4003 24.8970
1.1367 24.7480
0.3722 22.7188
2.0337 26.1218
2.1599 26.6707
1.4434 24.9488
2.0257 25.9023
0.5542 23.0503
0.9940 23.8269
2.5678 28.0099
1.2854 24.6137
1.7106 25.2031
2.6728 27.7581
1.3589 24.3784
2.9031 30.0723
0.7500 23.9242
0.7189 23.5409
1.2273 24.5682
1.3602 25.1238
1.6134 25.2263
2.5569 27.6522
1.8092 26.1202
1.7023 25.1287
1.9212 26.7809
1.6444 25.7439
1.4103 24.9468
2.6320 27.5177
1.1306 24.4144
0.8970 23.8687
1.6088 25.5806
0.7853 23.7844
2.4017 27.6678
1.4893 25.3859
1.6784 25.3184
0.5355 23.2867
0.3522 22.2458
0.2751 22.5003
1.5945 24.9836
1.4213 25.0786
1.7187 25.3735
0.9710 24.0158
2.7016 27.5260
2.7007 28.5765
1.3855 24.2651
1.2309 24.5691
0.8870 23.8612
1.5487 24.8411
1.0218 24.2047
0.6506 23.5462
0.3853 22.6799
0.8745 23.7567
0.4549 23.1295
1.2286 24.8709
1.2674 24.5723
1.0496 24.1369
2.3138 26.9938
0.8387 23.7940
1.5248 24.9962
1.9330 25.9684
2.0107 26.5181
2.8883 29.1714
0.4877 22.7492
1.2293 24.7728
1.7166 24.9593
2.0403 26.0714
1.2013 25.1571
1.6598 25.5085
0.8826 24.0901
1.7509 24.9409
2.0943 26.5133
1.4922 25.3046
1.7013 25.0562
1.0180 24.2224
1.1379 24.8522
1.4371 25.2182
2.9243 30.1059
2.7087 29.1700
1.3160 25.0519
1.4783 24.8459
1.7148 25.2092
2.3198 26.9249
0.5954 23.2226
2.2650 27.2891
1.8356 25.7646
1.4093 25.1887
2.2327 26.6639
1.4240 24.6411
1.1319 24.3738
0.9052 23.6707
1.2460 23.8592
2.2542 27.1256
2.0428 26.2048
0.7434 23.9924
1.8665 25.6254
2.2619 27.1489
2.7821 29.2867
1.5706 25.5129
1.2086 24.1981
2.5337 27.4625
1.5023 24.9069
1.4741 24.7652
2.8187 28.3227
1.2974 24.1787
1.7163 25.2402
1.2960 24.7430
0.9660 24.2583
2.7558 28.4275
1.2199 24.9321
1.5826 25.0169
0.6958 23.2981
0.9559 24.0237
2.6387 27.8139
1.4721 24.9741
0.9840 24.0451
1.6204 25.6610
1.3376 24.8221
0.6296 23.2314
2.4217 27.0768
1.3443 25.4597
0.5982 23.2547
1.2531 24.6303
2.3509 27.4200
1.7576 25.5890
0.1771 22.4492
2.1431 26.1749
1.0937 24.7128
1.8821 26.1449
1.3882 24.7496
0.8913 23.9626
1.2645 24.5206
0.8503 23.7344
2.0558 26.1619
1.3957 25.1405
2.8994 28.6013
1.8510 25.9932
1.5175 24.5922
3.1200 28.4915
0.8815 24.0263
2.6950 29.0828
1.1698 23.9701
2.0578 26.9587
1.5082 24.7407
1.6231 24.5598
2.9273 28.8773
0.8855 24.2184
2.9510 29.7833
1.6758 25.0698
2.6234 28.8679
2.1534 26.7419
2.6604 27.9898
1.3032 24.6744
1.4326 24.8497
1.9293 25.9897
1.1440 24.1074
2.6681 28.4606
1.0004 24.5225
2.9473 28.9805
0.6545 23.4068
1.1090 24.2862
2.6253 27.9273
1.3572 24.6967
2.3156 26.7571
1.2394 24.7953
0.5157 23.3819
1.8577 25.6718
2.1913 26.4341
1.2601 24.4175
2.2668 27.9120
0.9529 24.0661
2.5591 27.9114
2.4713 27.4877
1.4074 24.7344
1.3138 25.4044
2.4882 27.2346
2.5242 27.6200
2.9207 29.9230
2.2705 28.5559
1.0019 24.5320
1.8257 25.9345
0.8600 24.0267
2.7234 27.6447
1.9849 25.3181
2.8038 28.4074
0.9277 24.3490
1.2993 24.8420
0.7121 23.5801
2.7748 27.7813
2.7983 28.0418
0.8807 24.1715
0.7836 23.7003
0.9919 24.6490
1.4287 25.1067
1.6392 25.3098
1.8496 25.9661
0.9277 24.2632
1.6312 24.8881
1.3074 23.9270
2.6323 27.7185
1.8666 25.5305
0.9120 24.5789
0.7213 23.5295
2.2084 26.2137
1.7812 25.1694
1.5500 25.2568
1.7251 26.2574
1.1591 24.2449
1.6671 25.2941
