Effective area for WFIRST (m^2) - parameters as of 2019 03 25

Mirror surfaces are coated with Ag

   Wave      R062      Z087      Y106      J129      H158      F184      W146    SNPrism   BAO-Grism_1st   BAO-Grism_0th
     0.860    0.0000    0.5483    0.0000    0.0000    0.0000    0.0000    0.0000    0.5320      0.0000      0.0000
     0.865    0.0000    0.5495    0.0000    0.0000    0.0000    0.0000    0.0000    0.5331      0.0000      0.0000
     0.870    0.0000    0.5499    0.0000    0.0000    0.0000    0.0000    0.0000    0.5335      0.0000      0.0000
     0.875    0.0000    0.5506    0.0000    0.0000    0.0000    0.0000    0.0000    0.5342      0.0000      0.0000
     0.880    0.0000    0.5513    0.0000    0.0000    0.0000    0.0000    0.0000    0.5349      0.0000      0.0000
     0.885    0.0000    0.5519    0.0000    0.0000    0.0000    0.0000    0.0000    0.5355      0.0000      0.0000
     0.890    0.0000    0.5524    0.0002    0.0000    0.0000    0.0000    0.0002    0.5359      0.0000      0.0000
     0.895    0.0000    0.5525    0.0009    0.0000    0.0000    0.0000    0.0009    0.5361      0.0000      0.0000
     0.900    0.0000    0.5526    0.0036    0.0000    0.0000    0.0000    0.0036    0.5361      0.0000      0.0000
     0.905    0.0000    0.5529    0.0118    0.0000    0.0000    0.0000    0.0118    0.5364      0.0000      0.0000
     0.910    0.0000    0.5532    0.0324    0.0000    0.0000    0.0000    0.0324    0.5367      0.0000      0.0000
     0.915    0.0000    0.5535    0.0744    0.0000    0.0000    0.0000    0.0744    0.5370      0.0000      0.0000
     0.920    0.0000    0.5537    0.1437    0.0000    0.0000    0.0000    0.1437    0.5372      0.0000      0.0000
     0.925    0.0000    0.5536    0.2363    0.0000    0.0000    0.0000    0.2363    0.5371      0.0000      0.0000
     0.930    0.0000    0.5534    0.3370    0.0000    0.0000    0.0000    0.3370    0.5370      0.0000      0.0000
     0.935    0.0000    0.5535    0.4259    0.0000    0.0000    0.0000    0.4259    0.5371      0.0000      0.0000
     0.940    0.0000    0.5529    0.4894    0.0000    0.0000    0.0000    0.4894    0.5368      0.0000      0.0000
     0.945    0.0000    0.5517    0.5263    0.0000    0.0000    0.0000    0.5263    0.5367      0.0000      0.0000
     0.950    0.0000    0.5479    0.5436    0.0000    0.0000    0.0000    0.5436    0.5365      0.0000      0.0000
     0.955    0.0000    0.5380    0.5503    0.0000    0.0000    0.0000    0.5503    0.5365      0.0000      0.0000
     0.960    0.0000    0.5154    0.5527    0.0000    0.0000    0.0000    0.5527    0.5369      0.0000      0.0000
     0.965    0.0000    0.4719    0.5532    0.0000    0.0000    0.0000    0.5532    0.5368      0.0000      0.0000
     0.970    0.0000    0.4040    0.5536    0.0000    0.0000    0.0000    0.5536    0.5371      0.0000      0.0000
     0.975    0.0000    0.3151    0.5534    0.0000    0.0000    0.0000    0.5534    0.5370      0.0000      0.0000
     0.980    0.0000    0.2195    0.5536    0.0000    0.0000    0.0000    0.5536    0.5371      0.0000      0.0000
     0.985    0.0000    0.1340    0.5534    0.0000    0.0000    0.0000    0.5534    0.5369      0.0000      0.0000
     0.990    0.0000    0.0707    0.5530    0.0000    0.0000    0.0000    0.5530    0.5365      0.0000      0.0000
     0.995    0.0000    0.0319    0.5528    0.0000    0.0000    0.0000    0.5528    0.5363      0.0000      0.0000
     1.000    0.0000    0.0122    0.5522    0.0000    0.0000    0.0000    0.5522    0.5357      0.1255      0.0003
     1.005    0.0000    0.0040    0.5516    0.0000    0.0000    0.0000    0.5516    0.5352      0.2574      0.0007
     1.010    0.0000    0.0011    0.5509    0.0000    0.0000    0.0000    0.5509    0.5345      0.2638      0.0006
     1.015    0.0000    0.0002    0.5500    0.0000    0.0000    0.0000    0.5500    0.5337      0.2700      0.0006
     1.020    0.0000    0.0000    0.5491    0.0000    0.0000    0.0000    0.5491    0.5328      0.2761      0.0006
     1.025    0.0000    0.0000    0.5481    0.0000    0.0000    0.0000    0.5481    0.5318      0.2821      0.0006
     1.030    0.0000    0.0000    0.5471    0.0000    0.0000    0.0000    0.5471    0.5308      0.2879      0.0005
     1.035    0.0000    0.0000    0.5458    0.0000    0.0000    0.0000    0.5458    0.5296      0.2935      0.0005
     1.040    0.0000    0.0000    0.5449    0.0000    0.0000    0.0000    0.5449    0.5287      0.2992      0.0005
     1.045    0.0000    0.0000    0.5440    0.0000    0.0000    0.0000    0.5440    0.5278      0.3047      0.0004
     1.050    0.0000    0.0000    0.5432    0.0000    0.0000    0.0000    0.5432    0.5271      0.3102      0.0004
     1.055    0.0000    0.0000    0.5428    0.0000    0.0000    0.0000    0.5428    0.5266      0.3158      0.0004
     1.060    0.0000    0.0000    0.5424    0.0000    0.0000    0.0000    0.5424    0.5262      0.3213      0.0004
     1.065    0.0000    0.0000    0.5421    0.0000    0.0000    0.0000    0.5421    0.5259      0.3268      0.0003
     1.070    0.0000    0.0000    0.5418    0.0000    0.0000    0.0000    0.5418    0.5257      0.3321      0.0003
     1.075    0.0000    0.0000    0.5416    0.0000    0.0000    0.0000    0.5416    0.5254      0.3374      0.0003
     1.080    0.0000    0.0000    0.5413    0.0000    0.0000    0.0000    0.5413    0.5252      0.3425      0.0003
     1.085    0.0000    0.0000    0.5414    0.0001    0.0000    0.0000    0.5414    0.5253      0.3477      0.0003
     1.090    0.0000    0.0000    0.5411    0.0005    0.0000    0.0000    0.5411    0.5250      0.3525      0.0002
     1.095    0.0000    0.0000    0.5408    0.0018    0.0000    0.0000    0.5408    0.5247      0.3572      0.0002
     1.100    0.0000    0.0000    0.5407    0.0052    0.0000    0.0000    0.5407    0.5246      0.3619      0.0002
     1.105    0.0000    0.0000    0.5399    0.0134    0.0000    0.0000    0.5399    0.5238      0.3659      0.0002
     1.110    0.0000    0.0000    0.5392    0.0304    0.0000    0.0000    0.5392    0.5231      0.3700      0.0002
     1.115    0.0000    0.0000    0.5388    0.0611    0.0000    0.0000    0.5388    0.5227      0.3740      0.0001
     1.120    0.0000    0.0000    0.5383    0.1093    0.0000    0.0000    0.5383    0.5223      0.3779      0.0001
     1.125    0.0000    0.0000    0.5375    0.1748    0.0000    0.0000    0.5375    0.5215      0.3815      0.0001
     1.130    0.0000    0.0000    0.5371    0.2524    0.0000    0.0000    0.5371    0.5211      0.3851      0.0001
     1.135    0.0000    0.0000    0.5365    0.3319    0.0000    0.0000    0.5365    0.5205      0.3885      0.0001
     1.140    0.0000    0.0000    0.5358    0.4028    0.0000    0.0000    0.5359    0.5199      0.3917      0.0001
     1.145    0.0000    0.0000    0.5350    0.4575    0.0000    0.0000    0.5352    0.5193      0.3948      0.0001
     1.150    0.0000    0.0000    0.5342    0.4944    0.0000    0.0000    0.5349    0.5189      0.3979      0.0001
     1.155    0.0000    0.0000    0.5322    0.5157    0.0000    0.0000    0.5344    0.5185      0.4008      0.0001
     1.160    0.0000    0.0000    0.5281    0.5263    0.0000    0.0000    0.5339    0.5180      0.4036      0.0001
     1.165    0.0000    0.0000    0.5196    0.5311    0.0000    0.0000    0.5338    0.5179      0.4065      0.0000
     1.170    0.0000    0.0000    0.5028    0.5326    0.0000    0.0000    0.5334    0.5175      0.4091      0.0000
     1.175    0.0000    0.0000    0.4738    0.5331    0.0000    0.0000    0.5333    0.5175      0.4118      0.0000
     1.180    0.0000    0.0000    0.4293    0.5332    0.0000    0.0000    0.5333    0.5174      0.4144      0.0000
     1.185    0.0000    0.0000    0.3688    0.5329    0.0000    0.0000    0.5329    0.5170      0.4166      0.0000
     1.190    0.0000    0.0000    0.2968    0.5329    0.0000    0.0000    0.5329    0.5170      0.4189      0.0000
     1.195    0.0000    0.0000    0.2211    0.5328    0.0000    0.0000    0.5328    0.5170      0.4211      0.0000
     1.200    0.0000    0.0000    0.1508    0.5324    0.0000    0.0000    0.5324    0.5166      0.4229      0.0000
     1.205    0.0000    0.0000    0.0935    0.5319    0.0000    0.0000    0.5319    0.5161      0.4245      0.0000
     1.210    0.0000    0.0000    0.0524    0.5317    0.0000    0.0000    0.5317    0.5159      0.4262      0.0000
     1.215    0.0000    0.0000    0.0264    0.5315    0.0000    0.0000    0.5315    0.5157      0.4278      0.0000
     1.220    0.0000    0.0000    0.0119    0.5310    0.0000    0.0000    0.5310    0.5152      0.4290      0.0000
     1.225    0.0000    0.0000    0.0048    0.5307    0.0000    0.0000    0.5307    0.5149      0.4303      0.0000
     1.230    0.0000    0.0000    0.0017    0.5306    0.0000    0.0000    0.5306    0.5148      0.4315      0.0000
     1.235    0.0000    0.0000    0.0005    0.5302    0.0000    0.0000    0.5302    0.5145      0.4325      0.0000
     1.240    0.0000    0.0000    0.0002    0.5300    0.0000    0.0000    0.5300    0.5142      0.4335      0.0000
     1.245    0.0000    0.0000    0.0000    0.5299    0.0000    0.0000    0.5299    0.5141      0.4345      0.0000
     1.250    0.0000    0.0000    0.0000    0.5295    0.0000    0.0000    0.5295    0.5137      0.4351      0.0000
     1.255    0.0000    0.0000    0.0000    0.5295    0.0000    0.0000    0.5295    0.5138      0.4360      0.0000
     1.260    0.0000    0.0000    0.0000    0.5296    0.0000    0.0000    0.5296    0.5138      0.4368      0.0000
     1.265    0.0000    0.0000    0.0000    0.5295    0.0000    0.0000    0.5295    0.5137      0.4374      0.0000
     1.270    0.0000    0.0000    0.0000    0.5295    0.0000    0.0000    0.5295    0.5137      0.4379      0.0000
     1.275    0.0000    0.0000    0.0000    0.5297    0.0000    0.0000    0.5297    0.5139      0.4385      0.0000
     1.280    0.0000    0.0000    0.0000    0.5298    0.0000    0.0000    0.5298    0.5141      0.4390      0.0000
     1.285    0.0000    0.0000    0.0000    0.5298    0.0000    0.0000    0.5298    0.5140      0.4392      0.0000
     1.290    0.0000    0.0000    0.0000    0.5300    0.0000    0.0000    0.5300    0.5142      0.4396      0.0000
     1.295    0.0000    0.0000    0.0000    0.5301    0.0000    0.0000    0.5301    0.5143      0.4397      0.0000
     1.300    0.0000    0.0000    0.0000    0.5302    0.0000    0.0000    0.5302    0.5144      0.4398      0.0000
     1.305    0.0000    0.0000    0.0000    0.5304    0.0000    0.0000    0.5304    0.5146      0.4399      0.0000
     1.310    0.0000    0.0000    0.0000    0.5304    0.0000    0.0000    0.5304    0.5146      0.4397      0.0000
     1.315    0.0000    0.0000    0.0000    0.5306    0.0000    0.0000    0.5306    0.5148      0.4396      0.0000
     1.320    0.0000    0.0000    0.0000    0.5308    0.0001    0.0000    0.5308    0.5150      0.4395      0.0000
     1.325    0.0000    0.0000    0.0000    0.5308    0.0002    0.0000    0.5308    0.5150      0.4390      0.0000
     1.330    0.0000    0.0000    0.0000    0.5311    0.0005    0.0000    0.5311    0.5153      0.4388      0.0000
     1.335    0.0000    0.0000    0.0000    0.5314    0.0014    0.0000    0.5314    0.5156      0.4385      0.0000
     1.340    0.0000    0.0000    0.0000    0.5314    0.0035    0.0000    0.5314    0.5156      0.4378      0.0000
     1.345    0.0000    0.0000    0.0000    0.5316    0.0080    0.0000    0.5316    0.5158      0.4373      0.0000
     1.350    0.0000    0.0000    0.0000    0.5320    0.0168    0.0000    0.5320    0.5162      0.4369      0.0000
     1.355    0.0000    0.0000    0.0000    0.5320    0.0324    0.0000    0.5320    0.5162      0.4360      0.0000
     1.360    0.0000    0.0000    0.0000    0.5323    0.0574    0.0000    0.5323    0.5164      0.4353      0.0000
     1.365    0.0000    0.0000    0.0000    0.5323    0.0940    0.0000    0.5323    0.5164      0.4344      0.0000
     1.370    0.0000    0.0000    0.0000    0.5326    0.1427    0.0000    0.5326    0.5167      0.4336      0.0000
     1.375    0.0000    0.0000    0.0000    0.5329    0.2017    0.0000    0.5329    0.5170      0.4328      0.0000
     1.380    0.0000    0.0000    0.0000    0.5330    0.2665    0.0000    0.5330    0.5171      0.4317      0.0000
     1.385    0.0000    0.0000    0.0000    0.5335    0.3316    0.0000    0.5335    0.5176      0.4309      0.0000
     1.390    0.0000    0.0000    0.0000    0.5337    0.3907    0.0000    0.5338    0.5179      0.4299      0.0000
     1.395    0.0000    0.0000    0.0000    0.5338    0.4397    0.0000    0.5340    0.5181      0.4287      0.0000
     1.400    0.0000    0.0000    0.0000    0.5338    0.4766    0.0000    0.5342    0.5183      0.4276      0.0000
     1.405    0.0000    0.0000    0.0000    0.5333    0.5019    0.0000    0.5344    0.5185      0.4263      0.0000
     1.410    0.0000    0.0000    0.0000    0.5321    0.5177    0.0000    0.5347    0.5188      0.4251      0.0000
     1.415    0.0000    0.0000    0.0000    0.5292    0.5270    0.0000    0.5351    0.5192      0.4239      0.0000
     1.420    0.0000    0.0000    0.0000    0.5236    0.5323    0.0000    0.5359    0.5199      0.4230      0.0000
     1.425    0.0000    0.0000    0.0000    0.5133    0.5356    0.0000    0.5370    0.5210      0.4224      0.0000
     1.430    0.0000    0.0000    0.0000    0.4953    0.5374    0.0000    0.5380    0.5219      0.4214      0.0000
     1.435    0.0000    0.0000    0.0000    0.4678    0.5388    0.0000    0.5390    0.5230      0.4206      0.0001
     1.440    0.0000    0.0000    0.0000    0.4289    0.5397    0.0000    0.5397    0.5237      0.4195      0.0001
     1.445    0.0000    0.0000    0.0000    0.3789    0.5401    0.0000    0.5402    0.5241      0.4180      0.0001
     1.450    0.0000    0.0000    0.0000    0.3207    0.5408    0.0000    0.5408    0.5247      0.4168      0.0001
     1.455    0.0000    0.0000    0.0000    0.2580    0.5413    0.0000    0.5413    0.5252      0.4153      0.0001
     1.460    0.0000    0.0000    0.0000    0.1962    0.5417    0.0000    0.5417    0.5255      0.4137      0.0001
     1.465    0.0000    0.0000    0.0000    0.1404    0.5419    0.0000    0.5419    0.5258      0.4120      0.0001
     1.470    0.0000    0.0000    0.0000    0.0941    0.5421    0.0000    0.5421    0.5259      0.4102      0.0001
     1.475    0.0000    0.0000    0.0000    0.0589    0.5425    0.0000    0.5425    0.5263      0.4086      0.0001
     1.480    0.0000    0.0000    0.0000    0.0344    0.5425    0.0000    0.5425    0.5264      0.4066      0.0002
     1.485    0.0000    0.0000    0.0000    0.0186    0.5429    0.0000    0.5429    0.5268      0.4049      0.0002
     1.490    0.0000    0.0000    0.0000    0.0094    0.5431    0.0000    0.5431    0.5270      0.4031      0.0002
     1.495    0.0000    0.0000    0.0000    0.0044    0.5437    0.0000    0.5437    0.5275      0.4014      0.0002
     1.500    0.0000    0.0000    0.0000    0.0019    0.5441    0.0000    0.5441    0.5279      0.3996      0.0002
     1.505    0.0000    0.0000    0.0000    0.0007    0.5447    0.0000    0.5447    0.5285      0.3980      0.0003
     1.510    0.0000    0.0000    0.0000    0.0003    0.5459    0.0000    0.5459    0.5296      0.3967      0.0003
     1.515    0.0000    0.0000    0.0000    0.0001    0.5469    0.0000    0.5469    0.5306      0.3953      0.0003
     1.520    0.0000    0.0000    0.0000    0.0000    0.5480    0.0000    0.5480    0.5317      0.3939      0.0003
     1.525    0.0000    0.0000    0.0000    0.0000    0.5492    0.0000    0.5492    0.5329      0.3927      0.0004
     1.530    0.0000    0.0000    0.0000    0.0000    0.5502    0.0000    0.5502    0.5338      0.3911      0.0004
     1.535    0.0000    0.0000    0.0000    0.0000    0.5514    0.0000    0.5514    0.5350      0.3898      0.0004
     1.540    0.0000    0.0000    0.0000    0.0000    0.5526    0.0000    0.5526    0.5361      0.3884      0.0005
     1.545    0.0000    0.0000    0.0000    0.0000    0.5535    0.0000    0.5535    0.5370      0.3868      0.0005
     1.550    0.0000    0.0000    0.0000    0.0000    0.5543    0.0000    0.5543    0.5378      0.3851      0.0006
     1.555    0.0000    0.0000    0.0000    0.0000    0.5549    0.0000    0.5549    0.5384      0.3831      0.0006
     1.560    0.0000    0.0000    0.0000    0.0000    0.5553    0.0000    0.5553    0.5388      0.3811      0.0006
     1.565    0.0000    0.0000    0.0000    0.0000    0.5555    0.0000    0.5555    0.5390      0.3790      0.0007
     1.570    0.0000    0.0000    0.0000    0.0000    0.5560    0.0000    0.5560    0.5394      0.3769      0.0007
     1.575    0.0000    0.0000    0.0000    0.0000    0.5560    0.0000    0.5560    0.5395      0.3747      0.0008
     1.580    0.0000    0.0000    0.0000    0.0000    0.5561    0.0000    0.5561    0.5395      0.3724      0.0008
     1.585    0.0000    0.0000    0.0000    0.0000    0.5563    0.0000    0.5563    0.5397      0.3701      0.0009
     1.590    0.0000    0.0000    0.0000    0.0000    0.5564    0.0000    0.5564    0.5399      0.3679      0.0010
     1.595    0.0000    0.0000    0.0000    0.0000    0.5567    0.0000    0.5567    0.5401      0.3657      0.0010
     1.600    0.0000    0.0000    0.0000    0.0000    0.5571    0.0000    0.5571    0.5405      0.3636      0.0011
     1.605    0.0000    0.0000    0.0000    0.0000    0.5574    0.0000    0.5574    0.5408      0.3614      0.0011
     1.610    0.0000    0.0000    0.0000    0.0000    0.5576    0.0001    0.5576    0.5410      0.3592      0.0012
     1.615    0.0000    0.0000    0.0000    0.0000    0.5577    0.0002    0.5577    0.5411      0.3569      0.0013
     1.620    0.0000    0.0000    0.0000    0.0000    0.5579    0.0004    0.5579    0.5413      0.3547      0.0014
     1.625    0.0000    0.0000    0.0000    0.0000    0.5584    0.0009    0.5584    0.5418      0.3526      0.0014
     1.630    0.0000    0.0000    0.0000    0.0000    0.5589    0.0020    0.5589    0.5423      0.3505      0.0015
     1.635    0.0000    0.0000    0.0000    0.0000    0.5592    0.0042    0.5592    0.5426      0.3483      0.0016
     1.640    0.0000    0.0000    0.0000    0.0000    0.5596    0.0081    0.5596    0.5429      0.3462      0.0017
     1.645    0.0000    0.0000    0.0000    0.0000    0.5600    0.0151    0.5600    0.5433      0.3441      0.0018
     1.650    0.0000    0.0000    0.0000    0.0000    0.5605    0.0263    0.5605    0.5438      0.3420      0.0019
     1.655    0.0000    0.0000    0.0000    0.0000    0.5615    0.0436    0.5615    0.5447      0.3402      0.0020
     1.660    0.0000    0.0000    0.0000    0.0000    0.5621    0.0683    0.5621    0.5454      0.3382      0.0021
     1.665    0.0000    0.0000    0.0000    0.0000    0.5632    0.1016    0.5632    0.5464      0.3365      0.0022
     1.670    0.0000    0.0000    0.0000    0.0000    0.5644    0.1437    0.5644    0.5476      0.3348      0.0023
     1.675    0.0000    0.0000    0.0000    0.0000    0.5653    0.1935    0.5653    0.5484      0.3330      0.0024
     1.680    0.0000    0.0000    0.0000    0.0000    0.5662    0.2488    0.5662    0.5494      0.3312      0.0025
     1.685    0.0000    0.0000    0.0000    0.0000    0.5675    0.3067    0.5675    0.5506      0.3295      0.0026
     1.690    0.0000    0.0000    0.0000    0.0000    0.5685    0.3632    0.5685    0.5516      0.3277      0.0028
     1.695    0.0000    0.0000    0.0000    0.0000    0.5694    0.4150    0.5695    0.5525      0.3259      0.0029
     1.700    0.0000    0.0000    0.0000    0.0000    0.5707    0.4600    0.5708    0.5538      0.3243      0.0030
     1.705    0.0000    0.0000    0.0000    0.0000    0.5717    0.4965    0.5720    0.5550      0.3226      0.0032
     1.710    0.0000    0.0000    0.0000    0.0000    0.5727    0.5244    0.5733    0.5562      0.3209      0.0033
     1.715    0.0000    0.0000    0.0000    0.0000    0.5731    0.5444    0.5744    0.5573      0.3192      0.0034
     1.720    0.0000    0.0000    0.0000    0.0000    0.5731    0.5584    0.5757    0.5586      0.3176      0.0036
     1.725    0.0000    0.0000    0.0000    0.0000    0.5715    0.5673    0.5768    0.5596      0.3158      0.0037
     1.730    0.0000    0.0000    0.0000    0.0000    0.5679    0.5729    0.5778    0.5606      0.3140      0.0039
     1.735    0.0000    0.0000    0.0000    0.0000    0.5614    0.5765    0.5789    0.5616      0.3122      0.0041
     1.740    0.0000    0.0000    0.0000    0.0000    0.5504    0.5788    0.5799    0.5626      0.3104      0.0042
     1.745    0.0000    0.0000    0.0000    0.0000    0.5333    0.5801    0.5805    0.5633      0.3084      0.0044
     1.750    0.0000    0.0000    0.0000    0.0000    0.5094    0.5812    0.5814    0.5641      0.3066      0.0046
     1.755    0.0000    0.0000    0.0000    0.0000    0.4768    0.5815    0.5816    0.5643      0.3044      0.0047
     1.760    0.0000    0.0000    0.0000    0.0000    0.4364    0.5820    0.5820    0.5647      0.3023      0.0049
     1.765    0.0000    0.0000    0.0000    0.0000    0.3885    0.5819    0.5819    0.5646      0.2999      0.0051
     1.770    0.0000    0.0000    0.0000    0.0000    0.3353    0.5818    0.5818    0.5645      0.2975      0.0053
     1.775    0.0000    0.0000    0.0000    0.0000    0.2796    0.5816    0.5816    0.5642      0.2952      0.0055
     1.780    0.0000    0.0000    0.0000    0.0000    0.2246    0.5814    0.5814    0.5628      0.2928      0.0056
     1.785    0.0000    0.0000    0.0000    0.0000    0.1734    0.5816    0.5816    0.5550      0.2906      0.0058
     1.790    0.0000    0.0000    0.0000    0.0000    0.1282    0.5814    0.5814    0.5205      0.2883      0.0060
     1.795    0.0000    0.0000    0.0000    0.0000    0.0907    0.5814    0.5814    0.4297      0.2861      0.0062
     1.800    0.0000    0.0000    0.0000    0.0000    0.0612    0.5812    0.5812    0.2820      0.2838      0.0064
     1.805    0.0000    0.0000    0.0000    0.0000    0.0394    0.5814    0.5814    0.1344      0.2816      0.0066
     1.810    0.0000    0.0000    0.0000    0.0000    0.0242    0.5821    0.5821    0.0436      0.2798      0.0069
     1.815    0.0000    0.0000    0.0000    0.0000    0.0141    0.5825    0.5825    0.0092      0.2777      0.0071
     1.820    0.0000    0.0000    0.0000    0.0000    0.0078    0.5834    0.5834    0.0012      0.2760      0.0073
     1.825    0.0000    0.0000    0.0000    0.0000    0.0041    0.5843    0.5843    0.0001      0.2743      0.0076
     1.830    0.0000    0.0000    0.0000    0.0000    0.0021    0.5852    0.5852    0.0000      0.2725      0.0078
     1.835    0.0000    0.0000    0.0000    0.0000    0.0010    0.5861    0.5861    0.0000      0.2708      0.0080
     1.840    0.0000    0.0000    0.0000    0.0000    0.0004    0.5870    0.5870    0.0000      0.2690      0.0083
     1.845    0.0000    0.0000    0.0000    0.0000    0.0002    0.5878    0.5878    0.0000      0.2673      0.0085
     1.850    0.0000    0.0000    0.0000    0.0000    0.0001    0.5885    0.5885    0.0000      0.2655      0.0088
     1.855    0.0000    0.0000    0.0000    0.0000    0.0000    0.5889    0.5889    0.0000      0.2635      0.0091
     1.860    0.0000    0.0000    0.0000    0.0000    0.0000    0.5893    0.5893    0.0000      0.2616      0.0093
     1.865    0.0000    0.0000    0.0000    0.0000    0.0000    0.5899    0.5899    0.0000      0.2598      0.0096
     1.870    0.0000    0.0000    0.0000    0.0000    0.0000    0.5901    0.5901    0.0000      0.2578      0.0099
     1.875    0.0000    0.0000    0.0000    0.0000    0.0000    0.5906    0.5906    0.0000      0.2560      0.0101
     1.880    0.0000    0.0000    0.0000    0.0000    0.0000    0.5908    0.5908    0.0000      0.2540      0.0104
     1.885    0.0000    0.0000    0.0000    0.0000    0.0000    0.5910    0.5910    0.0000      0.2521      0.0107
     1.890    0.0000    0.0000    0.0000    0.0000    0.0000    0.5910    0.5910    0.0000      0.2500      0.0110
     1.895    0.0000    0.0000    0.0000    0.0000    0.0000    0.5912    0.5912    0.0000      0.2481      0.0113
     1.900    0.0000    0.0000    0.0000    0.0000    0.0000    0.5915    0.5915    0.0000      0.2462      0.0116
     1.905    0.0000    0.0000    0.0000    0.0000    0.0000    0.5921    0.5921    0.0000      0.2445      0.0119
     1.910    0.0000    0.0000    0.0000    0.0000    0.0000    0.5931    0.5931    0.0000      0.2429      0.0122
     1.915    0.0000    0.0000    0.0000    0.0000    0.0000    0.5937    0.5937    0.0000      0.2412      0.0125
     1.920    0.0000    0.0000    0.0000    0.0000    0.0000    0.5943    0.5943    0.0000      0.2396      0.0128
     1.925    0.0000    0.0000    0.0000    0.0000    0.0000    0.5951    0.5951    0.0000      0.2348      0.0130
     1.930    0.0000    0.0000    0.0000    0.0000    0.0000    0.5953    0.5953    0.0000      0.1182      0.0067
     1.935    0.0000    0.0000    0.0000    0.0000    0.0000    0.5953    0.5953    0.0000      0.0032      0.0002
     1.940    0.0000    0.0000    0.0000    0.0000    0.0000    0.5946    0.5946    0.0000      0.0000      0.0000
     1.945    0.0000    0.0000    0.0000    0.0000    0.0000    0.5931    0.5931    0.0000      0.0000      0.0000
     1.950    0.0000    0.0000    0.0000    0.0000    0.0000    0.5894    0.5894    0.0000      0.0000      0.0000
     1.955    0.0000    0.0000    0.0000    0.0000    0.0000    0.5828    0.5828    0.0000      0.0000      0.0000
     1.960    0.0000    0.0000    0.0000    0.0000    0.0000    0.5724    0.5724    0.0000      0.0000      0.0000
     1.965    0.0000    0.0000    0.0000    0.0000    0.0000    0.5574    0.5574    0.0000      0.0000      0.0000
     1.970    0.0000    0.0000    0.0000    0.0000    0.0000    0.5374    0.5374    0.0000      0.0000      0.0000
     1.975    0.0000    0.0000    0.0000    0.0000    0.0000    0.5111    0.5111    0.0000      0.0000      0.0000
     1.980    0.0000    0.0000    0.0000    0.0000    0.0000    0.4783    0.4783    0.0000      0.0000      0.0000
     1.985    0.0000    0.0000    0.0000    0.0000    0.0000    0.4394    0.4394    0.0000      0.0000      0.0000
     1.990    0.0000    0.0000    0.0000    0.0000    0.0000    0.3950    0.3950    0.0000      0.0000      0.0000
     1.995    0.0000    0.0000    0.0000    0.0000    0.0000    0.3468    0.3468    0.0000      0.0000      0.0000
     2.000    0.0000    0.0000    0.0000    0.0000    0.0000    0.2966    0.2966    0.0000      0.0000      0.0000
     2.005    0.0000    0.0000    0.0000    0.0000    0.0000    0.2467    0.2467    0.0000      0.0000      0.0000
     2.010    0.0000    0.0000    0.0000    0.0000    0.0000    0.1990    0.1990    0.0000      0.0000      0.0000
     2.015    0.0000    0.0000    0.0000    0.0000    0.0000    0.1554    0.1554    0.0000      0.0000      0.0000
     2.020    0.0000    0.0000    0.0000    0.0000    0.0000    0.1172    0.1172    0.0000      0.0000      0.0000
     2.025    0.0000    0.0000    0.0000    0.0000    0.0000    0.0854    0.0854    0.0000      0.0000      0.0000
     2.030    0.0000    0.0000    0.0000    0.0000    0.0000    0.0599    0.0599    0.0000      0.0000      0.0000
     2.035    0.0000    0.0000    0.0000    0.0000    0.0000    0.0405    0.0405    0.0000      0.0000      0.0000
     2.040    0.0000    0.0000    0.0000    0.0000    0.0000    0.0263    0.0263    0.0000      0.0000      0.0000
     2.045    0.0000    0.0000    0.0000    0.0000    0.0000    0.0164    0.0164    0.0000      0.0000      0.0000
     2.050    0.0000    0.0000    0.0000    0.0000    0.0000    0.0099    0.0099    0.0000      0.0000      0.0000
     2.055    0.0000    0.0000    0.0000    0.0000    0.0000    0.0057    0.0057    0.0000      0.0000      0.0000
     2.060    0.0000    0.0000    0.0000    0.0000    0.0000    0.0031    0.0031    0.0000      0.0000      0.0000
     2.065    0.0000    0.0000    0.0000    0.0000    0.0000    0.0017    0.0017    0.0000      0.0000      0.0000
     2.070    0.0000    0.0000    0.0000    0.0000    0.0000    0.0008    0.0008    0.0000      0.0000      0.0000
     2.075    0.0000    0.0000    0.0000    0.0000    0.0000    0.0004    0.0004    0.0000      0.0000      0.0000
     2.080    0.0000    0.0000    0.0000    0.0000    0.0000    0.0002    0.0002    0.0000      0.0000      0.0000
     2.085    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0001    0.0000      0.0000      0.0000
     2.090    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.095    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.100    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.105    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.110    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.115    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
