Effective area for WFIRST (m^2) - parameters as of 2019 03 25

Mirror surfaces are coated with Ag

   Wave      R062      Z087      Y106      J129      H158      F184      W146    SNPrism   BAO-Grism_1st   BAO-Grism_0th
     1.515    0.0000    0.0000    0.0000    0.0004    2.3987    0.0000    2.3987    2.3273      1.7340      0.0014
     1.520    0.0000    0.0000    0.0000    0.0001    2.4035    0.0000    2.4035    2.3319      1.7279      0.0015
     1.525    0.0000    0.0000    0.0000    0.0000    2.4091    0.0000    2.4091    2.3374      1.7223      0.0016
     1.530    0.0000    0.0000    0.0000    0.0000    2.4133    0.0000    2.4133    2.3414      1.7156      0.0018
     1.535    0.0000    0.0000    0.0000    0.0000    2.4187    0.0000    2.4187    2.3466      1.7097      0.0019
     1.540    0.0000    0.0000    0.0000    0.0000    2.4238    0.0000    2.4238    2.3516      1.7034      0.0021
     1.545    0.0000    0.0000    0.0000    0.0000    2.4279    0.0000    2.4279    2.3556      1.6964      0.0022
     1.550    0.0000    0.0000    0.0000    0.0000    2.4315    0.0000    2.4315    2.3591      1.6889      0.0024
     1.555    0.0000    0.0000    0.0000    0.0000    2.4339    0.0000    2.4339    2.3614      1.6805      0.0026
     1.560    0.0000    0.0000    0.0000    0.0000    2.4358    0.0000    2.4358    2.3633      1.6718      0.0028
     1.565    0.0000    0.0000    0.0000    0.0000    2.4367    0.0000    2.4367    2.3642      1.6623      0.0030
     1.570    0.0000    0.0000    0.0000    0.0000    2.4385    0.0000    2.4385    2.3659      1.6533      0.0032
     1.575    0.0000    0.0000    0.0000    0.0000    2.4389    0.0000    2.4389    2.3663      1.6433      0.0034
     1.580    0.0000    0.0000    0.0000    0.0000    2.4391    0.0000    2.4391    2.3665      1.6332      0.0037
     1.585    0.0000    0.0000    0.0000    0.0000    2.4398    0.0000    2.4398    2.3672      1.6234      0.0039
     1.590    0.0000    0.0000    0.0000    0.0000    2.4406    0.0000    2.4406    2.3679      1.6136      0.0042
     1.595    0.0000    0.0000    0.0000    0.0000    2.4419    0.0000    2.4419    2.3691      1.6041      0.0044
     1.600    0.0000    0.0000    0.0000    0.0000    2.4436    0.0000    2.4436    2.3708      1.5949      0.0047
     1.605    0.0000    0.0000    0.0000    0.0000    2.4447    0.0001    2.4447    2.3719      1.5852      0.0050
     1.610    0.0000    0.0000    0.0000    0.0000    2.4458    0.0003    2.4458    2.3730      1.5756      0.0053
     1.615    0.0000    0.0000    0.0000    0.0000    2.4464    0.0007    2.4464    2.3736      1.5656      0.0056
     1.620    0.0000    0.0000    0.0000    0.0000    2.4471    0.0017    2.4471    2.3743      1.5556      0.0060
     1.625    0.0000    0.0000    0.0000    0.0000    2.4492    0.0040    2.4492    2.3763      1.5465      0.0063
     1.630    0.0000    0.0000    0.0000    0.0000    2.4515    0.0088    2.4515    2.3785      1.5375      0.0067
     1.635    0.0000    0.0000    0.0000    0.0000    2.4528    0.0182    2.4528    2.3798      1.5279      0.0070
     1.640    0.0000    0.0000    0.0000    0.0000    2.4544    0.0357    2.4544    2.3813      1.5184      0.0074
     1.645    0.0000    0.0000    0.0000    0.0000    2.4563    0.0660    2.4563    2.3831      1.5092      0.0078
     1.650    0.0000    0.0000    0.0000    0.0000    2.4585    0.1155    2.4585    2.3853      1.5001      0.0082
     1.655    0.0000    0.0000    0.0000    0.0000    2.4627    0.1912    2.4627    2.3893      1.4922      0.0086
     1.660    0.0000    0.0000    0.0000    0.0000    2.4657    0.2997    2.4657    2.3923      1.4836      0.0091
     1.665    0.0000    0.0000    0.0000    0.0000    2.4704    0.4458    2.4704    2.3968      1.4760      0.0095
     1.670    0.0000    0.0000    0.0000    0.0000    2.4754    0.6305    2.4754    2.4017      1.4686      0.0100
     1.675    0.0000    0.0000    0.0000    0.0000    2.4794    0.8488    2.4794    2.4056      1.4605      0.0105
     1.680    0.0000    0.0000    0.0000    0.0000    2.4836    1.0915    2.4836    2.4096      1.4525      0.0110
     1.685    0.0000    0.0000    0.0000    0.0000    2.4891    1.3452    2.4891    2.4150      1.4453      0.0116
     1.690    0.0000    0.0000    0.0000    0.0000    2.4935    1.5929    2.4935    2.4193      1.4374      0.0121
     1.695    0.0000    0.0000    0.0000    0.0000    2.4976    1.8203    2.4978    2.4234      1.4295      0.0127
     1.700    0.0000    0.0000    0.0000    0.0000    2.5031    2.0176    2.5036    2.4291      1.4224      0.0132
     1.705    0.0000    0.0000    0.0000    0.0000    2.5078    2.1775    2.5089    2.4342      1.4150      0.0138
     1.710    0.0000    0.0000    0.0000    0.0000    2.5118    2.3000    2.5144    2.4395      1.4077      0.0145
     1.715    0.0000    0.0000    0.0000    0.0000    2.5136    2.3879    2.5193    2.4443      1.4001      0.0151
     1.720    0.0000    0.0000    0.0000    0.0000    2.5136    2.4491    2.5253    2.4502      1.3930      0.0158
     1.725    0.0000    0.0000    0.0000    0.0000    2.5068    2.4882    2.5300    2.4547      1.3853      0.0164
     1.730    0.0000    0.0000    0.0000    0.0000    2.4912    2.5128    2.5344    2.4589      1.3773      0.0171
     1.735    0.0000    0.0000    0.0000    0.0000    2.4624    2.5286    2.5391    2.4635      1.3696      0.0178
     1.740    0.0000    0.0000    0.0000    0.0000    2.4142    2.5385    2.5434    2.4677      1.3616      0.0185
     1.745    0.0000    0.0000    0.0000    0.0000    2.3393    2.5443    2.5464    2.4705      1.3529      0.0193
     1.750    0.0000    0.0000    0.0000    0.0000    2.2342    2.5494    2.5503    2.4743      1.3448      0.0200
     1.755    0.0000    0.0000    0.0000    0.0000    2.0916    2.5508    2.5511    2.4751      1.3350      0.0208
     1.760    0.0000    0.0000    0.0000    0.0000    1.9143    2.5527    2.5528    2.4768      1.3257      0.0216
     1.765    0.0000    0.0000    0.0000    0.0000    1.7041    2.5525    2.5525    2.4765      1.3155      0.0223
     1.770    0.0000    0.0000    0.0000    0.0000    1.4708    2.5519    2.5519    2.4759      1.3051      0.0231
     1.775    0.0000    0.0000    0.0000    0.0000    1.2265    2.5510    2.5511    2.4746      1.2947      0.0239
     1.780    0.0000    0.0000    0.0000    0.0000    0.9852    2.5502    2.5502    2.4688      1.2843      0.0247
     1.785    0.0000    0.0000    0.0000    0.0000    0.7606    2.5508    2.5508    2.4344      1.2747      0.0256
     1.790    0.0000    0.0000    0.0000    0.0000    0.5624    2.5502    2.5502    2.2831      1.2645      0.0265
     1.795    0.0000    0.0000    0.0000    0.0000    0.3977    2.5501    2.5501    1.8846      1.2547      0.0273
     1.800    0.0000    0.0000    0.0000    0.0000    0.2685    2.5494    2.5494    1.2368      1.2446      0.0282
     1.805    0.0000    0.0000    0.0000    0.0000    0.1728    2.5503    2.5503    0.5896      1.2354      0.0291
     1.810    0.0000    0.0000    0.0000    0.0000    0.1060    2.5534    2.5534    0.1914      1.2272      0.0301
     1.815    0.0000    0.0000    0.0000    0.0000    0.0618    2.5548    2.5548    0.0406      1.2182      0.0311
     1.820    0.0000    0.0000    0.0000    0.0000    0.0342    2.5591    2.5591    0.0055      1.2107      0.0321
     1.825    0.0000    0.0000    0.0000    0.0000    0.0180    2.5629    2.5629    0.0005      1.2030      0.0331
     1.830    0.0000    0.0000    0.0000    0.0000    0.0090    2.5669    2.5669    0.0000      1.1953      0.0342
     1.835    0.0000    0.0000    0.0000    0.0000    0.0043    2.5708    2.5708    0.0000      1.1877      0.0353
     1.840    0.0000    0.0000    0.0000    0.0000    0.0019    2.5745    2.5745    0.0000      1.1800      0.0364
     1.845    0.0000    0.0000    0.0000    0.0000    0.0008    2.5780    2.5780    0.0000      1.1723      0.0375
     1.850    0.0000    0.0000    0.0000    0.0000    0.0003    2.5811    2.5811    0.0000      1.1644      0.0386
     1.855    0.0000    0.0000    0.0000    0.0000    0.0001    2.5831    2.5831    0.0000      1.1560      0.0398
     1.860    0.0000    0.0000    0.0000    0.0000    0.0000    2.5846    2.5846    0.0000      1.1475      0.0409
     1.865    0.0000    0.0000    0.0000    0.0000    0.0000    2.5874    2.5874    0.0000      1.1395      0.0421
     1.870    0.0000    0.0000    0.0000    0.0000    0.0000    2.5884    2.5884    0.0000      1.1308      0.0433
     1.875    0.0000    0.0000    0.0000    0.0000    0.0000    2.5906    2.5906    0.0000      1.1228      0.0445
     1.880    0.0000    0.0000    0.0000    0.0000    0.0000    2.5916    2.5916    0.0000      1.1142      0.0457
     1.885    0.0000    0.0000    0.0000    0.0000    0.0000    2.5924    2.5924    0.0000      1.1056      0.0469
     1.890    0.0000    0.0000    0.0000    0.0000    0.0000    2.5921    2.5921    0.0000      1.0966      0.0482
     1.895    0.0000    0.0000    0.0000    0.0000    0.0000    2.5932    2.5932    0.0000      1.0882      0.0494
     1.900    0.0000    0.0000    0.0000    0.0000    0.0000    2.5945    2.5945    0.0000      1.0800      0.0507
     1.905    0.0000    0.0000    0.0000    0.0000    0.0000    2.5972    2.5972    0.0000      1.0724      0.0521
     1.910    0.0000    0.0000    0.0000    0.0000    0.0000    2.6014    2.6014    0.0000      1.0655      0.0534
     1.915    0.0000    0.0000    0.0000    0.0000    0.0000    2.6042    2.6042    0.0000      1.0581      0.0548
     1.920    0.0000    0.0000    0.0000    0.0000    0.0000    2.6069    2.6069    0.0000      1.0508      0.0563
     1.925    0.0000    0.0000    0.0000    0.0000    0.0000    2.6102    2.6102    0.0000      1.0299      0.0569
     1.930    0.0000    0.0000    0.0000    0.0000    0.0000    2.6110    2.6110    0.0000      0.5183      0.0296
     1.935    0.0000    0.0000    0.0000    0.0000    0.0000    2.6111    2.6111    0.0000      0.0138      0.0008
     1.940    0.0000    0.0000    0.0000    0.0000    0.0000    2.6078    2.6078    0.0000      0.0000      0.0000
     1.945    0.0000    0.0000    0.0000    0.0000    0.0000    2.6013    2.6013    0.0000      0.0000      0.0000
     1.950    0.0000    0.0000    0.0000    0.0000    0.0000    2.5853    2.5853    0.0000      0.0000      0.0000
     1.955    0.0000    0.0000    0.0000    0.0000    0.0000    2.5564    2.5564    0.0000      0.0000      0.0000
     1.960    0.0000    0.0000    0.0000    0.0000    0.0000    2.5109    2.5109    0.0000      0.0000      0.0000
     1.965    0.0000    0.0000    0.0000    0.0000    0.0000    2.4451    2.4451    0.0000      0.0000      0.0000
     1.970    0.0000    0.0000    0.0000    0.0000    0.0000    2.3573    2.3573    0.0000      0.0000      0.0000
     1.975    0.0000    0.0000    0.0000    0.0000    0.0000    2.2417    2.2417    0.0000      0.0000      0.0000
     1.980    0.0000    0.0000    0.0000    0.0000    0.0000    2.0980    2.0980    0.0000      0.0000      0.0000
     1.985    0.0000    0.0000    0.0000    0.0000    0.0000    1.9271    1.9271    0.0000      0.0000      0.0000
     1.990    0.0000    0.0000    0.0000    0.0000    0.0000    1.7327    1.7327    0.0000      0.0000      0.0000
     1.995    0.0000    0.0000    0.0000    0.0000    0.0000    1.5210    1.5210    0.0000      0.0000      0.0000
     2.000    0.0000    0.0000    0.0000    0.0000    0.0000    1.3010    1.3010    0.0000      0.0000      0.0000
     2.005    0.0000    0.0000    0.0000    0.0000    0.0000    1.0820    1.0820    0.0000      0.0000      0.0000
     2.010    0.0000    0.0000    0.0000    0.0000    0.0000    0.8727    0.8727    0.0000      0.0000      0.0000
     2.015    0.0000    0.0000    0.0000    0.0000    0.0000    0.6814    0.6814    0.0000      0.0000      0.0000
     2.020    0.0000    0.0000    0.0000    0.0000    0.0000    0.5142    0.5142    0.0000      0.0000      0.0000
     2.025    0.0000    0.0000    0.0000    0.0000    0.0000    0.3745    0.3745    0.0000      0.0000      0.0000
     2.030    0.0000    0.0000    0.0000    0.0000    0.0000    0.2629    0.2629    0.0000      0.0000      0.0000
     2.035    0.0000    0.0000    0.0000    0.0000    0.0000    0.1777    0.1777    0.0000      0.0000      0.0000
     2.040    0.0000    0.0000    0.0000    0.0000    0.0000    0.1155    0.1155    0.0000      0.0000      0.0000
     2.045    0.0000    0.0000    0.0000    0.0000    0.0000    0.0721    0.0721    0.0000      0.0000      0.0000
     2.050    0.0000    0.0000    0.0000    0.0000    0.0000    0.0433    0.0433    0.0000      0.0000      0.0000
     2.055    0.0000    0.0000    0.0000    0.0000    0.0000    0.0249    0.0249    0.0000      0.0000      0.0000
     2.060    0.0000    0.0000    0.0000    0.0000    0.0000    0.0137    0.0137    0.0000      0.0000      0.0000
     2.065    0.0000    0.0000    0.0000    0.0000    0.0000    0.0073    0.0073    0.0000      0.0000      0.0000
     2.070    0.0000    0.0000    0.0000    0.0000    0.0000    0.0037    0.0037    0.0000      0.0000      0.0000
     2.075    0.0000    0.0000    0.0000    0.0000    0.0000    0.0018    0.0018    0.0000      0.0000      0.0000
     2.080    0.0000    0.0000    0.0000    0.0000    0.0000    0.0008    0.0008    0.0000      0.0000      0.0000
     2.085    0.0000    0.0000    0.0000    0.0000    0.0000    0.0004    0.0004    0.0000      0.0000      0.0000
     2.090    0.0000    0.0000    0.0000    0.0000    0.0000    0.0002    0.0002    0.0000      0.0000      0.0000
     2.095    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0001    0.0000      0.0000      0.0000
     2.100    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.105    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.110    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.115    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.120    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.125    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.130    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.135    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.140    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.145    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.150    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.155    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.160    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.165    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.170    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.175    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.180    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.185    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.190    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.195    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     2.200    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
Band avg:     1.6740    2.3920    2.3882    2.3310    2.4308    2.5722    2.4263    2.3132      1.5817      0.0094


Throughput for WFIRST

   Wave      R062      Z087      Y106      J129      H158      F184      W146    SNPrism   BAO-Grism_1st   BAO-Grism_0th
     0.300    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.305    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.310    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.315    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.320    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.325    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.330    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.335    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.340    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.345    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.350    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.355    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.360    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.365    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.370    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.375    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.380    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.385    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.390    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.395    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.400    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.405    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.410    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.415    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.420    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.425    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.430    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.435    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.440    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.445    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.450    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.455    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.460    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.465    0.0009    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.470    0.0085    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.475    0.0428    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.480    0.1158    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.485    0.1904    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.490    0.2282    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.495    0.2396    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.500    0.2442    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.505    0.2494    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.510    0.2552    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.515    0.2614    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.520    0.2680    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.525    0.2750    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.530    0.2822    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.535    0.2896    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.540    0.2972    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.545    0.3045    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.550    0.3121    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.555    0.3195    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.560    0.3270    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.565    0.3344    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.570    0.3418    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.575    0.3492    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.580    0.3564    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.585    0.3633    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.590    0.3699    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.595    0.3761    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.600    0.3819    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.605    0.3864    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.610    0.3907    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.615    0.3943    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.620    0.3977    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.625    0.4010    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.630    0.4042    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.635    0.4074    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.640    0.4106    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.645    0.4140    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.650    0.4178    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.655    0.4230    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.660    0.4282    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.665    0.4340    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.670    0.4397    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.675    0.4454    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.680    0.4513    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.685    0.4570    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.690    0.4625    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.695    0.4677    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.700    0.4724    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.705    0.4762    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.710    0.4796    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.715    0.4828    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.720    0.4857    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.725    0.4885    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.730    0.4914    0.0002    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.735    0.4928    0.0012    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000      0.0000      0.0000
     0.740    0.4904    0.0061    0.0000    0.0000    0.0000    0.0000    0.0000    0.0002      0.0000      0.0000
     0.745    0.4763    0.0229    0.0000    0.0000    0.0000    0.0000    0.0000    0.0212      0.0000      0.0000
     0.750    0.4362    0.0655    0.0000    0.0000    0.0000    0.0000    0.0000    0.2434      0.0000      0.0000
     0.755    0.3600    0.1450    0.0000    0.0000    0.0000    0.0000    0.0000    0.4685      0.0000      0.0000
     0.760    0.2540    0.2540    0.0000    0.0000    0.0000    0.0000    0.0000    0.4927      0.0000      0.0000
     0.765    0.1467    0.3644    0.0000    0.0000    0.0000    0.0000    0.0000    0.4959      0.0000      0.0000
     0.770    0.0671    0.4472    0.0000    0.0000    0.0000    0.0000    0.0000    0.4990      0.0000      0.0000
     0.775    0.0238    0.4936    0.0000    0.0000    0.0000    0.0000    0.0000    0.5020      0.0000      0.0000
     0.780    0.0064    0.5140    0.0000    0.0000    0.0000    0.0000    0.0000    0.5049      0.0000      0.0000
     0.785    0.0013    0.5220    0.0000    0.0000    0.0000    0.0000    0.0000    0.5077      0.0000      0.0000
     0.790    0.0002    0.5258    0.0000    0.0000    0.0000    0.0000    0.0000    0.5104      0.0000      0.0000
     0.795    0.0000    0.5287    0.0000    0.0000    0.0000    0.0000    0.0000    0.5130      0.0000      0.0000
     0.800    0.0000    0.5311    0.0000    0.0000    0.0000    0.0000    0.0000    0.5153      0.0000      0.0000
     0.805    0.0000    0.5333    0.0000    0.0000    0.0000    0.0000    0.0000    0.5174      0.0000      0.0000
     0.810    0.0000    0.5353    0.0000    0.0000    0.0000    0.0000    0.0000    0.5194      0.0000      0.0000
     0.815    0.0000    0.5370    0.0000    0.0000    0.0000    0.0000    0.0000    0.5211      0.0000      0.0000
     0.820    0.0000    0.5386    0.0000    0.0000    0.0000    0.0000    0.0000    0.5226      0.0000      0.0000
     0.825    0.0000    0.5404    0.0000    0.0000    0.0000    0.0000    0.0000    0.5243      0.0000      0.0000
     0.830    0.0000    0.5417    0.0000    0.0000    0.0000    0.0000    0.0000    0.5255      0.0000      0.0000
     0.835    0.0000    0.5427    0.0000    0.0000    0.0000    0.0000    0.0000    0.5266      0.0000      0.0000
     0.840    0.0000    0.5439    0.0000    0.0000    0.0000    0.0000    0.0000    0.5277      0.0000      0.0000
     0.845    0.0000    0.5449    0.0000    0.0000    0.0000    0.0000    0.0000    0.5287      0.0000      0.0000
     0.850    0.0000    0.5460    0.0000    0.0000    0.0000    0.0000    0.0000    0.5298      0.0000      0.0000
     0.855    0.0000    0.5474    0.0000    0.0000    0.0000    0.0000    0.0000    0.5311      0.0000      0.0000
