# log likelihood values for the three models given below.
# for the good model, ln(L) = -35.52
# for the bad model, ln(L) = -168.97
# for the worse model, ln(L) = -inf
#  lam  flam  ferr  flam_good  flam_bad  flam_worse
16920.000  6.023e-15  6.023e-16  6.164e-15  6.350e-15  6.639e-15
16930.000  6.081e-15  6.081e-16  6.153e-15  6.343e-15  6.639e-15
16940.000  6.269e-15  6.269e-16  6.143e-15  6.337e-15  6.633e-15
16950.000  6.006e-15  6.006e-16  6.136e-15  6.328e-15  6.620e-15
16960.000  6.207e-15  6.207e-16  6.129e-15  6.316e-15  6.599e-15
16970.000  6.155e-15  6.155e-16  6.117e-15  6.305e-15  6.578e-15
16980.000  6.124e-15  6.124e-16  6.106e-15  6.303e-15  6.556e-15
16990.000  6.085e-15  6.085e-16  6.097e-15  6.301e-15  6.554e-15
17000.000  6.187e-15  6.187e-16  6.094e-15  6.298e-15  6.564e-15
17010.000  6.012e-15  6.012e-16  6.090e-15  6.296e-15  6.571e-15
17020.000  6.169e-15  6.169e-16  6.087e-15  6.291e-15  6.570e-15
17030.000  6.115e-15  6.115e-16  6.085e-15  6.281e-15  6.565e-15
17040.000  6.154e-15  6.154e-16  6.077e-15  6.269e-15  6.556e-15
17050.000  5.852e-15  5.852e-16  6.063e-15  6.254e-15  6.547e-15
17060.000  6.179e-15  6.179e-16  6.048e-15  6.246e-15  6.514e-15
17070.000  6.252e-15  6.252e-16  6.032e-15  6.242e-15  6.418e-15
17080.000  5.904e-15  5.904e-16  6.027e-15  6.240e-15  6.312e-15
17090.000  5.791e-15  5.791e-16  6.025e-15  6.238e-15  6.281e-15
17100.000  6.203e-15  6.203e-16  6.023e-15  6.237e-15  6.333e-15
17110.000  6.025e-15  6.025e-16  6.020e-15  6.240e-15  6.419e-15
17120.000  5.831e-15  5.831e-16  6.021e-15  6.241e-15  6.492e-15
17130.000  6.114e-15  6.114e-16  6.026e-15  6.238e-15  6.514e-15
17140.000  6.119e-15  6.119e-16  6.026e-15  6.235e-15  6.513e-15
17150.000  6.003e-15  6.003e-16  6.023e-15  6.231e-15  6.501e-15
17160.000  6.192e-15  6.192e-16  6.020e-15  6.226e-15  6.489e-15
17170.000  5.737e-15  5.737e-16  6.016e-15  6.224e-15  6.484e-15
17180.000  6.207e-15  6.207e-16  6.010e-15  6.225e-15  6.487e-15
17190.000  6.087e-15  6.087e-16  6.009e-15  6.227e-15  6.486e-15
17200.000  5.843e-15  5.843e-16  6.010e-15  6.226e-15  6.478e-15
17210.000  6.145e-15  6.145e-16  6.010e-15  6.226e-15  6.470e-15
17220.000  6.029e-15  6.029e-16  6.009e-15  6.224e-15  6.466e-15
17230.000  6.063e-15  6.063e-16  6.008e-15  6.219e-15  6.456e-15
17240.000  5.987e-15  5.987e-16  6.004e-15  6.210e-15  6.443e-15
17250.000  6.137e-15  6.137e-16  5.997e-15  6.197e-15  6.439e-15
17260.000  5.660e-15  5.660e-16  5.986e-15  6.183e-15  6.442e-15
17270.000  6.202e-15  6.202e-16  5.973e-15  6.168e-15  6.445e-15
17280.000  6.134e-15  6.134e-16  5.957e-15  6.161e-15  6.449e-15
17290.000  5.730e-15  5.730e-16  5.944e-15  6.161e-15  6.455e-15
17300.000  5.919e-15  5.919e-16  5.937e-15  6.162e-15  6.462e-15
17310.000  6.199e-15  6.199e-16  5.938e-15  6.156e-15  6.470e-15
17320.000  5.428e-15  5.428e-16  5.938e-15  6.130e-15  6.474e-15
17330.000  6.162e-15  6.162e-16  5.929e-15  6.076e-15  6.469e-15
17340.000  6.170e-15  6.170e-16  5.901e-15  6.055e-15  6.461e-15
17350.000  5.747e-15  5.747e-16  5.860e-15  6.089e-15  6.449e-15
17360.000  5.727e-15  5.727e-16  5.855e-15  6.077e-15  6.432e-15
17370.000  6.006e-15  6.006e-16  5.874e-15  6.009e-15  6.419e-15
17380.000  6.213e-15  6.213e-16  5.834e-15  5.965e-15  6.413e-15
17390.000  5.737e-15  5.737e-16  5.759e-15  5.975e-15  6.403e-15
17400.000  5.175e-15  5.175e-16  5.725e-15  6.030e-15  6.388e-15
17410.000  5.766e-15  5.766e-16  5.748e-15  6.080e-15  6.376e-15
17420.000  6.233e-15  6.233e-16  5.803e-15  6.107e-15  6.376e-15
17430.000  5.804e-15  5.804e-16  5.859e-15  6.111e-15  6.381e-15
17440.000  5.764e-15  5.764e-16  5.877e-15  6.108e-15  6.383e-15
17450.000  5.778e-15  5.778e-16  5.879e-15  6.100e-15  6.379e-15
17460.000  5.990e-15  5.990e-16  5.874e-15  6.088e-15  6.377e-15
17470.000  5.969e-15  5.969e-16  5.863e-15  6.078e-15  6.382e-15
17480.000  5.733e-15  5.733e-16  5.852e-15  6.071e-15  6.387e-15
17490.000  5.819e-15  5.819e-16  5.843e-15  6.067e-15  6.382e-15
17500.000  5.797e-15  5.797e-16  5.838e-15  6.064e-15  6.376e-15
17510.000  5.963e-15  5.963e-16  5.833e-15  6.061e-15  6.374e-15
17520.000  5.734e-15  5.734e-16  5.829e-15  6.051e-15  6.375e-15
17530.000  6.104e-15  6.104e-16  5.824e-15  6.040e-15  6.374e-15
17540.000  5.750e-15  5.750e-16  5.812e-15  6.032e-15  6.373e-15
17550.000  5.748e-15  5.748e-16  5.802e-15  6.031e-15  6.373e-15
17560.000  5.786e-15  5.786e-16  5.796e-15  6.031e-15  6.373e-15
17570.000  6.073e-15  6.073e-16  5.795e-15  6.030e-15  6.369e-15
17580.000  5.825e-15  5.825e-16  5.795e-15  6.030e-15  6.355e-15
17590.000  5.469e-15  5.469e-16  5.793e-15  6.032e-15  6.341e-15
17600.000  5.772e-15  5.772e-16  5.793e-15  6.035e-15  6.346e-15
17610.000  5.643e-15  5.643e-16  5.795e-15  6.039e-15  6.352e-15
17620.000  6.118e-15  6.118e-16  5.799e-15  6.039e-15  6.348e-15
17630.000  5.793e-15  5.793e-16  5.802e-15  6.037e-15  6.338e-15
17640.000  5.602e-15  5.602e-16  5.801e-15  6.033e-15  6.327e-15
17650.000  5.939e-15  5.939e-16  5.798e-15  6.024e-15  6.322e-15
17660.000  6.108e-15  6.108e-16  5.792e-15  6.013e-15  6.327e-15
17670.000  5.571e-15  5.571e-16  5.782e-15  6.002e-15  6.330e-15
17680.000  5.552e-15  5.552e-16  5.768e-15  5.992e-15  6.323e-15
17690.000  5.919e-15  5.919e-16  5.756e-15  5.985e-15  6.304e-15
17700.000  5.875e-15  5.875e-16  5.748e-15  5.977e-15  6.295e-15
17710.000  5.722e-15  5.722e-16  5.738e-15  5.968e-15  6.299e-15
17720.000  5.505e-15  5.505e-16  5.729e-15  5.959e-15  6.302e-15
17730.000  5.679e-15  5.679e-16  5.719e-15  5.954e-15  6.295e-15
17740.000  5.635e-15  5.635e-16  5.713e-15  5.950e-15  6.286e-15
17750.000  5.833e-15  5.833e-16  5.709e-15  5.950e-15  6.272e-15
17760.000  5.828e-15  5.828e-16  5.706e-15  5.951e-15  6.274e-15
17770.000  5.848e-15  5.848e-16  5.705e-15  5.951e-15  6.286e-15
17780.000  5.577e-15  5.577e-16  5.705e-15  5.952e-15  6.276e-15
17790.000  5.906e-15  5.906e-16  5.705e-15  5.949e-15  6.233e-15
17800.000  5.877e-15  5.877e-16  5.705e-15  5.944e-15  6.206e-15
17810.000  5.649e-15  5.649e-16  5.701e-15  5.943e-15  6.229e-15
17820.000  5.498e-15  5.498e-16  5.696e-15  5.944e-15  6.262e-15
17830.000  5.706e-15  5.706e-16  5.694e-15  5.944e-15  6.279e-15
17840.000  5.651e-15  5.651e-16  5.694e-15  5.940e-15  6.281e-15
17850.000  5.721e-15  5.721e-16  5.693e-15  5.935e-15  6.276e-15
17860.000  5.628e-15  5.628e-16  5.690e-15  5.933e-15  6.259e-15
17870.000  5.929e-15  5.929e-16  5.686e-15  5.933e-15  6.231e-15
17880.000  5.713e-15  5.713e-16  5.684e-15  5.927e-15  6.219e-15
17890.000  5.550e-15  5.550e-16  5.682e-15  5.914e-15  6.212e-15
17900.000  5.846e-15  5.846e-16  5.673e-15  5.909e-15  6.216e-15
17910.000  5.665e-15  5.665e-16  5.660e-15  5.912e-15  6.229e-15
17920.000  5.409e-15  5.409e-16  5.658e-15  5.909e-15  6.235e-15
17930.000  5.454e-15  5.454e-16  5.660e-15  5.900e-15  6.234e-15
17940.000  5.945e-15  5.945e-16  5.655e-15  5.894e-15  6.216e-15
17950.000  5.532e-15  5.532e-16  5.647e-15  5.892e-15  6.186e-15
17960.000  5.960e-15  5.960e-16  5.640e-15  5.892e-15  6.179e-15
17970.000  5.536e-15  5.536e-16  5.637e-15  5.895e-15  6.191e-15
17980.000  5.644e-15  5.644e-16  5.637e-15  5.897e-15  6.200e-15
17990.000  5.644e-15  5.644e-16  5.639e-15  5.892e-15  6.209e-15
18000.000  5.466e-15  5.466e-16  5.639e-15  5.878e-15  6.216e-15
18010.000  5.573e-15  5.573e-16  5.631e-15  5.869e-15  6.205e-15
18020.000  5.837e-15  5.837e-16  5.617e-15  5.864e-15  6.188e-15
18030.000  5.976e-15  5.976e-16  5.610e-15  5.857e-15  6.180e-15
18040.000  5.449e-15  5.449e-16  5.607e-15  5.847e-15  6.185e-15
18050.000  5.344e-15  5.344e-16  5.599e-15  5.839e-15  6.190e-15
18060.000  5.615e-15  5.615e-16  5.589e-15  5.836e-15  6.175e-15
18070.000  5.719e-15  5.719e-16  5.581e-15  5.841e-15  6.156e-15
18080.000  5.628e-15  5.628e-16  5.577e-15  5.846e-15  6.165e-15
18090.000  5.473e-15  5.473e-16  5.582e-15  5.837e-15  6.175e-15
18100.000  5.676e-15  5.676e-16  5.585e-15  5.814e-15  6.169e-15
18110.000  5.731e-15  5.731e-16  5.570e-15  5.800e-15  6.156e-15
18120.000  5.528e-15  5.528e-16  5.547e-15  5.807e-15  6.140e-15
18130.000  5.504e-15  5.504e-16  5.538e-15  5.817e-15  6.115e-15
18140.000  5.563e-15  5.563e-16  5.549e-15  5.823e-15  6.096e-15
18150.000  5.481e-15  5.481e-16  5.560e-15  5.824e-15  6.099e-15
18160.000  5.455e-15  5.455e-16  5.564e-15  5.820e-15  6.113e-15
18170.000  5.776e-15  5.776e-16  5.564e-15  5.807e-15  6.114e-15
18180.000  5.679e-15  5.679e-16  5.558e-15  5.799e-15  6.110e-15
18190.000  5.539e-15  5.539e-16  5.543e-15  5.794e-15  6.107e-15
18200.000  5.550e-15  5.550e-16  5.532e-15  5.789e-15  6.103e-15
18210.000  5.375e-15  5.375e-16  5.528e-15  5.784e-15  6.098e-15
18220.000  5.302e-15  5.302e-16  5.522e-15  5.784e-15  6.102e-15
18230.000  5.716e-15  5.716e-16  5.519e-15  5.782e-15  6.112e-15
18240.000  5.763e-15  5.763e-16  5.519e-15  5.779e-15  6.115e-15
18250.000  5.529e-15  5.529e-16  5.518e-15  5.772e-15  6.105e-15
18260.000  5.471e-15  5.471e-16  5.513e-15  5.764e-15  6.088e-15
18270.000  5.296e-15  5.296e-16  5.504e-15  5.760e-15  6.078e-15
18280.000  5.626e-15  5.626e-16  5.493e-15  5.759e-15  6.085e-15
18290.000  5.518e-15  5.518e-16  5.490e-15  5.758e-15  6.096e-15
18300.000  5.549e-15  5.549e-16  5.490e-15  5.760e-15  6.093e-15
18310.000  5.478e-15  5.478e-16  5.490e-15  5.760e-15  6.071e-15
18320.000  5.374e-15  5.374e-16  5.491e-15  5.752e-15  6.049e-15
18330.000  5.511e-15  5.511e-16  5.491e-15  5.740e-15  6.046e-15
18340.000  5.498e-15  5.498e-16  5.481e-15  5.730e-15  6.053e-15
18350.000  5.615e-15  5.615e-16  5.469e-15  5.728e-15  6.045e-15
18360.000  5.424e-15  5.424e-16  5.461e-15  5.728e-15  6.024e-15
18370.000  5.510e-15  5.510e-16  5.459e-15  5.725e-15  6.004e-15
18380.000  5.553e-15  5.553e-16  5.460e-15  5.715e-15  6.001e-15
18390.000  5.419e-15  5.419e-16  5.453e-15  5.709e-15  6.002e-15
18400.000  5.152e-15  5.152e-16  5.442e-15  5.706e-15  5.989e-15
18410.000  5.371e-15  5.371e-16  5.437e-15  5.703e-15  5.983e-15
18420.000  5.761e-15  5.761e-16  5.436e-15  5.698e-15  5.982e-15
18430.000  5.658e-15  5.658e-16  5.433e-15  5.694e-15  5.976e-15
18440.000  5.339e-15  5.339e-16  5.427e-15  5.682e-15  5.970e-15
18450.000  5.189e-15  5.189e-16  5.421e-15  5.667e-15  5.971e-15
18460.000  5.525e-15  5.525e-16  5.407e-15  5.666e-15  5.975e-15
18470.000  5.321e-15  5.321e-16  5.393e-15  5.678e-15  5.976e-15
18480.000  5.410e-15  5.410e-16  5.393e-15  5.678e-15  5.971e-15
18490.000  5.473e-15  5.473e-16  5.402e-15  5.666e-15  5.960e-15
18500.000  5.436e-15  5.436e-16  5.401e-15  5.658e-15  5.953e-15
18510.000  5.262e-15  5.262e-16  5.389e-15  5.661e-15  5.956e-15
18520.000  5.409e-15  5.409e-16  5.383e-15  5.663e-15  5.957e-15
18530.000  5.537e-15  5.537e-16  5.385e-15  5.661e-15  5.946e-15
18540.000  5.412e-15  5.412e-16  5.385e-15  5.662e-15  5.931e-15
18550.000  5.296e-15  5.296e-16  5.382e-15  5.663e-15  5.929e-15
18560.000  5.394e-15  5.394e-16  5.384e-15  5.660e-15  5.938e-15
18570.000  5.461e-15  5.461e-16  5.385e-15  5.650e-15  5.948e-15
18580.000  5.410e-15  5.410e-16  5.381e-15  5.636e-15  5.941e-15
18590.000  5.402e-15  5.402e-16  5.371e-15  5.616e-15  5.931e-15
18600.000  5.161e-15  5.161e-16  5.357e-15  5.608e-15  5.935e-15
18610.000  5.556e-15  5.556e-16  5.345e-15  5.603e-15  5.940e-15
18620.000  5.469e-15  5.469e-16  5.342e-15  5.592e-15  5.944e-15
18630.000  5.234e-15  5.234e-16  5.337e-15  5.580e-15  5.953e-15
18640.000  5.136e-15  5.136e-16  5.327e-15  5.565e-15  5.947e-15
18650.000  5.133e-15  5.133e-16  5.310e-15  5.560e-15  5.929e-15
18660.000  5.427e-15  5.427e-16  5.297e-15  5.560e-15  5.913e-15
18670.000  5.190e-15  5.190e-16  5.294e-15  5.555e-15  5.899e-15
18680.000  5.302e-15  5.302e-16  5.294e-15  5.538e-15  5.903e-15
18690.000  5.595e-15  5.595e-16  5.285e-15  5.528e-15  5.917e-15
18700.000  5.363e-15  5.363e-16  5.268e-15  5.524e-15  5.913e-15
18710.000  5.121e-15  5.121e-16  5.258e-15  5.514e-15  5.904e-15
18720.000  5.395e-15  5.395e-16  5.256e-15  5.489e-15  5.890e-15
18730.000  5.277e-15  5.277e-16  5.243e-15  5.488e-15  5.871e-15
18740.000  5.171e-15  5.171e-16  5.224e-15  5.497e-15  5.858e-15
18750.000  5.316e-15  5.316e-16  5.222e-15  5.498e-15  5.860e-15
18760.000  5.454e-15  5.454e-16  5.229e-15  5.497e-15  5.858e-15
18770.000  4.769e-15  4.769e-16  5.227e-15  5.503e-15  5.849e-15
18780.000  5.399e-15  5.399e-16  5.227e-15  5.499e-15  5.840e-15
18790.000  5.293e-15  5.293e-16  5.229e-15  5.486e-15  5.828e-15
18800.000  4.965e-15  4.965e-16  5.225e-15  5.481e-15  5.815e-15
18810.000  5.152e-15  5.152e-16  5.215e-15  5.485e-15  5.805e-15
18820.000  5.625e-15  5.625e-16  5.209e-15  5.485e-15  5.772e-15
18830.000  5.006e-15  5.006e-16  5.210e-15  5.483e-15  5.727e-15
18840.000  5.218e-15  5.218e-16  5.209e-15  5.481e-15  5.715e-15
18850.000  5.186e-15  5.186e-16  5.208e-15  5.471e-15  5.757e-15
