# log likelihood values for the three models given below.
# for the good model, ln(L) = -35.52
# for the bad model, ln(L) = -168.97
# for the worse model, ln(L) = -inf
#  lam  flam  ferr  flam_good  flam_bad  flam_worse
13450.000  8.910e-15  8.910e-16  8.513e-15  8.420e-15  8.032e-15
13460.000  8.570e-15  8.570e-16  8.532e-15  8.418e-15  8.038e-15
13470.000  8.611e-15  8.611e-16  8.536e-15  8.413e-15  8.022e-15
13480.000  8.463e-15  8.463e-16  8.530e-15  8.398e-15  8.004e-15
13490.000  8.647e-15  8.647e-16  8.516e-15  8.385e-15  8.003e-15
13500.000  8.248e-15  8.248e-16  8.497e-15  8.390e-15  8.004e-15
13510.000  8.474e-15  8.474e-16  8.495e-15  8.374e-15  8.016e-15
13520.000  8.643e-15  8.643e-16  8.493e-15  8.344e-15  8.003e-15
13530.000  8.535e-15  8.535e-16  8.459e-15  8.339e-15  7.957e-15
13540.000  8.447e-15  8.447e-16  8.444e-15  8.353e-15  7.926e-15
13550.000  8.485e-15  8.485e-16  8.452e-15  8.364e-15  7.942e-15
13560.000  8.212e-15  8.212e-16  8.466e-15  8.370e-15  7.947e-15
13570.000  8.689e-15  8.689e-16  8.476e-15  8.359e-15  7.912e-15
13580.000  8.553e-15  8.553e-16  8.467e-15  8.343e-15  7.876e-15
13590.000  8.521e-15  8.521e-16  8.448e-15  8.341e-15  7.879e-15
13600.000  8.245e-15  8.245e-16  8.440e-15  8.337e-15  7.929e-15
13610.000  8.594e-15  8.594e-16  8.439e-15  8.317e-15  7.968e-15
13620.000  8.512e-15  8.512e-16  8.423e-15  8.295e-15  7.974e-15
13630.000  8.452e-15  8.452e-16  8.398e-15  8.285e-15  7.939e-15
13640.000  8.073e-15  8.073e-16  8.379e-15  8.280e-15  7.907e-15
13650.000  8.303e-15  8.303e-16  8.375e-15  8.262e-15  7.905e-15
13660.000  8.457e-15  8.457e-16  8.361e-15  8.247e-15  7.922e-15
13670.000  8.316e-15  8.316e-16  8.341e-15  8.250e-15  7.944e-15
13680.000  8.613e-15  8.613e-16  8.336e-15  8.258e-15  7.960e-15
13690.000  8.300e-15  8.300e-16  8.342e-15  8.261e-15  7.958e-15
13700.000  8.250e-15  8.250e-16  8.349e-15  8.253e-15  7.938e-15
13710.000  8.743e-15  8.743e-16  8.344e-15  8.238e-15  7.912e-15
13720.000  8.114e-15  8.114e-16  8.326e-15  8.232e-15  7.906e-15
13730.000  8.374e-15  8.374e-16  8.315e-15  8.224e-15  7.913e-15
13740.000  8.209e-15  8.209e-16  8.307e-15  8.218e-15  7.926e-15
13750.000  8.383e-15  8.383e-16  8.300e-15  8.211e-15  7.943e-15
13760.000  8.192e-15  8.192e-16  8.294e-15  8.183e-15  7.954e-15
13770.000  8.348e-15  8.348e-16  8.271e-15  8.162e-15  7.950e-15
13780.000  8.454e-15  8.454e-16  8.239e-15  8.160e-15  7.931e-15
13790.000  8.065e-15  8.065e-16  8.226e-15  8.163e-15  7.908e-15
13800.000  8.197e-15  8.197e-16  8.231e-15  8.146e-15  7.884e-15
13810.000  8.026e-15  8.026e-16  8.221e-15  8.116e-15  7.859e-15
13820.000  8.413e-15  8.413e-16  8.193e-15  8.085e-15  7.858e-15
13830.000  8.308e-15  8.308e-16  8.153e-15  8.086e-15  7.881e-15
13840.000  7.999e-15  7.999e-16  8.145e-15  8.125e-15  7.889e-15
13850.000  8.197e-15  8.197e-16  8.175e-15  8.141e-15  7.892e-15
13860.000  8.390e-15  8.390e-16  8.204e-15  8.130e-15  7.892e-15
13870.000  8.142e-15  8.142e-16  8.202e-15  8.110e-15  7.888e-15
13880.000  8.075e-15  8.075e-16  8.179e-15  8.098e-15  7.887e-15
13890.000  7.950e-15  7.950e-16  8.158e-15  8.090e-15  7.898e-15
13900.000  8.455e-15  8.455e-16  8.151e-15  8.066e-15  7.914e-15
13910.000  8.174e-15  8.174e-16  8.136e-15  8.059e-15  7.917e-15
13920.000  7.870e-15  7.870e-16  8.122e-15  8.079e-15  7.904e-15
13930.000  8.375e-15  8.375e-16  8.131e-15  8.092e-15  7.892e-15
13940.000  8.077e-15  8.077e-16  8.146e-15  8.085e-15  7.891e-15
13950.000  8.266e-15  8.266e-16  8.140e-15  8.073e-15  7.901e-15
13960.000  7.955e-15  7.955e-16  8.124e-15  8.067e-15  7.910e-15
13970.000  8.334e-15  8.334e-16  8.115e-15  8.066e-15  7.902e-15
13980.000  8.000e-15  8.000e-16  8.112e-15  8.068e-15  7.866e-15
13990.000  8.366e-15  8.366e-16  8.113e-15  8.070e-15  7.829e-15
14000.000  7.866e-15  7.866e-16  8.117e-15  8.067e-15  7.815e-15
14010.000  8.183e-15  8.183e-16  8.116e-15  8.057e-15  7.804e-15
14020.000  8.286e-15  8.286e-16  8.108e-15  8.044e-15  7.779e-15
14030.000  8.004e-15  8.004e-16  8.094e-15  8.030e-15  7.733e-15
14040.000  8.160e-15  8.160e-16  8.075e-15  8.013e-15  7.664e-15
14050.000  7.773e-15  7.773e-16  8.059e-15  7.998e-15  7.559e-15
14060.000  8.027e-15  8.027e-16  8.038e-15  7.995e-15  7.419e-15
14070.000  8.344e-15  8.344e-16  8.028e-15  7.996e-15  7.137e-15
14080.000  8.080e-15  8.080e-16  8.031e-15  7.993e-15  6.651e-15
14090.000  7.921e-15  7.921e-16  8.030e-15  7.990e-15  5.922e-15
14100.000  8.240e-15  8.240e-16  8.026e-15  7.987e-15  5.706e-15
14110.000  7.915e-15  7.915e-16  8.022e-15  7.985e-15  6.280e-15
14120.000  7.870e-15  7.870e-16  8.019e-15  7.982e-15  6.863e-15
14130.000  8.121e-15  8.121e-16  8.015e-15  7.979e-15  7.228e-15
14140.000  8.060e-15  8.060e-16  8.011e-15  7.979e-15  7.427e-15
14150.000  7.796e-15  7.796e-16  8.011e-15  7.973e-15  7.585e-15
14160.000  8.032e-15  8.032e-16  8.009e-15  7.959e-15  7.674e-15
14170.000  8.321e-15  8.321e-16  7.995e-15  7.945e-15  7.699e-15
14180.000  7.758e-15  7.758e-16  7.980e-15  7.933e-15  7.701e-15
14190.000  8.100e-15  8.100e-16  7.965e-15  7.928e-15  7.752e-15
14200.000  7.941e-15  7.941e-16  7.958e-15  7.920e-15  7.804e-15
14210.000  8.100e-15  8.100e-16  7.954e-15  7.900e-15  7.809e-15
14220.000  7.813e-15  7.813e-16  7.941e-15  7.871e-15  7.792e-15
14230.000  7.801e-15  7.801e-16  7.912e-15  7.836e-15  7.790e-15
14240.000  7.951e-15  7.951e-16  7.877e-15  7.816e-15  7.789e-15
14250.000  8.051e-15  8.051e-16  7.846e-15  7.794e-15  7.776e-15
14260.000  7.870e-15  7.870e-16  7.828e-15  7.764e-15  7.720e-15
14270.000  7.751e-15  7.751e-16  7.799e-15  7.709e-15  7.656e-15
14280.000  8.010e-15  8.010e-16  7.760e-15  7.635e-15  7.683e-15
14290.000  7.659e-15  7.659e-16  7.691e-15  7.507e-15  7.760e-15
14300.000  7.596e-15  7.596e-16  7.599e-15  7.337e-15  7.777e-15
14310.000  7.319e-15  7.319e-16  7.438e-15  7.016e-15  7.738e-15
14320.000  7.106e-15  7.106e-16  7.222e-15  6.509e-15  7.729e-15
14330.000  7.199e-15  7.199e-16  6.797e-15  5.682e-15  7.764e-15
14340.000  6.324e-15  6.324e-16  6.147e-15  5.174e-15  7.804e-15
14350.000  5.016e-15  5.016e-16  5.373e-15  5.474e-15  7.808e-15
14360.000  4.930e-15  4.930e-16  5.328e-15  6.330e-15  7.781e-15
14370.000  6.073e-15  6.073e-16  5.958e-15  6.865e-15  7.710e-15
14380.000  6.731e-15  6.731e-16  6.708e-15  7.231e-15  7.692e-15
14390.000  7.050e-15  7.050e-16  7.092e-15  7.428e-15  7.728e-15
14400.000  7.340e-15  7.340e-16  7.364e-15  7.561e-15  7.747e-15
14410.000  7.609e-15  7.609e-16  7.514e-15  7.624e-15  7.749e-15
14420.000  7.551e-15  7.551e-16  7.612e-15  7.660e-15  7.753e-15
14430.000  7.872e-15  7.872e-16  7.651e-15  7.684e-15  7.733e-15
14440.000  7.485e-15  7.485e-16  7.676e-15  7.722e-15  7.678e-15
14450.000  7.814e-15  7.814e-16  7.707e-15  7.735e-15  7.630e-15
14460.000  7.917e-15  7.917e-16  7.739e-15  7.730e-15  7.644e-15
14470.000  7.635e-15  7.635e-16  7.737e-15  7.727e-15  7.665e-15
14480.000  7.777e-15  7.777e-16  7.728e-15  7.728e-15  7.662e-15
14490.000  7.583e-15  7.583e-16  7.726e-15  7.728e-15  7.652e-15
14500.000  7.843e-15  7.843e-16  7.726e-15  7.707e-15  7.625e-15
14510.000  7.696e-15  7.696e-16  7.719e-15  7.626e-15  7.588e-15
14520.000  7.697e-15  7.697e-16  7.668e-15  7.553e-15  7.573e-15
14530.000  7.684e-15  7.684e-16  7.579e-15  7.598e-15  7.562e-15
14540.000  7.500e-15  7.500e-16  7.561e-15  7.681e-15  7.521e-15
14550.000  7.712e-15  7.712e-16  7.653e-15  7.709e-15  7.501e-15
14560.000  7.615e-15  7.615e-16  7.698e-15  7.697e-15  7.532e-15
14570.000  7.615e-15  7.615e-16  7.690e-15  7.700e-15  7.583e-15
14580.000  7.592e-15  7.592e-16  7.680e-15  7.713e-15  7.607e-15
14590.000  8.112e-15  8.112e-16  7.694e-15  7.721e-15  7.610e-15
14600.000  7.392e-15  7.392e-16  7.708e-15  7.716e-15  7.586e-15
14610.000  7.758e-15  7.758e-16  7.707e-15  7.694e-15  7.531e-15
14620.000  7.915e-15  7.915e-16  7.693e-15  7.662e-15  7.501e-15
14630.000  7.604e-15  7.604e-16  7.654e-15  7.654e-15  7.532e-15
14640.000  7.603e-15  7.603e-16  7.629e-15  7.669e-15  7.545e-15
14650.000  7.732e-15  7.732e-16  7.639e-15  7.671e-15  7.540e-15
14660.000  7.402e-15  7.402e-16  7.651e-15  7.667e-15  7.563e-15
14670.000  7.720e-15  7.720e-16  7.646e-15  7.666e-15  7.575e-15
14680.000  7.802e-15  7.802e-16  7.645e-15  7.650e-15  7.564e-15
14690.000  7.672e-15  7.672e-16  7.636e-15  7.621e-15  7.545e-15
14700.000  7.730e-15  7.730e-16  7.611e-15  7.594e-15  7.538e-15
14710.000  7.251e-15  7.251e-16  7.570e-15  7.596e-15  7.534e-15
14720.000  7.589e-15  7.589e-16  7.559e-15  7.601e-15  7.505e-15
14730.000  7.830e-15  7.830e-16  7.566e-15  7.598e-15  7.474e-15
14740.000  7.414e-15  7.414e-16  7.565e-15  7.589e-15  7.481e-15
14750.000  7.555e-15  7.555e-16  7.559e-15  7.571e-15  7.526e-15
14760.000  7.458e-15  7.458e-16  7.542e-15  7.548e-15  7.554e-15
14770.000  7.636e-15  7.636e-16  7.518e-15  7.538e-15  7.549e-15
14780.000  7.558e-15  7.558e-16  7.498e-15  7.521e-15  7.512e-15
14790.000  7.761e-15  7.761e-16  7.489e-15  7.465e-15  7.494e-15
14800.000  7.339e-15  7.339e-16  7.452e-15  7.410e-15  7.482e-15
14810.000  7.587e-15  7.587e-16  7.392e-15  7.439e-15  7.455e-15
14820.000  7.085e-15  7.085e-16  7.377e-15  7.494e-15  7.457e-15
14830.000  7.313e-15  7.313e-16  7.424e-15  7.516e-15  7.498e-15
14840.000  7.745e-15  7.745e-16  7.468e-15  7.514e-15  7.526e-15
14850.000  7.400e-15  7.400e-16  7.473e-15  7.501e-15  7.508e-15
14860.000  7.595e-15  7.595e-16  7.465e-15  7.474e-15  7.468e-15
14870.000  7.489e-15  7.489e-16  7.445e-15  7.447e-15  7.450e-15
14880.000  7.414e-15  7.414e-16  7.406e-15  7.450e-15  7.458e-15
14890.000  7.240e-15  7.240e-16  7.396e-15  7.446e-15  7.455e-15
14900.000  7.288e-15  7.288e-16  7.401e-15  7.434e-15  7.419e-15
14910.000  7.288e-15  7.288e-16  7.392e-15  7.439e-15  7.406e-15
14920.000  7.713e-15  7.713e-16  7.386e-15  7.447e-15  7.423e-15
14930.000  7.452e-15  7.452e-16  7.393e-15  7.449e-15  7.428e-15
14940.000  7.392e-15  7.392e-16  7.399e-15  7.441e-15  7.426e-15
14950.000  7.402e-15  7.402e-16  7.391e-15  7.431e-15  7.448e-15
14960.000  7.046e-15  7.046e-16  7.379e-15  7.425e-15  7.467e-15
14970.000  7.428e-15  7.428e-16  7.371e-15  7.413e-15  7.395e-15
14980.000  7.725e-15  7.725e-16  7.363e-15  7.394e-15  7.210e-15
14990.000  7.119e-15  7.119e-16  7.343e-15  7.386e-15  7.080e-15
15000.000  7.159e-15  7.159e-16  7.325e-15  7.397e-15  7.158e-15
15010.000  7.532e-15  7.532e-16  7.328e-15  7.406e-15  7.317e-15
15020.000  7.414e-15  7.414e-16  7.341e-15  7.402e-15  7.368e-15
15030.000  7.395e-15  7.395e-16  7.347e-15  7.387e-15  7.289e-15
15040.000  7.202e-15  7.202e-16  7.338e-15  7.368e-15  7.262e-15
15050.000  7.454e-15  7.454e-16  7.314e-15  7.365e-15  7.287e-15
15060.000  7.288e-15  7.288e-16  7.302e-15  7.356e-15  7.296e-15
15070.000  7.148e-15  7.148e-16  7.295e-15  7.345e-15  7.319e-15
15080.000  7.178e-15  7.178e-16  7.281e-15  7.351e-15  7.335e-15
15090.000  7.550e-15  7.550e-16  7.274e-15  7.364e-15  7.297e-15
15100.000  7.071e-15  7.071e-16  7.288e-15  7.364e-15  7.267e-15
15110.000  7.633e-15  7.633e-16  7.299e-15  7.347e-15  7.301e-15
15120.000  7.373e-15  7.373e-16  7.289e-15  7.331e-15  7.337e-15
15130.000  7.045e-15  7.045e-16  7.268e-15  7.324e-15  7.354e-15
15140.000  7.258e-15  7.258e-16  7.252e-15  7.325e-15  7.356e-15
15150.000  7.541e-15  7.541e-16  7.251e-15  7.317e-15  7.290e-15
15160.000  6.978e-15  6.978e-16  7.248e-15  7.301e-15  7.229e-15
15170.000  7.410e-15  7.410e-16  7.233e-15  7.293e-15  7.246e-15
15180.000  7.067e-15  7.067e-16  7.215e-15  7.292e-15  7.290e-15
15190.000  7.232e-15  7.232e-16  7.214e-15  7.286e-15  7.331e-15
15200.000  7.330e-15  7.330e-16  7.212e-15  7.283e-15  7.357e-15
15210.000  7.071e-15  7.071e-16  7.204e-15  7.292e-15  7.346e-15
15220.000  7.077e-15  7.077e-16  7.208e-15  7.290e-15  7.315e-15
15230.000  7.314e-15  7.314e-16  7.216e-15  7.234e-15  7.299e-15
15240.000  7.552e-15  7.552e-16  7.190e-15  7.137e-15  7.307e-15
15250.000  7.053e-15  7.053e-16  7.106e-15  7.072e-15  7.294e-15
15260.000  6.762e-15  6.762e-16  6.988e-15  7.124e-15  7.219e-15
15270.000  7.007e-15  7.007e-16  6.985e-15  7.213e-15  7.141e-15
15280.000  7.237e-15  7.237e-16  7.078e-15  7.220e-15  7.101e-15
15290.000  7.284e-15  7.284e-16  7.145e-15  7.176e-15  7.145e-15
15300.000  7.147e-15  7.147e-16  7.110e-15  7.166e-15  7.220e-15
15310.000  7.179e-15  7.179e-16  7.072e-15  7.176e-15  7.247e-15
15320.000  7.078e-15  7.078e-16  7.074e-15  7.175e-15  7.247e-15
15330.000  6.984e-15  6.984e-16  7.080e-15  7.178e-15  7.274e-15
15340.000  6.885e-15  6.885e-16  7.079e-15  7.183e-15  7.305e-15
15350.000  7.178e-15  7.178e-16  7.088e-15  7.169e-15  7.294e-15
15360.000  7.261e-15  7.261e-16  7.082e-15  7.155e-15  7.265e-15
15370.000  7.231e-15  7.231e-16  7.059e-15  7.161e-15  7.251e-15
15380.000  6.851e-15  6.851e-16  7.053e-15  7.171e-15  7.261e-15
15390.000  6.794e-15  6.794e-16  7.069e-15  7.173e-15  7.272e-15
15400.000  7.347e-15  7.347e-16  7.074e-15  7.168e-15  7.266e-15
15410.000  7.151e-15  7.151e-16  7.076e-15  7.132e-15  7.231e-15
15420.000  6.950e-15  6.950e-16  7.062e-15  7.098e-15  7.200e-15
15430.000  7.020e-15  7.020e-16  7.009e-15  7.095e-15  7.183e-15
15440.000  7.018e-15  7.018e-16  6.988e-15  7.103e-15  7.128e-15
15450.000  6.927e-15  6.927e-16  6.993e-15  7.120e-15  7.071e-15
15460.000  6.999e-15  6.999e-16  7.005e-15  7.135e-15  7.101e-15
15470.000  7.280e-15  7.280e-16  7.028e-15  7.133e-15  7.150e-15
15480.000  7.173e-15  7.173e-16  7.035e-15  7.119e-15  7.151e-15
15490.000  6.645e-15  6.645e-16  7.025e-15  7.107e-15  7.150e-15
15500.000  7.031e-15  7.031e-16  7.008e-15  7.103e-15  7.169e-15
15510.000  7.114e-15  7.114e-16  6.998e-15  7.093e-15  7.192e-15
15520.000  7.105e-15  7.105e-16  6.995e-15  7.065e-15  7.214e-15
15530.000  6.944e-15  6.944e-16  6.975e-15  7.023e-15  7.230e-15
15540.000  7.119e-15  7.119e-16  6.930e-15  6.995e-15  7.223e-15
15550.000  6.724e-15  6.724e-16  6.889e-15  6.994e-15  7.187e-15
15560.000  6.994e-15  6.994e-16  6.868e-15  7.013e-15  7.147e-15
15570.000  6.976e-15  6.976e-16  6.882e-15  7.032e-15  7.106e-15
15580.000  6.837e-15  6.837e-16  6.910e-15  7.038e-15  7.114e-15
15590.000  6.938e-15  6.938e-16  6.923e-15  7.042e-15  7.154e-15
15600.000  6.595e-15  6.595e-16  6.924e-15  7.054e-15  7.157e-15
15610.000  7.222e-15  7.222e-16  6.933e-15  7.054e-15  7.141e-15
15620.000  6.814e-15  6.814e-16  6.943e-15  7.039e-15  7.142e-15
15630.000  7.075e-15  7.075e-16  6.937e-15  7.027e-15  7.127e-15
15640.000  7.083e-15  7.083e-16  6.917e-15  7.023e-15  7.083e-15
15650.000  6.706e-15  6.706e-16  6.907e-15  7.025e-15  7.051e-15
15660.000  6.855e-15  6.855e-16  6.907e-15  7.021e-15  7.042e-15
15670.000  6.761e-15  6.761e-16  6.908e-15  7.003e-15  7.011e-15
15680.000  7.040e-15  7.040e-16  6.899e-15  6.965e-15  6.979e-15
15690.000  6.982e-15  6.982e-16  6.870e-15  6.953e-15  6.980e-15
15700.000  6.950e-15  6.950e-16  6.838e-15  6.944e-15  7.010e-15
15710.000  6.672e-15  6.672e-16  6.830e-15  6.914e-15  7.042e-15
15720.000  6.965e-15  6.965e-16  6.809e-15  6.900e-15  7.051e-15
15730.000  6.638e-15  6.638e-16  6.775e-15  6.920e-15  7.034e-15
15740.000  6.710e-15  6.710e-16  6.775e-15  6.927e-15  7.008e-15
15750.000  7.042e-15  7.042e-16  6.797e-15  6.924e-15  6.985e-15
15760.000  6.790e-15  6.790e-16  6.799e-15  6.926e-15  6.998e-15
15770.000  6.585e-15  6.585e-16  6.794e-15  6.934e-15  7.037e-15
15780.000  6.893e-15  6.893e-16  6.801e-15  6.939e-15  7.043e-15
15790.000  6.869e-15  6.869e-16  6.809e-15  6.946e-15  6.998e-15
15800.000  6.904e-15  6.904e-16  6.815e-15  6.947e-15  6.986e-15
15810.000  6.883e-15  6.883e-16  6.822e-15  6.934e-15  6.982e-15
15820.000  6.789e-15  6.789e-16  6.817e-15  6.912e-15  6.965e-15
15830.000  6.875e-15  6.875e-16  6.797e-15  6.889e-15  6.974e-15
15840.000  6.748e-15  6.748e-16  6.772e-15  6.874e-15  6.990e-15
15850.000  6.857e-15  6.857e-16  6.747e-15  6.881e-15  6.993e-15
15860.000  6.742e-15  6.742e-16  6.738e-15  6.892e-15  6.990e-15
15870.000  6.567e-15  6.567e-16  6.752e-15  6.886e-15  6.966e-15
15880.000  6.747e-15  6.747e-16  6.760e-15  6.878e-15  6.934e-15
15890.000  6.898e-15  6.898e-16  6.746e-15  6.877e-15  6.938e-15
15900.000  6.512e-15  6.512e-16  6.741e-15  6.867e-15  6.960e-15
15910.000  6.935e-15  6.935e-16  6.738e-15  6.846e-15  6.969e-15
15920.000  6.875e-15  6.875e-16  6.718e-15  6.828e-15  6.967e-15
15930.000  6.516e-15  6.516e-16  6.694e-15  6.818e-15  6.955e-15
15940.000  6.864e-15  6.864e-16  6.679e-15  6.796e-15  6.935e-15
15950.000  6.754e-15  6.754e-16  6.665e-15  6.773e-15  6.922e-15
15960.000  6.269e-15  6.269e-16  6.637e-15  6.757e-15  6.917e-15
15970.000  6.818e-15  6.818e-16  6.615e-15  6.758e-15  6.919e-15
15980.000  6.695e-15  6.695e-16  6.607e-15  6.779e-15  6.931e-15
15990.000  6.665e-15  6.665e-16  6.620e-15  6.790e-15  6.948e-15
16000.000  6.719e-15  6.719e-16  6.640e-15  6.785e-15  6.959e-15
16010.000  6.643e-15  6.643e-16  6.643e-15  6.770e-15  6.951e-15
16020.000  6.836e-15  6.836e-16  6.630e-15  6.758e-15  6.918e-15
16030.000  6.254e-15  6.254e-16  6.615e-15  6.757e-15  6.880e-15
16040.000  6.674e-15  6.674e-16  6.603e-15  6.768e-15  6.887e-15
16050.000  6.570e-15  6.570e-16  6.607e-15  6.771e-15  6.910e-15
16060.000  6.531e-15  6.531e-16  6.623e-15  6.753e-15  6.927e-15
16070.000  6.712e-15  6.712e-16  6.616e-15  6.737e-15  6.932e-15
16080.000  6.847e-15  6.847e-16  6.591e-15  6.732e-15  6.930e-15
16090.000  6.458e-15  6.458e-16  6.580e-15  6.719e-15  6.929e-15
16100.000  6.573e-15  6.573e-16  6.572e-15  6.714e-15  6.920e-15
16110.000  6.741e-15  6.741e-16  6.559e-15  6.717e-15  6.909e-15
16120.000  6.417e-15  6.417e-16  6.558e-15  6.714e-15  6.906e-15
16130.000  6.443e-15  6.443e-16  6.560e-15  6.710e-15  6.897e-15
16140.000  6.650e-15  6.650e-16  6.556e-15  6.703e-15  6.877e-15
16150.000  6.728e-15  6.728e-16  6.551e-15  6.683e-15  6.850e-15
16160.000  6.294e-15  6.294e-16  6.536e-15  6.675e-15  6.840e-15
16170.000  6.535e-15  6.535e-16  6.517e-15  6.680e-15  6.851e-15
16180.000  6.661e-15  6.661e-16  6.513e-15  6.682e-15  6.864e-15
16190.000  6.380e-15  6.380e-16  6.521e-15  6.678e-15  6.848e-15
16200.000  6.858e-15  6.858e-16  6.520e-15  6.670e-15  6.816e-15
16210.000  6.646e-15  6.646e-16  6.514e-15  6.662e-15  6.807e-15
16220.000  6.208e-15  6.208e-16  6.506e-15  6.653e-15  6.822e-15
16230.000  6.323e-15  6.323e-16  6.494e-15  6.648e-15  6.829e-15
16240.000  6.685e-15  6.685e-16  6.486e-15  6.643e-15  6.826e-15
16250.000  6.438e-15  6.438e-16  6.479e-15  6.643e-15  6.835e-15
16260.000  6.560e-15  6.560e-16  6.475e-15  6.647e-15  6.860e-15
16270.000  6.635e-15  6.635e-16  6.478e-15  6.651e-15  6.855e-15
16280.000  6.507e-15  6.507e-16  6.483e-15  6.650e-15  6.825e-15
16290.000  6.537e-15  6.537e-16  6.486e-15  6.639e-15  6.815e-15
16300.000  6.423e-15  6.423e-16  6.483e-15  6.616e-15  6.825e-15
16310.000  6.333e-15  6.333e-16  6.464e-15  6.604e-15  6.826e-15
16320.000  6.534e-15  6.534e-16  6.440e-15  6.607e-15  6.836e-15
16330.000  6.399e-15  6.399e-16  6.432e-15  6.612e-15  6.849e-15
16340.000  6.477e-15  6.477e-16  6.438e-15  6.614e-15  6.851e-15
16350.000  6.605e-15  6.605e-16  6.443e-15  6.612e-15  6.837e-15
16360.000  6.216e-15  6.216e-16  6.445e-15  6.608e-15  6.825e-15
16370.000  6.521e-15  6.521e-16  6.441e-15  6.604e-15  6.826e-15
16380.000  6.658e-15  6.658e-16  6.437e-15  6.599e-15  6.835e-15
16390.000  6.336e-15  6.336e-16  6.432e-15  6.592e-15  6.830e-15
16400.000  6.581e-15  6.581e-16  6.424e-15  6.583e-15  6.803e-15
16410.000  6.491e-15  6.491e-16  6.416e-15  6.568e-15  6.778e-15
16420.000  6.193e-15  6.193e-16  6.405e-15  6.555e-15  6.780e-15
16430.000  6.536e-15  6.536e-16  6.392e-15  6.539e-15  6.787e-15
16440.000  6.395e-15  6.395e-16  6.374e-15  6.529e-15  6.786e-15
16450.000  6.218e-15  6.218e-16  6.360e-15  6.532e-15  6.789e-15
16460.000  6.327e-15  6.327e-16  6.354e-15  6.539e-15  6.789e-15
16470.000  6.419e-15  6.419e-16  6.359e-15  6.537e-15  6.782e-15
16480.000  6.445e-15  6.445e-16  6.363e-15  6.521e-15  6.769e-15
16490.000  6.332e-15  6.332e-16  6.352e-15  6.514e-15  6.762e-15
16500.000  6.217e-15  6.217e-16  6.335e-15  6.521e-15  6.764e-15
16510.000  6.421e-15  6.421e-16  6.333e-15  6.524e-15  6.767e-15
16520.000  6.371e-15  6.371e-16  6.340e-15  6.520e-15  6.760e-15
16530.000  6.472e-15  6.472e-16  6.340e-15  6.518e-15  6.744e-15
16540.000  6.421e-15  6.421e-16  6.335e-15  6.523e-15  6.729e-15
16550.000  6.125e-15  6.125e-16  6.337e-15  6.521e-15  6.715e-15
16560.000  6.163e-15  6.163e-16  6.342e-15  6.504e-15  6.708e-15
16570.000  6.714e-15  6.714e-16  6.331e-15  6.492e-15  6.725e-15
16580.000  6.078e-15  6.078e-16  6.314e-15  6.491e-15  6.743e-15
16590.000  6.441e-15  6.441e-16  6.306e-15  6.489e-15  6.743e-15
16600.000  6.227e-15  6.227e-16  6.306e-15  6.490e-15  6.739e-15
16610.000  6.637e-15  6.637e-16  6.304e-15  6.492e-15  6.738e-15
16620.000  6.274e-15  6.274e-16  6.306e-15  6.487e-15  6.734e-15
16630.000  6.162e-15  6.162e-16  6.307e-15  6.480e-15  6.725e-15
16640.000  6.531e-15  6.531e-16  6.301e-15  6.473e-15  6.719e-15
16650.000  6.185e-15  6.185e-16  6.291e-15  6.471e-15  6.713e-15
16660.000  6.125e-15  6.125e-16  6.285e-15  6.471e-15  6.700e-15
16670.000  6.492e-15  6.492e-16  6.284e-15  6.469e-15  6.688e-15
16680.000  6.538e-15  6.538e-16  6.284e-15  6.461e-15  6.679e-15
16690.000  6.033e-15  6.033e-16  6.280e-15  6.446e-15  6.674e-15
16700.000  6.114e-15  6.114e-16  6.266e-15  6.441e-15  6.672e-15
16710.000  6.251e-15  6.251e-16  6.251e-15  6.440e-15  6.668e-15
16720.000  6.268e-15  6.268e-16  6.248e-15  6.434e-15  6.668e-15
16730.000  6.267e-15  6.267e-16  6.246e-15  6.429e-15  6.666e-15
16740.000  6.481e-15  6.481e-16  6.239e-15  6.427e-15  6.649e-15
16750.000  5.913e-15  5.913e-16  6.235e-15  6.421e-15  6.628e-15
16760.000  6.268e-15  6.268e-16  6.231e-15  6.411e-15  6.604e-15
16770.000  6.474e-15  6.474e-16  6.224e-15  6.400e-15  6.594e-15
16780.000  6.221e-15  6.221e-16  6.212e-15  6.397e-15  6.599e-15
16790.000  6.010e-15  6.010e-16  6.204e-15  6.396e-15  6.602e-15
16800.000  6.313e-15  6.313e-16  6.202e-15  6.391e-15  6.598e-15
16810.000  6.198e-15  6.198e-16  6.200e-15  6.382e-15  6.602e-15
16820.000  6.351e-15  6.351e-16  6.192e-15  6.373e-15  6.620e-15
16830.000  5.870e-15  5.870e-16  6.183e-15  6.365e-15  6.630e-15
16840.000  6.363e-15  6.363e-16  6.172e-15  6.357e-15  6.629e-15
16850.000  6.341e-15  6.341e-16  6.163e-15  6.359e-15  6.633e-15
16860.000  6.212e-15  6.212e-16  6.156e-15  6.371e-15  6.636e-15
16870.000  5.911e-15  5.911e-16  6.161e-15  6.379e-15  6.634e-15
16880.000  6.385e-15  6.385e-16  6.173e-15  6.377e-15  6.634e-15
16890.000  6.219e-15  6.219e-16  6.177e-15  6.375e-15  6.636e-15
16900.000  5.938e-15  5.938e-16  6.172e-15  6.371e-15  6.638e-15
16910.000  6.500e-15  6.500e-16  6.170e-15  6.362e-15  6.638e-15
