      -20.000000      +9.1795110       2.3854590       1.1882100
      -19.000000      +9.1795110       2.3854590       1.1882100
      -18.000000      +9.1795110       2.3854590       1.1882100
      -17.000000      -9.1795110       1.3854590       1.1882100
      -16.000000      -14.270240       1.2854590       1.1882100
      -15.000000      -15.668679       1.1854590       1.1882100
      -14.000000      -16.512368       1.1187920       1.1215430
      -13.000000      -17.118441       1.0854590      0.95487600
      -12.000000      -17.591742       1.0854590      0.68821000
      -11.000000      -17.980116       1.0810450      0.42566600
      -10.000000      -18.309454       1.0744010      0.26306300
      -9.0000000      -18.595358       1.0655270      0.20040100
      -8.0000000      -18.809079       1.0517240      0.19977800
      -7.0000000      -18.967458       1.0293800      0.19833100
      -6.0000000      -19.105964      0.99924700      0.19577200
      -5.0000000      -19.208256      0.96248100      0.19187100
      -4.0000000      -19.294233      0.92196300      0.18665400
      -3.0000000      -19.355726      0.88131400      0.18013600
      -2.0000000      -19.408009      0.84449800      0.17250700
      -1.0000000      -19.441538      0.81494200      0.16378200
       0.0000000      -19.464101      0.79506700      0.15413800
       1.0000000      -19.465877      0.78603600      0.14362800
       2.0000000      -19.457293      0.78763800      0.13272300
       3.0000000      -19.437063      0.79822600      0.12201400
       4.0000000      -19.416708      0.81547100      0.11245500
       5.0000000      -19.391431      0.83683300      0.10472900
       6.0000000      -19.363556      0.86021300     0.099371000
       7.0000000      -19.325844      0.88417400     0.096279000
       8.0000000      -19.282747      0.90791400     0.095262000
       9.0000000      -19.225787      0.93113100     0.095767000
       10.000000      -19.161031      0.95399300     0.097278000
       11.000000      -19.092996      0.97699400     0.099207000
       12.000000      -19.029124       1.0008690      0.10112500
       13.000000      -18.973253       1.0263860      0.10254600
       14.000000      -18.920534       1.0542030      0.10307500
       15.000000      -18.871730       1.0846350      0.10217400
       16.000000      -18.823106       1.1176810     0.099384000
       17.000000      -18.771954       1.1530210     0.094317000
       18.000000      -18.717440       1.1900650     0.086887000
       19.000000      -18.659831       1.2281370     0.077179000
       20.000000      -18.601537       1.2667000     0.065473000
       21.000000      -18.546766       1.3052810     0.052148000
       22.000000      -18.495141       1.3434790     0.037642000
       23.000000      -18.442434       1.3809110     0.022367000
       24.000000      -18.384682       1.4169670    0.0066980000
       25.000000      -18.322750       1.4508960   -0.0090680000
       26.000000      -18.261357       1.4818550    -0.024712000
       27.000000      -18.201313       1.5089540    -0.040014000
       28.000000      -18.142191       1.5314180    -0.054834000
       29.000000      -18.082149       1.5487880    -0.069035000
       30.000000      -18.020594       1.5609990    -0.082551000
       31.000000      -17.958141       1.5685330    -0.095392000
       32.000000      -17.896539       1.5722150     -0.10769200
       33.000000      -17.839175       1.5730290     -0.11964100
       34.000000      -17.785039       1.5719120     -0.13144900
       35.000000      -17.736245       1.5697030     -0.14321000
       36.000000      -17.689254       1.5670510     -0.15489500
       37.000000      -17.644719       1.5644620     -0.16631100
       38.000000      -17.600932       1.5621860     -0.17714000
       39.000000      -17.557633       1.5603040     -0.18694100
       40.000000      -17.514810       1.5586610     -0.19526500
       41.000000      -17.472310       1.5569510     -0.20173200
       42.000000      -17.430701       1.5546970     -0.20617000
       43.000000      -17.390168       1.5513120     -0.20854200
       44.000000      -17.350515       1.5462060     -0.20897800
       45.000000      -17.312632       1.5390340     -0.20767300
       46.000000      -17.275623       1.5297010     -0.20490700
       47.000000      -17.241153       1.5184730     -0.20101900
       48.000000      -17.207661       1.5060250     -0.19643400
       49.000000      -17.177092       1.4933530     -0.19156900
       50.000000      -17.147324       1.4817160     -0.18684900
       51.000000      -17.117148       1.4724050     -0.18264900
       52.000000      -17.084657       1.4663150     -0.17924400
       53.000000      -17.048767       1.4637410     -0.17676400
       54.000000      -17.011464       1.4644610     -0.17519400
       55.000000      -16.976584       1.4678290     -0.17433900
       56.000000      -16.946320       1.4730760     -0.17393700
       57.000000      -16.920912       1.4794360     -0.17375200
       58.000000      -16.897089       1.4860730     -0.17357800
       59.000000      -16.874291       1.4922300     -0.17326300
       60.000000      -16.851756       1.4975050     -0.17269300
       61.000000      -16.828707       1.5018400     -0.17176700
       62.000000      -16.804634       1.5055170     -0.17045500
       63.000000      -16.779426       1.5089190     -0.16877600
       64.000000      -16.753369       1.5122520     -0.16676200
       65.000000      -16.727009       1.5155300     -0.16445800
       66.000000      -16.700992       1.5186840     -0.16191800
       67.000000      -16.675839       1.5215350     -0.15920000
       68.000000      -16.651801       1.5239170     -0.15640200
       69.000000      -16.628784       1.5257620     -0.15366100
       70.000000      -16.606386       1.5271600     -0.15108900
       71.000000      -16.584013       1.5284800     -0.14881800
       72.000000      -16.561135       1.5303670     -0.14699700
       73.000000      -16.537398       1.5334340     -0.14577000
       74.000000      -16.512692       1.5381220     -0.14527300
       75.000000      -16.487151       1.5446100     -0.14561100
       76.000000      -16.461093       1.5527650     -0.14676100
       77.000000      -16.434899       1.5622150     -0.14865200
       78.000000      -16.408913       1.5724020     -0.15120000
       79.000000      -16.383295       1.5825220     -0.15432000
       80.000000      -16.357969       1.5917040     -0.15792600
       81.000000      -16.332654       1.5992720     -0.16189300
       82.000000      -16.306982       1.6048890     -0.16603500
       83.000000      -16.280603       1.6086440     -0.17016200
       84.000000      -16.253295       1.6109060     -0.17411200
       85.000000      -16.225088       1.6120780     -0.17774800
       86.000000      -16.196279       1.6125280     -0.18097000
       87.000000      -16.167348       1.6125680     -0.18370800
       88.000000      -16.138724       1.6124660     -0.18599700
       89.000000      -16.111114       1.6123760     -0.18762200
       90.000000      -16.084692       1.6123620     -0.18856600
