,Wave (Angstroms),Throughput
144,2390.0,0.0
145,2400.0,0.0
146,2410.0,0.0
147,2420.0,0.0
148,2430.0,0.0
149,2440.0,0.0
150,2450.0,0.0
151,2460.0,0.0
152,2470.0,0.0
153,2480.0,0.0
154,2490.0,0.0
155,2500.0,0.0
156,2510.0,0.0
157,2520.0,0.0
158,2530.0,0.0
159,2540.0,0.0
160,2550.0,0.0
161,2560.0,0.0
162,2570.0,0.0
163,2580.0,0.0
164,2590.0,0.0
165,2600.0,0.0
166,2610.0,0.0
167,2620.0,0.0
168,2630.0,0.0
169,2640.0,0.0
170,2650.0,0.0
171,2660.0,0.0
172,2670.0,0.0
173,2680.0,0.0
174,2690.0,0.0
175,2700.0,0.0
176,2710.0,0.0
177,2720.0,0.0
178,2730.0,0.0
179,2740.0,0.0
180,2750.0,0.0
181,2760.0,0.0
182,2770.0,0.0
183,2780.0,0.0
184,2790.0,0.0
185,2800.0,0.0
186,2810.0,0.0
187,2820.0,0.0
188,2830.0,0.0
189,2840.0,0.0
190,2850.0,0.0
191,2860.0,0.0
192,2870.0,0.0
193,2880.0,0.0
194,2890.0,0.0
195,2900.0,0.0
196,2910.0,0.0
197,2920.0,0.0
198,2930.0,0.0
199,2940.0,0.0
200,2950.0,0.0
201,2960.0,0.0
202,2970.0,0.0
203,2980.0,0.0
204,2990.0,0.0
205,3000.0,0.0
206,3010.0,0.0
207,3020.0,0.0
208,3030.0,0.0
209,3040.0,0.0
210,3050.0,0.0
211,3060.0,0.0
212,3070.0,0.0
213,3080.0,0.0
214,3090.0,0.0
215,3100.0,0.0
216,3110.0,0.0
217,3120.0,0.0
218,3130.0,0.0
219,3140.0,0.0
220,3150.0,0.0
221,3160.0,0.0
222,3170.0,0.0
223,3180.0,0.0
224,3190.0,0.0
225,3200.0,0.0
226,3210.0,0.0
227,3220.0,0.0
228,3230.0,0.0
229,3240.0,0.0
230,3250.0,0.0
231,3260.0,0.0
232,3270.0,0.0
233,3280.0,0.0
234,3290.0,0.0
235,3300.0,0.0
236,3310.0,0.0
237,3320.0,0.0
238,3330.0,0.0
239,3340.0,0.0
240,3350.0,0.0
241,3360.0,0.0
242,3370.0,0.0
243,3380.0,0.0
244,3390.0,0.0
245,3400.0,0.0
246,3410.0,0.0
247,3420.0,0.0
248,3430.0,0.0
249,3440.0,0.0
250,3450.0,0.0
251,3460.0,0.0
252,3470.0,0.0
253,3480.0,0.0
254,3490.0,0.0
255,3500.0,0.0
256,3510.0,0.0
257,3520.0,0.0
258,3530.0,0.0
259,3540.0,0.0
260,3550.0,0.0
261,3560.0,0.0
262,3570.0,0.0
263,3580.0,0.0
264,3590.0,0.0
265,3600.0,0.0
266,3610.0,0.0
267,3620.0,0.0
268,3630.0,0.0
269,3640.0,0.0
270,3650.0,0.0
271,3660.0,0.0
272,3670.0,0.0
273,3680.0,0.0
274,3690.0,0.0
275,3700.0,0.0
276,3710.0,0.0
277,3720.0,0.0
278,3730.0,0.0
279,3740.0,0.0
280,3750.0,0.0
281,3760.0,0.0
282,3770.0,0.0
283,3780.0,0.0
284,3790.0,0.0
285,3800.0,0.0
286,3810.0,0.0
287,3820.0,0.0
288,3830.0,0.0
289,3840.0,0.0
290,3850.0,0.0
291,3860.0,0.0
292,3870.0,0.0
293,3880.0,0.0
294,3890.0,0.0
295,3900.0,0.0
296,3910.0,0.0
297,3920.0,0.0
298,3930.0,0.0
299,3940.0,0.0
300,3950.0,0.0
301,3960.0,0.0
302,3970.0,0.0
303,3980.0,0.0
304,3990.0,0.0
305,3998.0,0.0
306,3999.0,0.0
307,4000.0,0.0
308,4010.0,0.0
309,4020.0,0.0
310,4030.0,0.0
311,4040.0,0.0
312,4050.0,0.0
313,4060.0,0.0
314,4070.0,0.0
315,4080.0,0.0
316,4090.0,0.0
317,4100.0,0.0
318,4110.0,0.0
319,4120.0,0.0
320,4130.0,0.0
321,4140.0,0.0
322,4150.0,0.0
323,4160.0,0.0
324,4170.0,0.0
325,4180.0,0.0
326,4190.0,0.0
327,4200.0,0.0
328,4210.0,0.0
329,4220.0,0.0
330,4230.0,0.0
331,4240.0,0.0
332,4250.0,0.0
333,4260.0,0.0
334,4270.0,0.0
335,4280.0,0.0
336,4290.0,0.0
337,4300.0,0.0
338,4310.0,0.0
339,4320.0,0.0
340,4330.0,0.0
341,4340.0,0.0
342,4350.0,0.0
343,4360.0,0.0
344,4370.0,0.0
345,4380.0,0.0
346,4390.0,0.0
347,4400.0,0.0
348,4410.0,0.0
349,4420.0,0.0
350,4430.0,0.0
351,4440.0,0.0
352,4450.0,0.0
353,4460.0,0.0
354,4470.0,0.0
355,4480.0,0.0
356,4490.0,0.0
357,4500.0,0.0
358,4510.0,0.0
359,4520.0,0.0
360,4530.0,0.0
361,4540.0,0.0
362,4550.0,0.0
363,4560.0,0.0
364,4570.0,0.0
365,4580.0,0.0
366,4590.0,0.0
367,4600.0,0.0
368,4610.0,0.0
369,4620.0,0.0
370,4630.0,0.0
371,4640.0,0.0
372,4650.0,0.0
373,4660.0,0.0
374,4670.0,0.0
375,4680.0,0.0
376,4690.0,0.0
377,4700.0,0.0
378,4710.0,0.0
379,4720.0,0.0
380,4730.0,0.0
381,4740.0,0.0
382,4750.0,0.0
383,4760.0,0.0
384,4770.0,0.0
385,4780.0,0.0
386,4790.0,0.0
387,4800.0,0.0
388,4810.0,0.0
389,4820.0,0.0
390,4830.0,0.0
391,4840.0,0.0
392,4850.0,0.0
393,4860.0,0.0
394,4870.0,0.0
395,4880.0,0.0
396,4890.0,0.0
397,4900.0,0.0
398,4910.0,0.0
399,4920.0,0.0
400,4930.0,0.0
401,4940.0,0.0
402,4950.0,0.0
403,4960.0,0.0
404,4970.0,0.0
405,4980.0,0.0
406,4990.0,0.0
407,5000.0,0.0
408,5010.0,0.0
409,5020.0,0.0
410,5030.0,0.0
411,5040.0,0.0
412,5050.0,0.0
413,5060.0,0.0
414,5070.0,0.0
415,5080.0,0.0
416,5090.0,0.0
417,5100.0,0.0
418,5110.0,0.0
419,5120.0,0.0
420,5130.0,0.0
421,5140.0,0.0
422,5150.0,0.0
423,5160.0,0.0
424,5170.0,0.0
425,5180.0,0.0
426,5190.0,0.0
427,5200.0,0.0
428,5210.0,0.0
429,5220.0,0.0
430,5230.0,0.0
431,5240.0,0.0
432,5250.0,0.0
433,5260.0,0.0
434,5270.0,0.0
435,5280.0,0.0
436,5290.0,0.0
437,5300.0,0.0
438,5310.0,0.0
439,5320.0,0.0
440,5330.0,0.0
441,5340.0,0.0
442,5350.0,0.0
443,5360.0,0.0
444,5370.0,0.0
445,5380.0,0.0
446,5390.0,0.0
447,5400.0,0.0
448,5410.0,0.0
449,5420.0,0.0
450,5430.0,0.0
451,5440.0,0.0
452,5450.0,0.0
453,5460.0,0.0
454,5470.0,0.0
455,5480.0,0.0
456,5490.0,0.0
457,5500.0,0.0
458,5510.0,0.0
459,5520.0,0.0
460,5530.0,0.0
461,5540.0,0.0
462,5550.0,0.0
463,5560.0,0.0
464,5570.0,0.0
465,5580.0,0.0
466,5590.0,0.0
467,5600.0,0.0
468,5610.0,0.0
469,5620.0,0.0
470,5630.0,0.0
471,5640.0,0.0
472,5650.0,0.0
473,5660.0,0.0
474,5670.0,0.0
475,5680.0,0.0
476,5690.0,0.0
477,5700.0,0.0
478,5710.0,0.0
479,5720.0,0.0
480,5730.0,0.0
481,5740.0,0.0
482,5750.0,0.0
483,5760.0,0.0
484,5770.0,0.0
485,5780.0,0.0
486,5790.0,0.0
487,5800.0,0.0
488,5810.0,0.0
489,5820.0,0.0
490,5830.0,0.0
491,5840.0,0.0
492,5850.0,0.0
493,5860.0,0.0
494,5870.0,0.0
495,5880.0,0.0
496,5890.0,0.0
497,5900.0,0.0
498,5910.0,0.0
499,5920.0,0.0
500,5930.0,0.0
501,5940.0,0.0
502,5950.0,0.0
503,5960.0,0.0
504,5970.0,0.0
505,5980.0,0.0
506,5990.0,0.0
507,6000.0,0.0
508,6010.0,0.0
509,6020.0,0.0
510,6030.0,0.0
511,6040.0,0.0
512,6050.0,0.0
513,6060.0,0.0
514,6070.0,0.0
515,6080.0,0.0
516,6090.0,0.0
517,6100.0,0.0
518,6110.0,0.0
519,6120.0,0.0
520,6130.0,0.0
521,6140.0,0.0
522,6150.0,0.0
523,6160.0,0.0
524,6170.0,0.0
525,6180.0,0.0
526,6190.0,0.0
527,6200.0,0.0
528,6210.0,0.0
529,6220.0,0.0
530,6230.0,0.0
531,6240.0,0.0
532,6250.0,0.0
533,6260.0,0.0
534,6270.0,0.0
535,6280.0,0.0
536,6290.0,0.0
537,6300.0,0.0
538,6310.0,0.0
539,6320.0,0.0
540,6330.0,0.0
541,6340.0,0.0
542,6350.0,0.0
543,6360.0,0.0
544,6370.0,0.0
545,6380.0,0.0
546,6390.0,0.0
547,6400.0,0.0
548,6410.0,0.0
549,6420.0,0.0
550,6430.0,0.0
551,6440.0,0.0
552,6450.0,0.0
553,6460.0,0.0
554,6470.0,0.0
555,6480.0,0.0
556,6490.0,0.0
557,6500.0,0.0
558,6510.0,0.0
559,6520.0,0.0
560,6530.0,0.0
561,6540.0,0.0
562,6550.0,0.0
563,6560.0,0.0
564,6570.0,0.0
565,6580.0,0.0
566,6590.0,0.0
567,6600.0,0.0
568,6610.0,0.0
569,6620.0,0.0
570,6630.0,0.0
571,6640.0,0.0
572,6650.0,0.0
573,6660.0,0.0
574,6670.0,0.0
575,6680.0,0.0
576,6690.0,0.0
577,6700.0,0.0
578,6710.0,0.0
579,6720.0,0.0
580,6730.0,0.0
581,6740.0,0.0
582,6750.0,0.0
583,6760.0,0.0
584,6770.0,0.0
585,6780.0,0.0
586,6790.0,0.0
587,6800.0,0.0
588,6810.0,0.0
589,6820.0,0.0
590,6830.0,0.0
591,6840.0,0.0
592,6850.0,0.0
593,6860.0,0.0
594,6870.0,0.0
595,6880.0,0.0
596,6890.0,0.0
597,6900.0,0.0
598,6910.0,0.0
599,6920.0,0.0
600,6930.0,0.0
601,6940.0,0.0
602,6950.0,0.0
603,6960.0,0.0
604,6970.0,0.0
605,6980.0,0.0
606,6990.0,0.0
607,7000.0,0.0
608,7010.0,0.0
609,7020.0,0.0
610,7030.0,0.0
611,7040.0,0.0
612,7050.0,0.0
613,7060.0,0.0
614,7070.0,0.0
615,7080.0,0.0
616,7090.0,0.0
617,7100.0,0.0
618,7110.0,0.0
619,7120.0,0.0
620,7130.0,0.0
621,7140.0,0.0
622,7150.0,0.0
623,7160.0,0.0
624,7170.0,0.0
625,7180.0,0.0
626,7190.0,0.0
627,7200.0,0.0
628,7210.0,0.0
629,7220.0,0.0
630,7230.0,0.0
631,7240.0,0.0
632,7250.0,0.0
633,7260.0,0.0
634,7270.0,0.0
635,7280.0,0.0
636,7290.0,0.0
637,7300.0,0.0
638,7310.0,0.0
639,7320.0,0.0
640,7330.0,0.0
641,7340.0,0.0
642,7350.0,0.0
643,7360.0,0.0
644,7370.0,0.0
645,7380.0,0.0
646,7390.0,0.0
647,7400.0,0.0
648,7410.0,0.0
649,7420.0,0.0
650,7430.0,0.0
651,7440.0,0.0
652,7450.0,0.0
653,7460.0,0.0
654,7470.0,0.0
655,7480.0,0.0
656,7490.0,0.0
657,7500.0,0.0
658,7510.0,0.0
659,7520.0,0.0
660,7530.0,0.0
661,7540.0,0.0
662,7550.0,0.0
663,7550.07861328125,0.0
664,7551.07861328125,0.0
665,7552.07861328125,0.0
666,7560.0,0.0
667,7570.0,0.0
668,7580.0,0.0
669,7590.0,0.0
670,7600.0,0.0
671,7602.09228515625,0.0
672,7610.0,0.0
673,7620.0,0.0
674,7630.0,0.0
675,7640.0,0.0
676,7650.0,0.0
677,7652.10595703125,0.0
678,7660.0,0.0
679,7670.0,0.0
680,7680.0,0.0
681,7690.0,0.0
682,7700.0,0.0
683,7702.119140625,0.0
684,7710.0,0.0
685,7720.0,0.0
686,7730.0,0.0
687,7740.0,0.0
688,7750.0,0.0
689,7752.1328125,0.0
690,7760.0,0.0
691,7770.0,0.0
692,7780.0,0.0
693,7790.0,0.0
694,7800.0,0.0
695,7802.14599609375,0.0
696,7810.0,0.0
697,7820.0,0.0
698,7830.0,0.0
699,7840.0,0.0
700,7850.0,0.0
701,7860.0,0.0
702,7870.0,0.0
703,7880.0,0.0
704,7890.0,0.0
705,7900.0,0.0
706,7910.0,0.0
707,7920.0,0.0
708,7930.0,0.0
709,7940.0,0.0
710,7950.0,0.0
711,7952.1865234375,0.0
712,7960.0,0.0
713,7970.0,0.0
714,7980.0,0.0
715,7990.0,0.0
716,7998.0,0.0
717,7999.0,0.0
718,8000.0,3.154094680310444e-05
719,8010.0,3.160401604629595e-05
720,8020.0,3.167116685722373e-05
721,8030.0,3.17405439266857e-05
722,8040.0,3.180655120520935e-05
723,8050.0,3.187314484869993e-05
724,8060.0,3.193995777238785e-05
725,8070.0,3.2006885814142826e-05
726,8080.0,3.2073985442224366e-05
727,8090.0,3.214125711849831e-05
728,8100.0,3.2208588258073974e-05
729,8110.0,3.2276089304695645e-05
730,8120.0,3.2343655218556134e-05
731,8130.0,3.241139155253338e-05
732,8140.0,3.247924448513721e-05
733,8150.0,3.254715712523085e-05
734,8160.0,3.261524628786613e-05
735,8170.0,3.26834498364444e-05
736,8180.0,3.2751715926033563e-05
737,8190.0,3.288419468616946e-05
738,8200.0,3.301705349003543e-05
739,8210.0,3.3143672360424956e-05
740,8220.0,3.3270682759196394e-05
741,8230.0,3.3398040439998295e-05
742,8240.0,3.350194806338117e-05
743,8250.0,3.360606580905711e-05
744,8252.267578125,3.362969768129744e-05
745,8260.0,3.371295539216678e-05
746,8270.0,3.382073442929149e-05
747,8280.0,3.392875808314269e-05
748,8290.0,3.403695191869472e-05
749,8300.0,3.4145274620537986e-05
750,8302.28125,3.41700246774808e-05
751,8310.0,3.4253663553288615e-05
752,8320.0,3.436217447840373e-05
753,8330.0,3.4470807166851004e-05
754,8340.0,3.4579684166963245e-05
755,8350.0,3.468867450926526e-05
756,8360.0,3.4797909515918436e-05
757,8370.0,3.4833438704026276e-05
758,8380.0,3.4868903467621014e-05
759,8390.0,3.4904424776056536e-05
760,8400.0,3.493993936402335e-05
761,8410.0,3.496860966112823e-05
762,8420.0,3.499722663984364e-05
763,8430.0,3.502591208375978e-05
764,8440.0,3.5054605098854134e-05
765,8450.0,3.508330034903828e-05
766,8452.322265625,3.508997949726305e-05
767,8460.0,3.69031239283337e-05
768,8470.0,3.926777194123981e-05
769,8480.0,4.163603842395182e-05
770,8490.0,4.4008383772442586e-05
771,8500.0,4.638548848027237e-05
772,8510.0,4.879701869101075e-05
773,8520.0,5.1216468244492055e-05
774,8530.0,5.364323796950402e-05
775,8540.0,5.6077041468449224e-05
776,8550.0,5.8451431728947094e-05
777,8560.0,6.082721457892828e-05
778,8570.0,6.320419376514466e-05
779,8580.0,6.558253965052457e-05
780,8590.0,6.796212925484034e-05
781,8600.0,7.034282542534527e-05
782,8602.3623046875,7.090272291033035e-05
783,8610.0,7.610187375793429e-05
784,8620.0,8.291048830647658e-05
785,8630.0,8.972064751184108e-05
786,8640.0,9.668098528808187e-05
787,8650.0,0.00010366374850040382
788,8660.0,0.00011066867631094341
789,8670.0,0.00011769604718414797
790,8680.0,0.0001247456661833397
791,8690.0,0.00013181743623274546
792,8700.0,0.00013891137954781825
793,8710.0,0.00014602710563441367
794,8720.0,0.00015316506377018583
795,8730.0,0.00016108056758851985
796,8740.0,0.00016908787736641913
797,8750.0,0.00017718755246587243
798,8760.0,0.0001853800988173272
799,8770.0,0.00019366577239353865
800,8780.0,0.0002020457457417617
801,8790.0,0.00021052026640025622
802,8800.0,0.00021908983999730517
803,8810.0,0.0002274379735890233
804,8820.0,0.000235858457893844
805,8830.0,0.0002443523827264169
806,8840.0,0.0002533460548872853
807,8842.427734375,0.0002555449062134328
808,8850.0,0.00033039032755539374
809,8860.0,0.0004303406070663865
810,8862.4326171875,0.0004548462826258938
811,8870.0,0.0005495461578563453
812,8880.0,0.0006760779611415716
813,8882.4384765625,0.0007071737287493655
814,8890.0,0.0008796978471166628
815,8900.0,0.001110387533993007
816,8902.443359375,0.0011660705569218825
817,8910.0,0.0015485871906332994
818,8920.0,0.0020569317865911704
819,8922.44921875,0.0021822506347018364
820,8930.0,0.0029833264808744827
821,8940.0,0.004046914310287933
822,8942.4541015625,0.004308706703945285
823,8950.0,0.005774178103664473
824,8960.0,0.007730817387876737
825,8962.4599609375,0.008212404646777544
826,8970.0,0.01137455859309529
827,8980.0,0.015599023220348745
828,8982.46484375,0.016641109108251798
829,8990.0,0.02335396623572603
830,9000.0,0.03230036362024923
831,9002.470703125,0.034504653709870076
832,9010.0,0.04814252406956592
833,9020.0,0.06623101795799727
834,9022.4765625,0.07072613779146239
835,9030.0,0.09411209626166096
836,9040.0,0.1252517403991417
837,9042.4814453125,0.13298882780809523
838,9050.0,0.16450676481306167
839,9060.0,0.2066742649384863
840,9062.4873046875,0.21714246871614984
841,9070.0,0.24792022075661613
842,9080.0,0.28920526608736474
843,9082.4921875,0.29945685194412086
844,9090.0,0.3206553116251319
845,9100.0,0.3489464005559008
846,9102.498046875,0.3560978453774198
847,9110.0,0.36736142420971224
848,9120.0,0.38211084953098323
849,9122.5029296875,0.3858888480873162
850,9130.0,0.39147376528920025
851,9140.0,0.39861844647307354
852,9142.5087890625,0.4004981637318457
853,9150.0,0.40278199170034185
854,9160.0,0.4055045832714047
855,9162.513671875,0.4062760274801371
856,9170.0,0.40601934515800847
857,9180.0,0.40533849787548626
858,9182.51953125,0.40525272706163623
859,9190.0,0.4035723260634478
860,9200.0,0.4009846834036594
861,9202.5244140625,0.40034713494175106
862,9210.0,0.3985039500762939
863,9220.0,0.3957036362313395
864,9222.5302734375,0.3950791008228393
865,9230.0,0.394867177656171
866,9240.0,0.3945998303196027
867,9242.53515625,0.3946161900845487
868,9250.0,0.39671678407277683
869,9260.0,0.39920702899302163
870,9262.541015625,0.39992640791292966
871,9270.0,0.4026163772192072
872,9280.0,0.405895560781932
873,9282.546875,0.4068194053409742
874,9290.0,0.4085194955807411
875,9300.0,0.41046420134885037
876,9302.5517578125,0.41104954348226164
877,9310.0,0.41123557634540886
878,9320.0,0.411140053903087
879,9322.5576171875,0.41120394910348357
880,9330.0,0.4105519368566712
881,9340.0,0.4093268339579612
882,9342.5625,0.40910053141743646
883,9350.0,0.40884492387940674
884,9360.0,0.40815439265924197
885,9362.568359375,0.4080651022267264
886,9370.0,0.4093597729068938
887,9380.0,0.4107593870318077
888,9382.5732421875,0.411209306977364
889,9390.0,0.4135978853817657
890,9400.0,0.41682506386722723
891,9402.5791015625,0.4174672889446936
892,9410.0,0.41972265601088266
893,9420.0,0.4231202917735455
894,9422.583984375,0.42390710843610785
895,9430.0,0.4248300266666021
896,9440.0,0.42667175783656625
897,9442.58984375,0.42705600722352693
898,9450.0,0.4266215427794196
899,9460.0,0.4263925270427192
900,9462.5947265625,0.42633239771276366
901,9470.0,0.42486624619601054
902,9480.0,0.42252056091113055
903,9482.6005859375,0.42200201212900645
904,9490.0,0.4209825789610463
905,9500.0,0.41959776582868885
906,9502.6064453125,0.419125797087041
907,9510.0,0.41883747651119146
908,9520.0,0.4187985236263996
909,9522.611328125,0.4186951984547462
910,9530.0,0.41967022850595054
911,9540.0,0.42134573596638975
912,9542.6171875,0.42178431407366535
913,9550.0,0.42318806417392835
914,9560.0,0.4247310536595225
915,9562.6220703125,0.425229862214445
916,9570.0,0.4261058532948736
917,9580.0,0.42729229012518505
918,9582.6279296875,0.42750854897461654
919,9590.0,0.4266741596582349
920,9600.0,0.42589817520866297
921,9602.6328125,0.4256514787220581
922,9610.0,0.42417978717475163
923,9620.0,0.4218152159004202
924,9622.638671875,0.42128444402602194
925,9630.0,0.4199343767757848
926,9640.0,0.4182599278250681
927,9642.6435546875,0.41772107634446476
928,9650.0,0.4174849503713911
929,9660.0,0.4175150474018812
930,9662.6494140625,0.41752160357352486
931,9670.0,0.41897386599993636
932,9680.0,0.4205918177215525
933,9682.6552734375,0.42111563239952715
934,9690.0,0.4236021268436449
935,9700.0,0.4269914519037935
936,9702.66015625,0.4277965067846003
937,9710.0,0.4297679073835875
938,9720.0,0.43282023027904337
939,9722.666015625,0.43363389428497995
940,9730.0,0.435070187618986
941,9740.0,0.43665573365896776
942,9742.6708984375,0.43717736794573325
943,9750.0,0.43758589693297023
944,9760.0,0.438138363610892
945,9762.6767578125,0.43828487842803987
946,9770.0,0.4387026506195375
947,9780.0,0.4388931118291659
948,9782.681640625,0.4390429611350919
949,9790.0,0.43975537869678394
950,9800.0,0.4407242208336483
951,9802.6875,0.4409214337564177
952,9810.0,0.44258917946080567
953,9820.0,0.44448677276984655
954,9822.6923828125,0.44509818227867104
955,9830.0,0.4473834202841046
956,9840.0,0.4507394009676984
957,9842.6982421875,0.45164447315787576
958,9850.0,0.45384294665523445
959,9860.0,0.45646181493405263
960,9862.703125,0.45727385279835575
961,9870.0,0.4581476082511202
962,9880.0,0.459338868217538
963,9882.708984375,0.4596597815806895
964,9890.0,0.4588620580929442
965,9900.0,0.45736548330177584
966,9902.71484375,0.4570630575173056
967,9910.0,0.4551297024644179
968,9920.0,0.45246096103875066
969,9922.7197265625,0.4517315669553212
970,9930.0,0.4500486373715206
971,9940.0,0.44772322688364935
972,9942.7255859375,0.4469819848691436
973,9950.0,0.4456833873325329
974,9960.0,0.44426765874368046
975,9962.73046875,0.44387817870901874
976,9970.0,0.44415209490852886
977,9980.0,0.4445207687641598
978,9982.736328125,0.4446190791631665
979,9990.0,0.4454261768871394
980,10000.0,0.44614700830640797
981,10002.7412109375,0.44651606190572213
982,10010.0,0.4478530854782509
983,10020.0,0.4496911892854481
984,10022.7470703125,0.4501948129979756
985,10030.0,0.4506355821011958
986,10040.0,0.45123664755586257
987,10042.751953125,0.45129358186750257
988,10050.0,0.4502256404007112
989,10060.0,0.44912799126234354
990,10062.7578125,0.44882253893257507
991,10070.0,0.44719357022794953
992,10080.0,0.4449305237653364
993,10082.7626953125,0.44430201286319976
994,10090.0,0.44299730432073203
995,10100.0,0.44118270113844493
996,10102.7685546875,0.4406772913639533
997,10110.0,0.43952746858070685
998,10120.0,0.4375507107029867
999,10122.7744140625,0.4371041617488118
1000,10130.0,0.4373217103481773
1001,10140.0,0.4376164191932662
1002,10142.779296875,0.4376965666239719
1003,10150.0,0.4388571821816842
1004,10160.0,0.44046245243417104
1005,10162.78515625,0.44090838856901865
1006,10170.0,0.44239445324137233
1007,10180.0,0.44445188454249535
1008,10182.7900390625,0.44491889488232317
1009,10190.0,0.44581330159277255
1010,10200.0,0.44743244759355144
1011,10202.7958984375,0.4478926795513264
1012,10210.0,0.44869691536029244
1013,10220.0,0.4498105514104453
1014,10222.80078125,0.4501212376147806
1015,10230.0,0.45032760937111116
1016,10240.0,0.4506089489973417
1017,10242.806640625,0.4506864282040074
1018,10250.0,0.4510595715782092
1019,10260.0,0.45157424095496546
1020,10262.8115234375,0.4517175928655863
1021,10270.0,0.4526268033531327
1022,10280.0,0.45388906153092856
1023,10282.8173828125,0.45413390273755294
1024,10290.0,0.4557741464517404
1025,10300.0,0.45844854761573295
1026,10302.8232421875,0.45920353788877344
1027,10310.0,0.46194964284759055
1028,10320.0,0.4657789344175138
1029,10322.828125,0.4668621764757949
1030,10330.0,0.46994610195828634
1031,10340.0,0.4742504190864438
1032,10342.833984375,0.47547105601962936
1033,10350.0,0.477733478565691
1034,10360.0,0.4808922332070816
1035,10362.8388671875,0.48178908081062594
1036,10370.0,0.4832423670477632
1037,10380.0,0.48527097083002063
1038,10382.84375,0.4858477943556059
1039,10390.0,0.4860639385158532
1040,10400.0,0.4863617864397565
1041,10402.849609375,0.4864508024045087
1042,10410.0,0.4854885147004247
1043,10420.0,0.48413644172117615
1044,10422.85546875,0.483748626666779
1045,10430.0,0.4829008435846802
1046,10440.0,0.4817083260992342
1047,10442.861328125,0.48136567516622725
1048,10450.0,0.48072240243010655
1049,10460.0,0.4794027331078676
1050,10462.8662109375,0.4791418508918761
1051,10470.0,0.4794507776859348
1052,10480.0,0.4798817821159254
1053,10482.8720703125,0.48000486450375734
1054,10490.0,0.4809330224261467
1055,10500.0,0.48223482934372536
1056,10502.876953125,0.4824968878488467
1057,10510.0,0.48327055414218534
1058,10520.0,0.4843558631827449
1059,10522.8818359375,0.48466818476411294
1060,10530.0,0.4852795774157852
1061,10540.0,0.48613758479447494
1062,10542.8876953125,0.48638483258224596
1063,10550.0,0.4863887204607991
1064,10560.0,0.4863928667041023
1065,10562.892578125,0.48639385567500637
