#  z  dl_cm  age_gyr  dl_K_sum
1.2660  2.73006497e+28  4.82674e+00  42.982
1.2670  2.73273299e+28  4.82373e+00  42.982
1.2680  2.73540150e+28  4.82072e+00  42.983
1.2690  2.73807049e+28  4.81772e+00  42.983
1.2700  2.74073996e+28  4.81472e+00  42.984
1.2710  2.74340992e+28  4.81172e+00  42.985
1.2720  2.74608035e+28  4.80873e+00  42.985
1.2730  2.74875127e+28  4.80574e+00  42.986
1.2740  2.75142268e+28  4.80275e+00  42.987
1.2750  2.75409456e+28  4.79976e+00  42.987
1.2760  2.75676692e+28  4.79678e+00  42.988
1.2770  2.75943977e+28  4.79380e+00  42.989
1.2780  2.76211309e+28  4.79083e+00  42.989
1.2790  2.76478689e+28  4.78785e+00  42.990
1.2800  2.76746117e+28  4.78488e+00  42.991
1.2810  2.77013593e+28  4.78191e+00  42.991
1.2820  2.77281117e+28  4.77895e+00  42.992
1.2830  2.77548688e+28  4.77599e+00  42.993
1.2840  2.77816308e+28  4.77303e+00  42.993
1.2850  2.78083975e+28  4.77007e+00  42.994
1.2860  2.78351689e+28  4.76712e+00  42.995
1.2870  2.78619451e+28  4.76417e+00  42.996
1.2880  2.78887261e+28  4.76122e+00  42.996
1.2890  2.79155118e+28  4.75828e+00  42.997
1.2900  2.79423022e+28  4.75534e+00  42.998
1.2910  2.79690982e+28  4.75240e+00  42.999
1.2920  2.79958981e+28  4.74946e+00  42.999
1.2930  2.80227028e+28  4.74653e+00  43.000
1.2940  2.80495122e+28  4.74360e+00  43.001
1.2950  2.80763263e+28  4.74067e+00  43.002
1.2960  2.81031451e+28  4.73775e+00  43.003
1.2970  2.81299687e+28  4.73483e+00  43.004
1.2980  2.81567970e+28  4.73191e+00  43.004
1.2990  2.81836299e+28  4.72900e+00  43.005
1.3000  2.82104676e+28  4.72608e+00  43.006
1.3010  2.82373100e+28  4.72317e+00  43.007
1.3020  2.82641571e+28  4.72027e+00  43.008
1.3030  2.82910088e+28  4.71736e+00  43.009
1.3040  2.83178653e+28  4.71446e+00  43.010
1.3050  2.83447264e+28  4.71156e+00  43.011
1.3060  2.83715922e+28  4.70867e+00  43.012
1.3070  2.83984626e+28  4.70577e+00  43.013
1.3080  2.84253378e+28  4.70289e+00  43.014
1.3090  2.84522176e+28  4.70000e+00  43.015
1.3100  2.84791021e+28  4.69711e+00  43.016
1.3110  2.85059912e+28  4.69423e+00  43.017
1.3120  2.85328850e+28  4.69135e+00  43.018
1.3130  2.85597834e+28  4.68848e+00  43.019
1.3140  2.85866864e+28  4.68561e+00  43.020
1.3150  2.86135941e+28  4.68274e+00  43.021
1.3160  2.86405065e+28  4.67987e+00  43.022
1.3170  2.86674234e+28  4.67700e+00  43.023
1.3180  2.86943450e+28  4.67414e+00  43.024
1.3190  2.87212713e+28  4.67128e+00  43.025
1.3200  2.87482021e+28  4.66843e+00  43.026
1.3210  2.87751375e+28  4.66557e+00  43.028
1.3220  2.88020776e+28  4.66272e+00  43.029
1.3230  2.88290223e+28  4.65988e+00  43.030
1.3240  2.88559715e+28  4.65703e+00  43.031
1.3250  2.88829254e+28  4.65419e+00  43.032
1.3260  2.89098839e+28  4.65135e+00  43.033
1.3270  2.89368469e+28  4.64851e+00  43.035
1.3280  2.89638145e+28  4.64568e+00  43.036
1.3290  2.89907868e+28  4.64285e+00  43.037
1.3300  2.90177635e+28  4.64002e+00  43.038
1.3310  2.90447449e+28  4.63719e+00  43.039
1.3320  2.90717308e+28  4.63437e+00  43.041
1.3330  2.90987213e+28  4.63155e+00  43.042
1.3340  2.91257164e+28  4.62873e+00  43.043
1.3350  2.91527160e+28  4.62592e+00  43.044
1.3360  2.91797202e+28  4.62311e+00  43.046
1.3370  2.92067289e+28  4.62030e+00  43.047
1.3380  2.92337422e+28  4.61749e+00  43.048
1.3390  2.92607600e+28  4.61469e+00  43.050
1.3400  2.92877823e+28  4.61189e+00  43.051
1.3410  2.93148092e+28  4.60909e+00  43.052
1.3420  2.93418406e+28  4.60629e+00  43.053
1.3430  2.93688765e+28  4.60350e+00  43.055
1.3440  2.93959170e+28  4.60071e+00  43.056
1.3450  2.94229620e+28  4.59792e+00  43.058
1.3460  2.94500114e+28  4.59514e+00  43.059
1.3470  2.94770654e+28  4.59236e+00  43.060
1.3480  2.95041239e+28  4.58958e+00  43.062
1.3490  2.95311869e+28  4.58680e+00  43.063
1.3500  2.95582544e+28  4.58403e+00  43.064
1.3510  2.95853264e+28  4.58125e+00  43.066
1.3520  2.96124029e+28  4.57849e+00  43.067
1.3530  2.96394838e+28  4.57572e+00  43.069
1.3540  2.96665693e+28  4.57296e+00  43.070
1.3550  2.96936592e+28  4.57020e+00  43.072
1.3560  2.97207536e+28  4.56744e+00  43.073
1.3570  2.97478524e+28  4.56468e+00  43.075
1.3580  2.97749557e+28  4.56193e+00  43.076
1.3590  2.98020635e+28  4.55918e+00  43.078
1.3600  2.98291758e+28  4.55643e+00  43.079
1.3610  2.98562925e+28  4.55369e+00  43.081
1.3620  2.98834136e+28  4.55095e+00  43.082
1.3630  2.99105392e+28  4.54821e+00  43.084
1.3640  2.99376693e+28  4.54547e+00  43.085
1.3650  2.99648037e+28  4.54274e+00  43.087
1.3660  2.99919426e+28  4.54000e+00  43.088
1.3670  3.00190860e+28  4.53728e+00  43.090
1.3680  3.00462337e+28  4.53455e+00  43.092
1.3690  3.00733859e+28  4.53183e+00  43.093
1.3700  3.01005425e+28  4.52910e+00  43.095
1.3710  3.01277036e+28  4.52639e+00  43.096
1.3720  3.01548690e+28  4.52367e+00  43.098
1.3730  3.01820388e+28  4.52096e+00  43.099
1.3740  3.02092131e+28  4.51825e+00  43.101
1.3750  3.02363917e+28  4.51554e+00  43.103
1.3760  3.02635748e+28  4.51283e+00  43.104
1.3770  3.02907622e+28  4.51013e+00  43.106
1.3780  3.03179540e+28  4.50743e+00  43.107
1.3790  3.03451502e+28  4.50473e+00  43.109
1.3800  3.03723508e+28  4.50204e+00  43.110
1.3810  3.03995557e+28  4.49934e+00  43.112
1.3820  3.04267651e+28  4.49665e+00  43.113
1.3830  3.04539788e+28  4.49397e+00  43.115
1.3840  3.04811969e+28  4.49128e+00  43.117
1.3850  3.05084193e+28  4.48860e+00  43.118
1.3860  3.05356461e+28  4.48592e+00  43.120
1.3870  3.05628772e+28  4.48324e+00  43.121
1.3880  3.05901127e+28  4.48057e+00  43.123
1.3890  3.06173525e+28  4.47790e+00  43.124
1.3900  3.06445967e+28  4.47523e+00  43.126
1.3910  3.06718452e+28  4.47256e+00  43.127
1.3920  3.06990981e+28  4.46990e+00  43.129
1.3930  3.07263553e+28  4.46724e+00  43.130
1.3940  3.07536168e+28  4.46458e+00  43.131
1.3950  3.07808826e+28  4.46192e+00  43.133
1.3960  3.08081528e+28  4.45926e+00  43.134
1.3970  3.08354273e+28  4.45661e+00  43.136
1.3980  3.08627061e+28  4.45396e+00  43.137
1.3990  3.08899892e+28  4.45132e+00  43.139
1.4000  3.09172766e+28  4.44867e+00  43.140
1.4010  3.09445683e+28  4.44603e+00  43.142
1.4020  3.09718643e+28  4.44339e+00  43.143
1.4030  3.09991646e+28  4.44076e+00  43.145
1.4040  3.10264692e+28  4.43812e+00  43.146
1.4050  3.10537781e+28  4.43549e+00  43.147
1.4060  3.10810912e+28  4.43286e+00  43.149
1.4070  3.11084087e+28  4.43024e+00  43.150
1.4080  3.11357304e+28  4.42761e+00  43.152
1.4090  3.11630564e+28  4.42499e+00  43.153
1.4100  3.11903866e+28  4.42237e+00  43.154
1.4110  3.12177211e+28  4.41975e+00  43.156
1.4120  3.12450599e+28  4.41714e+00  43.157
1.4130  3.12724030e+28  4.41453e+00  43.159
1.4140  3.12997503e+28  4.41192e+00  43.160
1.4150  3.13271018e+28  4.40931e+00  43.162
1.4160  3.13544576e+28  4.40671e+00  43.163
1.4170  3.13818176e+28  4.40411e+00  43.164
1.4180  3.14091819e+28  4.40151e+00  43.166
1.4190  3.14365504e+28  4.39891e+00  43.167
1.4200  3.14639232e+28  4.39632e+00  43.169
1.4210  3.14913002e+28  4.39372e+00  43.170
1.4220  3.15186814e+28  4.39113e+00  43.172
1.4230  3.15460668e+28  4.38855e+00  43.173
1.4240  3.15734564e+28  4.38596e+00  43.174
1.4250  3.16008503e+28  4.38338e+00  43.176
1.4260  3.16282484e+28  4.38080e+00  43.177
1.4270  3.16556506e+28  4.37822e+00  43.179
1.4280  3.16830571e+28  4.37565e+00  43.180
1.4290  3.17104678e+28  4.37308e+00  43.182
1.4300  3.17378827e+28  4.37051e+00  43.183
1.4310  3.17653017e+28  4.36794e+00  43.184
1.4320  3.17927250e+28  4.36537e+00  43.186
1.4330  3.18201525e+28  4.36281e+00  43.187
1.4340  3.18475841e+28  4.36025e+00  43.189
1.4350  3.18750199e+28  4.35769e+00  43.190
1.4360  3.19024599e+28  4.35514e+00  43.191
1.4370  3.19299040e+28  4.35258e+00  43.193
1.4380  3.19573524e+28  4.35003e+00  43.194
1.4390  3.19848049e+28  4.34748e+00  43.196
1.4400  3.20122615e+28  4.34494e+00  43.197
1.4410  3.20397223e+28  4.34240e+00  43.198
1.4420  3.20671873e+28  4.33985e+00  43.200
1.4430  3.20946564e+28  4.33732e+00  43.201
1.4440  3.21221297e+28  4.33478e+00  43.202
1.4450  3.21496071e+28  4.33224e+00  43.204
1.4460  3.21770886e+28  4.32971e+00  43.205
1.4470  3.22045743e+28  4.32718e+00  43.206
1.4480  3.22320641e+28  4.32466e+00  43.208
1.4490  3.22595581e+28  4.32213e+00  43.209
1.4500  3.22870562e+28  4.31961e+00  43.210
1.4510  3.23145584e+28  4.31709e+00  43.211
1.4520  3.23420647e+28  4.31457e+00  43.213
1.4530  3.23695751e+28  4.31206e+00  43.214
1.4540  3.23970897e+28  4.30955e+00  43.215
1.4550  3.24246084e+28  4.30704e+00  43.216
1.4560  3.24521311e+28  4.30453e+00  43.218
1.4570  3.24796580e+28  4.30202e+00  43.219
1.4580  3.25071890e+28  4.29952e+00  43.220
1.4590  3.25347240e+28  4.29702e+00  43.221
1.4600  3.25622632e+28  4.29452e+00  43.222
1.4610  3.25898064e+28  4.29202e+00  43.223
1.4620  3.26173538e+28  4.28953e+00  43.225
1.4630  3.26449052e+28  4.28704e+00  43.226
1.4640  3.26724607e+28  4.28455e+00  43.227
1.4650  3.27000203e+28  4.28206e+00  43.228
1.4660  3.27275839e+28  4.27958e+00  43.229
1.4670  3.27551516e+28  4.27709e+00  43.230
1.4680  3.27827234e+28  4.27461e+00  43.231
1.4690  3.28102992e+28  4.27214e+00  43.232
1.4700  3.28378791e+28  4.26966e+00  43.233
1.4710  3.28654631e+28  4.26719e+00  43.234
1.4720  3.28930511e+28  4.26472e+00  43.235
1.4730  3.29206432e+28  4.26225e+00  43.236
1.4740  3.29482393e+28  4.25978e+00  43.237
1.4750  3.29758394e+28  4.25732e+00  43.238
1.4760  3.30034436e+28  4.25486e+00  43.239
1.4770  3.30310518e+28  4.25240e+00  43.240
1.4780  3.30586641e+28  4.24994e+00  43.241
1.4790  3.30862803e+28  4.24748e+00  43.242
1.4800  3.31139006e+28  4.24503e+00  43.243
1.4810  3.31415250e+28  4.24258e+00  43.244
1.4820  3.31691533e+28  4.24013e+00  43.245
1.4830  3.31967857e+28  4.23769e+00  43.245
1.4840  3.32244220e+28  4.23524e+00  43.246
1.4850  3.32520624e+28  4.23280e+00  43.247
1.4860  3.32797068e+28  4.23036e+00  43.248
1.4870  3.33073552e+28  4.22793e+00  43.249
1.4880  3.33350076e+28  4.22549e+00  43.250
1.4890  3.33626640e+28  4.22306e+00  43.251
1.4900  3.33903244e+28  4.22063e+00  43.252
1.4910  3.34179887e+28  4.21820e+00  43.253
1.4920  3.34456571e+28  4.21578e+00  43.254
1.4930  3.34733294e+28  4.21335e+00  43.255
1.4940  3.35010057e+28  4.21093e+00  43.255
1.4950  3.35286860e+28  4.20851e+00  43.256
1.4960  3.35563703e+28  4.20610e+00  43.257
1.4970  3.35840585e+28  4.20368e+00  43.258
1.4980  3.36117507e+28  4.20127e+00  43.259
1.4990  3.36394469e+28  4.19886e+00  43.260
1.5000  3.36671470e+28  4.19645e+00  43.261
1.5010  3.36948511e+28  4.19405e+00  43.262
1.5020  3.37225591e+28  4.19165e+00  43.263
1.5030  3.37502711e+28  4.18924e+00  43.264
1.5040  3.37779870e+28  4.18685e+00  43.265
1.5050  3.38057069e+28  4.18445e+00  43.266
1.5060  3.38334307e+28  4.18205e+00  43.267
1.5070  3.38611585e+28  4.17966e+00  43.267
1.5080  3.38888902e+28  4.17727e+00  43.268
1.5090  3.39166258e+28  4.17488e+00  43.269
1.5100  3.39443653e+28  4.17250e+00  43.270
1.5110  3.39721088e+28  4.17012e+00  43.271
1.5120  3.39998562e+28  4.16773e+00  43.272
1.5130  3.40276075e+28  4.16536e+00  43.273
1.5140  3.40553627e+28  4.16298e+00  43.274
1.5150  3.40831219e+28  4.16060e+00  43.275
1.5160  3.41108849e+28  4.15823e+00  43.276
1.5170  3.41386519e+28  4.15586e+00  43.277
1.5180  3.41664227e+28  4.15349e+00  43.278
1.5190  3.41941975e+28  4.15113e+00  43.279
1.5200  3.42219762e+28  4.14876e+00  43.280
1.5210  3.42497587e+28  4.14640e+00  43.281
1.5220  3.42775451e+28  4.14404e+00  43.282
1.5230  3.43053355e+28  4.14169e+00  43.283
1.5240  3.43331297e+28  4.13933e+00  43.284
1.5250  3.43609278e+28  4.13698e+00  43.284
1.5260  3.43887297e+28  4.13463e+00  43.285
1.5270  3.44165356e+28  4.13228e+00  43.286
1.5280  3.44443453e+28  4.12993e+00  43.287
1.5290  3.44721588e+28  4.12759e+00  43.288
1.5300  3.44999763e+28  4.12525e+00  43.289
1.5310  3.45277976e+28  4.12291e+00  43.290
1.5320  3.45556228e+28  4.12057e+00  43.291
1.5330  3.45834518e+28  4.11823e+00  43.292
1.5340  3.46112846e+28  4.11590e+00  43.293
1.5350  3.46391214e+28  4.11357e+00  43.294
1.5360  3.46669619e+28  4.11124e+00  43.295
1.5370  3.46948064e+28  4.10891e+00  43.296
1.5380  3.47226546e+28  4.10658e+00  43.297
1.5390  3.47505067e+28  4.10426e+00  43.298
1.5400  3.47783626e+28  4.10194e+00  43.299
1.5410  3.48062224e+28  4.09962e+00  43.300
1.5420  3.48340860e+28  4.09731e+00  43.301
1.5430  3.48619534e+28  4.09499e+00  43.302
1.5440  3.48898246e+28  4.09268e+00  43.303
1.5450  3.49176996e+28  4.09037e+00  43.304
1.5460  3.49455785e+28  4.08806e+00  43.305
1.5470  3.49734612e+28  4.08575e+00  43.306
1.5480  3.50013477e+28  4.08345e+00  43.307
1.5490  3.50292380e+28  4.08115e+00  43.308
1.5500  3.50571321e+28  4.07885e+00  43.309
1.5510  3.50850300e+28  4.07655e+00  43.311
1.5520  3.51129317e+28  4.07425e+00  43.312
1.5530  3.51408372e+28  4.07196e+00  43.313
1.5540  3.51687464e+28  4.06967e+00  43.314
1.5550  3.51966595e+28  4.06738e+00  43.315
1.5560  3.52245764e+28  4.06509e+00  43.316
1.5570  3.52524970e+28  4.06281e+00  43.317
1.5580  3.52804214e+28  4.06052e+00  43.318
1.5590  3.53083496e+28  4.05824e+00  43.320
1.5600  3.53362816e+28  4.05596e+00  43.321
1.5610  3.53642174e+28  4.05369e+00  43.322
1.5620  3.53921569e+28  4.05141e+00  43.323
1.5630  3.54201001e+28  4.04914e+00  43.324
1.5640  3.54480472e+28  4.04687e+00  43.326
1.5650  3.54759980e+28  4.04460e+00  43.327
1.5660  3.55039525e+28  4.04233e+00  43.328
1.5670  3.55319108e+28  4.04007e+00  43.329
1.5680  3.55598729e+28  4.03780e+00  43.331
1.5690  3.55878387e+28  4.03554e+00  43.332
1.5700  3.56158082e+28  4.03328e+00  43.333
1.5710  3.56437815e+28  4.03103e+00  43.335
1.5720  3.56717585e+28  4.02877e+00  43.336
1.5730  3.56997393e+28  4.02652e+00  43.337
1.5740  3.57277238e+28  4.02427e+00  43.339
1.5750  3.57557120e+28  4.02202e+00  43.340
1.5760  3.57837040e+28  4.01978e+00  43.341
1.5770  3.58116996e+28  4.01753e+00  43.343
1.5780  3.58396990e+28  4.01529e+00  43.344
1.5790  3.58677021e+28  4.01305e+00  43.346
1.5800  3.58957090e+28  4.01081e+00  43.347
1.5810  3.59237195e+28  4.00857e+00  43.349
1.5820  3.59517338e+28  4.00634e+00  43.350
1.5830  3.59797517e+28  4.00411e+00  43.352
1.5840  3.60077734e+28  4.00188e+00  43.353
1.5850  3.60357987e+28  3.99965e+00  43.355
1.5860  3.60638278e+28  3.99742e+00  43.356
1.5870  3.60918605e+28  3.99520e+00  43.358
1.5880  3.61198970e+28  3.99297e+00  43.359
1.5890  3.61479371e+28  3.99075e+00  43.361
1.5900  3.61759809e+28  3.98854e+00  43.362
1.5910  3.62040284e+28  3.98632e+00  43.364
1.5920  3.62320796e+28  3.98411e+00  43.366
1.5930  3.62601344e+28  3.98189e+00  43.367
1.5940  3.62881930e+28  3.97968e+00  43.369
1.5950  3.63162552e+28  3.97747e+00  43.371
1.5960  3.63443211e+28  3.97527e+00  43.372
1.5970  3.63723906e+28  3.97306e+00  43.374
1.5980  3.64004638e+28  3.97086e+00  43.376
1.5990  3.64285407e+28  3.96866e+00  43.377
1.6000  3.64566212e+28  3.96646e+00  43.379
1.6010  3.64847053e+28  3.96426e+00  43.381
1.6020  3.65127932e+28  3.96207e+00  43.382
1.6030  3.65408846e+28  3.95988e+00  43.384
1.6040  3.65689798e+28  3.95769e+00  43.386
1.6050  3.65970785e+28  3.95550e+00  43.388
1.6060  3.66251809e+28  3.95331e+00  43.389
1.6070  3.66532870e+28  3.95113e+00  43.391
1.6080  3.66813966e+28  3.94894e+00  43.393
1.6090  3.67095100e+28  3.94676e+00  43.395
1.6100  3.67376269e+28  3.94458e+00  43.397
1.6110  3.67657475e+28  3.94241e+00  43.398
1.6120  3.67938716e+28  3.94023e+00  43.400
1.6130  3.68219995e+28  3.93806e+00  43.402
1.6140  3.68501309e+28  3.93589e+00  43.404
1.6150  3.68782659e+28  3.93372e+00  43.406
1.6160  3.69064046e+28  3.93155e+00  43.407
1.6170  3.69345468e+28  3.92938e+00  43.409
1.6180  3.69626927e+28  3.92722e+00  43.411
1.6190  3.69908422e+28  3.92506e+00  43.413
1.6200  3.70189953e+28  3.92290e+00  43.415
1.6210  3.70471519e+28  3.92074e+00  43.417
1.6220  3.70753122e+28  3.91859e+00  43.418
1.6230  3.71034761e+28  3.91643e+00  43.420
1.6240  3.71316435e+28  3.91428e+00  43.422
1.6250  3.71598146e+28  3.91213e+00  43.424
1.6260  3.71879892e+28  3.90998e+00  43.426
1.6270  3.72161674e+28  3.90783e+00  43.428
1.6280  3.72443492e+28  3.90569e+00  43.430
1.6290  3.72725346e+28  3.90355e+00  43.432
1.6300  3.73007235e+28  3.90141e+00  43.433
1.6310  3.73289160e+28  3.89927e+00  43.435
1.6320  3.73571121e+28  3.89713e+00  43.437
1.6330  3.73853118e+28  3.89500e+00  43.439
1.6340  3.74135150e+28  3.89286e+00  43.441
1.6350  3.74417218e+28  3.89073e+00  43.443
1.6360  3.74699321e+28  3.88860e+00  43.445
1.6370  3.74981460e+28  3.88648e+00  43.447
1.6380  3.75263634e+28  3.88435e+00  43.449
1.6390  3.75545844e+28  3.88223e+00  43.451
1.6400  3.75828089e+28  3.88010e+00  43.453
1.6410  3.76110370e+28  3.87798e+00  43.455
1.6420  3.76392686e+28  3.87587e+00  43.457
1.6430  3.76675038e+28  3.87375e+00  43.459
1.6440  3.76957425e+28  3.87164e+00  43.461
1.6450  3.77239847e+28  3.86952e+00  43.463
1.6460  3.77522305e+28  3.86741e+00  43.465
1.6470  3.77804798e+28  3.86530e+00  43.467
1.6480  3.78087326e+28  3.86320e+00  43.469
1.6490  3.78369889e+28  3.86109e+00  43.471
1.6500  3.78652488e+28  3.85899e+00  43.473
1.6510  3.78935121e+28  3.85689e+00  43.475
1.6520  3.79217790e+28  3.85479e+00  43.477
1.6530  3.79500494e+28  3.85269e+00  43.479
1.6540  3.79783233e+28  3.85060e+00  43.481
1.6550  3.80066007e+28  3.84850e+00  43.483
1.6560  3.80348817e+28  3.84641e+00  43.485
1.6570  3.80631661e+28  3.84432e+00  43.487
1.6580  3.80914540e+28  3.84223e+00  43.489
1.6590  3.81197454e+28  3.84014e+00  43.491
1.6600  3.81480403e+28  3.83806e+00  43.493
1.6610  3.81763388e+28  3.83598e+00  43.495
1.6620  3.82046406e+28  3.83390e+00  43.497
1.6630  3.82329460e+28  3.83182e+00  43.499
1.6640  3.82612549e+28  3.82974e+00  43.501
1.6650  3.82895672e+28  3.82766e+00  43.503
1.6660  3.83178830e+28  3.82559e+00  43.505
1.6670  3.83462023e+28  3.82352e+00  43.507
1.6680  3.83745251e+28  3.82145e+00  43.509
1.6690  3.84028513e+28  3.81938e+00  43.511
1.6700  3.84311811e+28  3.81731e+00  43.513
1.6710  3.84595142e+28  3.81525e+00  43.515
1.6720  3.84878509e+28  3.81318e+00  43.517
1.6730  3.85161910e+28  3.81112e+00  43.520
1.6740  3.85445345e+28  3.80906e+00  43.522
1.6750  3.85728815e+28  3.80701e+00  43.523
1.6760  3.86012320e+28  3.80495e+00  43.525
1.6770  3.86295859e+28  3.80290e+00  43.527
1.6780  3.86579432e+28  3.80084e+00  43.529
1.6790  3.86863040e+28  3.79879e+00  43.531
1.6800  3.87146683e+28  3.79675e+00  43.533
1.6810  3.87430360e+28  3.79470e+00  43.535
1.6820  3.87714071e+28  3.79265e+00  43.537
1.6830  3.87997816e+28  3.79061e+00  43.539
1.6840  3.88281596e+28  3.78857e+00  43.541
1.6850  3.88565410e+28  3.78653e+00  43.543
1.6860  3.88849259e+28  3.78449e+00  43.545
1.6870  3.89133141e+28  3.78246e+00  43.547
1.6880  3.89417058e+28  3.78042e+00  43.549
1.6890  3.89701009e+28  3.77839e+00  43.551
1.6900  3.89984994e+28  3.77636e+00  43.553
1.6910  3.90269014e+28  3.77433e+00  43.554
1.6920  3.90553067e+28  3.77230e+00  43.556
1.6930  3.90837155e+28  3.77028e+00  43.558
1.6940  3.91121276e+28  3.76825e+00  43.560
1.6950  3.91405432e+28  3.76623e+00  43.562
1.6960  3.91689622e+28  3.76421e+00  43.564
1.6970  3.91973845e+28  3.76219e+00  43.566
1.6980  3.92258103e+28  3.76017e+00  43.568
1.6990  3.92542395e+28  3.75816e+00  43.569
1.7000  3.92826720e+28  3.75615e+00  43.571
1.7010  3.93111079e+28  3.75414e+00  43.573
1.7020  3.93395473e+28  3.75213e+00  43.575
1.7030  3.93679900e+28  3.75012e+00  43.577
1.7040  3.93964361e+28  3.74811e+00  43.579
1.7050  3.94248855e+28  3.74611e+00  43.580
1.7060  3.94533384e+28  3.74410e+00  43.582
1.7070  3.94817946e+28  3.74210e+00  43.584
1.7080  3.95102542e+28  3.74010e+00  43.586
1.7090  3.95387171e+28  3.73811e+00  43.588
1.7100  3.95671834e+28  3.73611e+00  43.589
1.7110  3.95956531e+28  3.73412e+00  43.591
1.7120  3.96241262e+28  3.73212e+00  43.593
1.7130  3.96526026e+28  3.73013e+00  43.595
1.7140  3.96810824e+28  3.72814e+00  43.597
1.7150  3.97095655e+28  3.72616e+00  43.598
1.7160  3.97380520e+28  3.72417e+00  43.600
1.7170  3.97665418e+28  3.72219e+00  43.602
1.7180  3.97950349e+28  3.72020e+00  43.604
1.7190  3.98235315e+28  3.71822e+00  43.606
1.7200  3.98520313e+28  3.71625e+00  43.607
1.7210  3.98805345e+28  3.71427e+00  43.609
1.7220  3.99090410e+28  3.71229e+00  43.611
1.7230  3.99375509e+28  3.71032e+00  43.613
1.7240  3.99660641e+28  3.70835e+00  43.614
1.7250  3.99945806e+28  3.70638e+00  43.616
1.7260  4.00231005e+28  3.70441e+00  43.618
1.7270  4.00516237e+28  3.70244e+00  43.620
1.7280  4.00801502e+28  3.70048e+00  43.622
1.7290  4.01086800e+28  3.69851e+00  43.623
1.7300  4.01372131e+28  3.69655e+00  43.625
1.7310  4.01657496e+28  3.69459e+00  43.627
1.7320  4.01942893e+28  3.69263e+00  43.629
1.7330  4.02228324e+28  3.69068e+00  43.630
1.7340  4.02513788e+28  3.68872e+00  43.632
1.7350  4.02799285e+28  3.68677e+00  43.634
1.7360  4.03084815e+28  3.68482e+00  43.636
1.7370  4.03370378e+28  3.68287e+00  43.637
1.7380  4.03655974e+28  3.68092e+00  43.639
1.7390  4.03941603e+28  3.67897e+00  43.641
1.7400  4.04227265e+28  3.67703e+00  43.643
1.7410  4.04512959e+28  3.67508e+00  43.644
1.7420  4.04798687e+28  3.67314e+00  43.646
1.7430  4.05084448e+28  3.67120e+00  43.648
1.7440  4.05370241e+28  3.66926e+00  43.650
1.7450  4.05656067e+28  3.66733e+00  43.651
1.7460  4.05941926e+28  3.66539e+00  43.653
1.7470  4.06227818e+28  3.66346e+00  43.655
1.7480  4.06513742e+28  3.66153e+00  43.657
1.7490  4.06799700e+28  3.65960e+00  43.658
1.7500  4.07085690e+28  3.65767e+00  43.660
1.7510  4.07371712e+28  3.65574e+00  43.662
1.7520  4.07657767e+28  3.65382e+00  43.664
1.7530  4.07943855e+28  3.65189e+00  43.665
1.7540  4.08229976e+28  3.64997e+00  43.667
1.7550  4.08516129e+28  3.64805e+00  43.669
1.7560  4.08802315e+28  3.64613e+00  43.670
1.7570  4.09088533e+28  3.64422e+00  43.672
1.7580  4.09374784e+28  3.64230e+00  43.674
1.7590  4.09661067e+28  3.64039e+00  43.676
1.7600  4.09947382e+28  3.63847e+00  43.677
1.7610  4.10233731e+28  3.63656e+00  43.679
1.7620  4.10520111e+28  3.63466e+00  43.681
1.7630  4.10806524e+28  3.63275e+00  43.682
1.7640  4.11092969e+28  3.63084e+00  43.684
1.7650  4.11379447e+28  3.62894e+00  43.686
1.7660  4.11665957e+28  3.62704e+00  43.687
1.7670  4.11952499e+28  3.62514e+00  43.689
1.7680  4.12239074e+28  3.62324e+00  43.691
1.7690  4.12525681e+28  3.62134e+00  43.692
1.7700  4.12812320e+28  3.61944e+00  43.694
1.7710  4.13098991e+28  3.61755e+00  43.695
1.7720  4.13385695e+28  3.61566e+00  43.697
1.7730  4.13672430e+28  3.61377e+00  43.699
1.7740  4.13959198e+28  3.61188e+00  43.700
1.7750  4.14245998e+28  3.60999e+00  43.702
1.7760  4.14532830e+28  3.60810e+00  43.703
1.7770  4.14819694e+28  3.60622e+00  43.705
1.7780  4.15106590e+28  3.60433e+00  43.706
1.7790  4.15393518e+28  3.60245e+00  43.708
1.7800  4.15680479e+28  3.60057e+00  43.709
1.7810  4.15967471e+28  3.59869e+00  43.711
1.7820  4.16254495e+28  3.59682e+00  43.712
1.7830  4.16541551e+28  3.59494e+00  43.714
1.7840  4.16828639e+28  3.59307e+00  43.715
1.7850  4.17115759e+28  3.59120e+00  43.717
1.7860  4.17402911e+28  3.58933e+00  43.718
1.7870  4.17690094e+28  3.58746e+00  43.720
1.7880  4.17977310e+28  3.58559e+00  43.721
1.7890  4.18264557e+28  3.58373e+00  43.723
1.7900  4.18551836e+28  3.58186e+00  43.724
1.7910  4.18839147e+28  3.58000e+00  43.726
1.7920  4.19126489e+28  3.57814e+00  43.727
1.7930  4.19413864e+28  3.57628e+00  43.729
1.7940  4.19701270e+28  3.57442e+00  43.730
1.7950  4.19988707e+28  3.57257e+00  43.732
1.7960  4.20276176e+28  3.57071e+00  43.733
1.7970  4.20563677e+28  3.56886e+00  43.735
1.7980  4.20851210e+28  3.56701e+00  43.736
1.7990  4.21138774e+28  3.56516e+00  43.738
1.8000  4.21426370e+28  3.56331e+00  43.739
1.8010  4.21713997e+28  3.56146e+00  43.741
1.8020  4.22001656e+28  3.55962e+00  43.742
