#  z  dl_cm  age_gyr  dl_K_sum
2.4230  6.05975718e+28  2.65556e+00  45.274
2.4240  6.06279546e+28  2.65442e+00  45.277
2.4250  6.06583396e+28  2.65328e+00  45.280
2.4260  6.06887268e+28  2.65214e+00  45.284
2.4270  6.07191161e+28  2.65100e+00  45.287
2.4280  6.07495076e+28  2.64986e+00  45.290
2.4290  6.07799012e+28  2.64872e+00  45.293
2.4300  6.08102970e+28  2.64758e+00  45.296
2.4310  6.08406949e+28  2.64644e+00  45.299
2.4320  6.08710950e+28  2.64531e+00  45.302
2.4330  6.09014972e+28  2.64417e+00  45.306
2.4340  6.09319015e+28  2.64304e+00  45.309
2.4350  6.09623080e+28  2.64190e+00  45.312
2.4360  6.09927167e+28  2.64077e+00  45.315
2.4370  6.10231275e+28  2.63964e+00  45.318
2.4380  6.10535404e+28  2.63851e+00  45.321
2.4390  6.10839555e+28  2.63738e+00  45.325
2.4400  6.11143727e+28  2.63625e+00  45.328
2.4410  6.11447921e+28  2.63512e+00  45.331
2.4420  6.11752135e+28  2.63399e+00  45.334
2.4430  6.12056372e+28  2.63286e+00  45.337
2.4440  6.12360629e+28  2.63173e+00  45.340
2.4450  6.12664908e+28  2.63061e+00  45.343
2.4460  6.12969208e+28  2.62948e+00  45.346
2.4470  6.13273530e+28  2.62836e+00  45.349
2.4480  6.13577873e+28  2.62723e+00  45.352
2.4490  6.13882237e+28  2.62611e+00  45.356
2.4500  6.14186622e+28  2.62499e+00  45.359
2.4510  6.14491029e+28  2.62387e+00  45.362
2.4520  6.14795457e+28  2.62275e+00  45.365
2.4530  6.15099906e+28  2.62163e+00  45.368
2.4540  6.15404377e+28  2.62051e+00  45.371
2.4550  6.15708868e+28  2.61939e+00  45.374
2.4560  6.16013381e+28  2.61827e+00  45.377
2.4570  6.16317915e+28  2.61716e+00  45.380
2.4580  6.16622471e+28  2.61604e+00  45.383
2.4590  6.16927047e+28  2.61493e+00  45.386
2.4600  6.17231645e+28  2.61381e+00  45.389
2.4610  6.17536264e+28  2.61270e+00  45.392
2.4620  6.17840904e+28  2.61159e+00  45.395
2.4630  6.18145565e+28  2.61048e+00  45.398
2.4640  6.18450247e+28  2.60936e+00  45.402
2.4650  6.18754950e+28  2.60825e+00  45.405
2.4660  6.19059675e+28  2.60714e+00  45.408
2.4670  6.19364420e+28  2.60604e+00  45.410
2.4680  6.19669187e+28  2.60493e+00  45.413
2.4690  6.19973974e+28  2.60382e+00  45.417
2.4700  6.20278783e+28  2.60271e+00  45.420
2.4710  6.20583613e+28  2.60161e+00  45.423
2.4720  6.20888463e+28  2.60050e+00  45.425
2.4730  6.21193335e+28  2.59940e+00  45.429
2.4740  6.21498228e+28  2.59830e+00  45.432
2.4750  6.21803142e+28  2.59719e+00  45.435
2.4760  6.22108077e+28  2.59609e+00  45.438
2.4770  6.22413033e+28  2.59499e+00  45.440
2.4780  6.22718009e+28  2.59389e+00  45.443
2.4790  6.23023007e+28  2.59279e+00  45.447
2.4800  6.23328026e+28  2.59169e+00  45.450
2.4810  6.23633065e+28  2.59059e+00  45.453
2.4820  6.23938126e+28  2.58950e+00  45.455
2.4830  6.24243207e+28  2.58840e+00  45.458
2.4840  6.24548310e+28  2.58730e+00  45.461
2.4850  6.24853433e+28  2.58621e+00  45.464
2.4860  6.25158577e+28  2.58512e+00  45.467
2.4870  6.25463742e+28  2.58402e+00  45.470
2.4880  6.25768928e+28  2.58293e+00  45.473
2.4890  6.26074135e+28  2.58184e+00  45.476
2.4900  6.26379362e+28  2.58075e+00  45.479
2.4910  6.26684611e+28  2.57966e+00  45.482
2.4920  6.26989880e+28  2.57857e+00  45.485
2.4930  6.27295170e+28  2.57748e+00  45.488
2.4940  6.27600481e+28  2.57639e+00  45.491
2.4950  6.27905813e+28  2.57530e+00  45.494
2.4960  6.28211165e+28  2.57422e+00  45.496
2.4970  6.28516538e+28  2.57313e+00  45.499
2.4980  6.28821932e+28  2.57205e+00  45.502
2.4990  6.29127347e+28  2.57096e+00  45.505
2.5000  6.29432782e+28  2.56988e+00  45.508
2.5010  6.29738238e+28  2.56879e+00  45.511
2.5020  6.30043715e+28  2.56771e+00  45.514
2.5030  6.30349212e+28  2.56663e+00  45.516
2.5040  6.30654731e+28  2.56555e+00  45.519
2.5050  6.30960270e+28  2.56447e+00  45.522
2.5060  6.31265829e+28  2.56339e+00  45.525
2.5070  6.31571409e+28  2.56231e+00  45.528
2.5080  6.31877010e+28  2.56124e+00  45.530
2.5090  6.32182632e+28  2.56016e+00  45.533
2.5100  6.32488274e+28  2.55908e+00  45.536
2.5110  6.32793937e+28  2.55801e+00  45.539
2.5120  6.33099620e+28  2.55693e+00  45.542
2.5130  6.33405324e+28  2.55586e+00  45.545
2.5140  6.33711048e+28  2.55479e+00  45.548
2.5150  6.34016794e+28  2.55371e+00  45.550
2.5160  6.34322559e+28  2.55264e+00  45.553
2.5170  6.34628345e+28  2.55157e+00  45.556
2.5180  6.34934152e+28  2.55050e+00  45.558
2.5190  6.35239979e+28  2.54943e+00  45.561
2.5200  6.35545827e+28  2.54836e+00  45.564
2.5210  6.35851696e+28  2.54729e+00  45.567
2.5220  6.36157584e+28  2.54623e+00  45.570
2.5230  6.36463494e+28  2.54516e+00  45.572
2.5240  6.36769424e+28  2.54409e+00  45.575
2.5250  6.37075374e+28  2.54303e+00  45.578
2.5260  6.37381345e+28  2.54197e+00  45.581
2.5270  6.37687336e+28  2.54090e+00  45.583
2.5280  6.37993347e+28  2.53984e+00  45.586
2.5290  6.38299379e+28  2.53878e+00  45.589
2.5300  6.38605432e+28  2.53772e+00  45.592
2.5310  6.38911505e+28  2.53666e+00  45.594
2.5320  6.39217598e+28  2.53560e+00  45.597
2.5330  6.39523712e+28  2.53454e+00  45.600
2.5340  6.39829846e+28  2.53348e+00  45.602
2.5350  6.40136000e+28  2.53242e+00  45.605
2.5360  6.40442175e+28  2.53136e+00  45.608
2.5370  6.40748370e+28  2.53031e+00  45.611
2.5380  6.41054585e+28  2.52925e+00  45.613
2.5390  6.41360821e+28  2.52820e+00  45.616
2.5400  6.41667077e+28  2.52714e+00  45.619
2.5410  6.41973353e+28  2.52609e+00  45.621
2.5420  6.42279650e+28  2.52504e+00  45.624
2.5430  6.42585967e+28  2.52398e+00  45.627
2.5440  6.42892304e+28  2.52293e+00  45.629
2.5450  6.43198662e+28  2.52188e+00  45.632
2.5460  6.43505039e+28  2.52083e+00  45.635
2.5470  6.43811437e+28  2.51978e+00  45.638
2.5480  6.44117855e+28  2.51873e+00  45.640
2.5490  6.44424294e+28  2.51769e+00  45.643
2.5500  6.44730752e+28  2.51664e+00  45.645
2.5510  6.45037231e+28  2.51559e+00  45.648
2.5520  6.45343730e+28  2.51455e+00  45.651
2.5530  6.45650249e+28  2.51350e+00  45.654
2.5540  6.45956789e+28  2.51246e+00  45.656
2.5550  6.46263348e+28  2.51142e+00  45.659
2.5560  6.46569928e+28  2.51037e+00  45.662
2.5570  6.46876528e+28  2.50933e+00  45.665
2.5580  6.47183148e+28  2.50829e+00  45.667
2.5590  6.47489788e+28  2.50725e+00  45.670
2.5600  6.47796448e+28  2.50621e+00  45.672
2.5610  6.48103128e+28  2.50517e+00  45.675
2.5620  6.48409828e+28  2.50413e+00  45.678
2.5630  6.48716549e+28  2.50309e+00  45.681
2.5640  6.49023289e+28  2.50206e+00  45.683
2.5650  6.49330050e+28  2.50102e+00  45.686
2.5660  6.49636830e+28  2.49999e+00  45.689
2.5670  6.49943631e+28  2.49895e+00  45.691
2.5680  6.50250452e+28  2.49792e+00  45.694
2.5690  6.50557292e+28  2.49688e+00  45.697
2.5700  6.50864153e+28  2.49585e+00  45.700
2.5710  6.51171034e+28  2.49482e+00  45.702
2.5720  6.51477934e+28  2.49379e+00  45.705
2.5730  6.51784855e+28  2.49276e+00  45.708
2.5740  6.52091796e+28  2.49173e+00  45.711
2.5750  6.52398756e+28  2.49070e+00  45.713
2.5760  6.52705737e+28  2.48967e+00  45.716
2.5770  6.53012737e+28  2.48864e+00  45.719
2.5780  6.53319758e+28  2.48761e+00  45.722
2.5790  6.53626798e+28  2.48659e+00  45.724
2.5800  6.53933858e+28  2.48556e+00  45.727
2.5810  6.54240938e+28  2.48454e+00  45.729
2.5820  6.54548038e+28  2.48351e+00  45.732
2.5830  6.54855158e+28  2.48249e+00  45.735
2.5840  6.55162298e+28  2.48147e+00  45.738
2.5850  6.55469457e+28  2.48044e+00  45.741
2.5860  6.55776637e+28  2.47942e+00  45.743
2.5870  6.56083836e+28  2.47840e+00  45.746
2.5880  6.56391055e+28  2.47738e+00  45.749
2.5890  6.56698294e+28  2.47636e+00  45.752
2.5900  6.57005553e+28  2.47534e+00  45.754
2.5910  6.57312831e+28  2.47432e+00  45.757
2.5920  6.57620130e+28  2.47331e+00  45.759
2.5930  6.57927448e+28  2.47229e+00  45.762
2.5940  6.58234786e+28  2.47127e+00  45.765
2.5950  6.58542143e+28  2.47026e+00  45.768
2.5960  6.58849521e+28  2.46924e+00  45.770
2.5970  6.59156918e+28  2.46823e+00  45.773
2.5980  6.59464335e+28  2.46722e+00  45.776
2.5990  6.59771771e+28  2.46620e+00  45.779
2.6000  6.60079228e+28  2.46519e+00  45.781
2.6010  6.60386704e+28  2.46418e+00  45.784
2.6020  6.60694199e+28  2.46317e+00  45.786
2.6030  6.61001715e+28  2.46216e+00  45.789
2.6040  6.61309250e+28  2.46115e+00  45.792
2.6050  6.61616804e+28  2.46014e+00  45.795
2.6060  6.61924379e+28  2.45913e+00  45.797
2.6070  6.62231973e+28  2.45813e+00  45.800
2.6080  6.62539586e+28  2.45712e+00  45.802
2.6090  6.62847220e+28  2.45611e+00  45.805
2.6100  6.63154872e+28  2.45511e+00  45.808
2.6110  6.63462545e+28  2.45410e+00  45.811
2.6120  6.63770237e+28  2.45310e+00  45.813
2.6130  6.64077949e+28  2.45210e+00  45.816
2.6140  6.64385680e+28  2.45110e+00  45.818
2.6150  6.64693431e+28  2.45009e+00  45.821
2.6160  6.65001201e+28  2.44909e+00  45.824
2.6170  6.65308991e+28  2.44809e+00  45.826
2.6180  6.65616800e+28  2.44709e+00  45.829
2.6190  6.65924629e+28  2.44609e+00  45.831
2.6200  6.66232478e+28  2.44509e+00  45.834
2.6210  6.66540345e+28  2.44410e+00  45.837
2.6220  6.66848233e+28  2.44310e+00  45.839
2.6230  6.67156140e+28  2.44210e+00  45.842
2.6240  6.67464066e+28  2.44111e+00  45.844
2.6250  6.67772012e+28  2.44011e+00  45.847
2.6260  6.68079978e+28  2.43912e+00  45.849
2.6270  6.68387962e+28  2.43812e+00  45.852
2.6280  6.68695967e+28  2.43713e+00  45.854
2.6290  6.69003990e+28  2.43614e+00  45.857
2.6300  6.69312033e+28  2.43515e+00  45.859
2.6310  6.69620096e+28  2.43416e+00  45.862
2.6320  6.69928178e+28  2.43317e+00  45.864
2.6330  6.70236279e+28  2.43218e+00  45.867
2.6340  6.70544400e+28  2.43119e+00  45.869
2.6350  6.70852540e+28  2.43020e+00  45.872
2.6360  6.71160699e+28  2.42921e+00  45.874
2.6370  6.71468878e+28  2.42822e+00  45.876
2.6380  6.71777076e+28  2.42724e+00  45.879
2.6390  6.72085293e+28  2.42625e+00  45.881
2.6400  6.72393530e+28  2.42527e+00  45.884
2.6410  6.72701786e+28  2.42428e+00  45.886
2.6420  6.73010062e+28  2.42330e+00  45.889
2.6430  6.73318356e+28  2.42231e+00  45.891
2.6440  6.73626670e+28  2.42133e+00  45.893
2.6450  6.73935004e+28  2.42035e+00  45.896
2.6460  6.74243356e+28  2.41937e+00  45.898
2.6470  6.74551728e+28  2.41839e+00  45.900
2.6480  6.74860119e+28  2.41741e+00  45.903
2.6490  6.75168529e+28  2.41643e+00  45.905
2.6500  6.75476959e+28  2.41545e+00  45.908
2.6510  6.75785407e+28  2.41447e+00  45.910
2.6520  6.76093875e+28  2.41349e+00  45.912
2.6530  6.76402363e+28  2.41252e+00  45.914
2.6540  6.76710869e+28  2.41154e+00  45.917
2.6550  6.77019394e+28  2.41057e+00  45.919
2.6560  6.77327939e+28  2.40959e+00  45.922
2.6570  6.77636503e+28  2.40862e+00  45.924
2.6580  6.77945086e+28  2.40764e+00  45.926
2.6590  6.78253688e+28  2.40667e+00  45.929
2.6600  6.78562310e+28  2.40570e+00  45.931
2.6610  6.78870950e+28  2.40473e+00  45.933
2.6620  6.79179610e+28  2.40376e+00  45.936
2.6630  6.79488288e+28  2.40279e+00  45.938
2.6640  6.79796986e+28  2.40182e+00  45.940
2.6650  6.80105703e+28  2.40085e+00  45.943
2.6660  6.80414439e+28  2.39988e+00  45.945
2.6670  6.80723194e+28  2.39891e+00  45.947
2.6680  6.81031968e+28  2.39795e+00  45.949
2.6690  6.81340761e+28  2.39698e+00  45.952
2.6700  6.81649573e+28  2.39601e+00  45.954
2.6710  6.81958404e+28  2.39505e+00  45.957
2.6720  6.82267255e+28  2.39408e+00  45.959
2.6730  6.82576124e+28  2.39312e+00  45.961
2.6740  6.82885012e+28  2.39216e+00  45.963
2.6750  6.83193920e+28  2.39120e+00  45.965
2.6760  6.83502846e+28  2.39023e+00  45.968
2.6770  6.83811791e+28  2.38927e+00  45.970
2.6780  6.84120755e+28  2.38831e+00  45.973
2.6790  6.84429738e+28  2.38735e+00  45.975
2.6800  6.84738741e+28  2.38639e+00  45.977
2.6810  6.85047762e+28  2.38543e+00  45.979
2.6820  6.85356802e+28  2.38448e+00  45.982
2.6830  6.85665861e+28  2.38352e+00  45.984
2.6840  6.85974939e+28  2.38256e+00  45.986
2.6850  6.86284035e+28  2.38161e+00  45.989
2.6860  6.86593151e+28  2.38065e+00  45.991
2.6870  6.86902286e+28  2.37969e+00  45.993
2.6880  6.87211439e+28  2.37874e+00  45.996
2.6890  6.87520611e+28  2.37779e+00  45.998
2.6900  6.87829803e+28  2.37683e+00  46.000
2.6910  6.88139013e+28  2.37588e+00  46.002
2.6920  6.88448241e+28  2.37493e+00  46.005
2.6930  6.88757489e+28  2.37398e+00  46.007
2.6940  6.89066756e+28  2.37303e+00  46.010
2.6950  6.89376041e+28  2.37208e+00  46.012
2.6960  6.89685345e+28  2.37113e+00  46.014
2.6970  6.89994668e+28  2.37018e+00  46.017
2.6980  6.90304010e+28  2.36923e+00  46.019
2.6990  6.90613371e+28  2.36829e+00  46.021
2.7000  6.90922750e+28  2.36734e+00  46.024
2.7010  6.91232148e+28  2.36639e+00  46.026
2.7020  6.91541565e+28  2.36545e+00  46.029
2.7030  6.91851000e+28  2.36450e+00  46.031
2.7040  6.92160455e+28  2.36356e+00  46.033
2.7050  6.92469928e+28  2.36261e+00  46.036
2.7060  6.92779420e+28  2.36167e+00  46.038
2.7070  6.93088930e+28  2.36073e+00  46.041
2.7080  6.93398459e+28  2.35979e+00  46.043
2.7090  6.93708007e+28  2.35885e+00  46.045
2.7100  6.94017574e+28  2.35791e+00  46.048
2.7110  6.94327159e+28  2.35697e+00  46.050
2.7120  6.94636763e+28  2.35603e+00  46.053
2.7130  6.94946385e+28  2.35509e+00  46.055
2.7140  6.95256027e+28  2.35415e+00  46.058
2.7150  6.95565686e+28  2.35321e+00  46.060
2.7160  6.95875365e+28  2.35227e+00  46.063
2.7170  6.96185062e+28  2.35134e+00  46.065
2.7180  6.96494778e+28  2.35040e+00  46.068
2.7190  6.96804512e+28  2.34947e+00  46.070
2.7200  6.97114265e+28  2.34853e+00  46.073
2.7210  6.97424036e+28  2.34760e+00  46.075
2.7220  6.97733827e+28  2.34667e+00  46.078
2.7230  6.98043635e+28  2.34573e+00  46.081
2.7240  6.98353462e+28  2.34480e+00  46.083
2.7250  6.98663308e+28  2.34387e+00  46.086
2.7260  6.98973172e+28  2.34294e+00  46.088
2.7270  6.99283055e+28  2.34201e+00  46.091
2.7280  6.99592957e+28  2.34108e+00  46.094
2.7290  6.99902877e+28  2.34015e+00  46.096
2.7300  7.00212815e+28  2.33922e+00  46.099
2.7310  7.00522772e+28  2.33830e+00  46.102
2.7320  7.00832747e+28  2.33737e+00  46.104
2.7330  7.01142741e+28  2.33644e+00  46.107
2.7340  7.01452753e+28  2.33552e+00  46.110
2.7350  7.01762784e+28  2.33459e+00  46.112
2.7360  7.02072833e+28  2.33367e+00  46.115
2.7370  7.02382901e+28  2.33274e+00  46.118
2.7380  7.02692987e+28  2.33182e+00  46.120
2.7390  7.03003092e+28  2.33090e+00  46.123
2.7400  7.03313215e+28  2.32997e+00  46.126
2.7410  7.03623356e+28  2.32905e+00  46.129
2.7420  7.03933516e+28  2.32813e+00  46.132
2.7430  7.04243694e+28  2.32721e+00  46.134
2.7440  7.04553891e+28  2.32629e+00  46.137
2.7450  7.04864106e+28  2.32537e+00  46.140
2.7460  7.05174339e+28  2.32445e+00  46.143
2.7470  7.05484591e+28  2.32353e+00  46.146
2.7480  7.05794861e+28  2.32262e+00  46.149
2.7490  7.06105149e+28  2.32170e+00  46.152
2.7500  7.06415456e+28  2.32078e+00  46.154
2.7510  7.06725781e+28  2.31987e+00  46.158
2.7520  7.07036124e+28  2.31895e+00  46.161
2.7530  7.07346486e+28  2.31804e+00  46.164
2.7540  7.07656866e+28  2.31712e+00  46.167
2.7550  7.07967264e+28  2.31621e+00  46.170
2.7560  7.08277680e+28  2.31530e+00  46.173
2.7570  7.08588115e+28  2.31439e+00  46.176
2.7580  7.08898568e+28  2.31348e+00  46.179
2.7590  7.09209040e+28  2.31256e+00  46.182
2.7600  7.09519529e+28  2.31165e+00  46.185
2.7610  7.09830037e+28  2.31074e+00  46.188
2.7620  7.10140563e+28  2.30983e+00  46.191
2.7630  7.10451107e+28  2.30893e+00  46.195
2.7640  7.10761670e+28  2.30802e+00  46.198
2.7650  7.11072250e+28  2.30711e+00  46.201
2.7660  7.11382849e+28  2.30620e+00  46.204
2.7670  7.11693466e+28  2.30530e+00  46.207
2.7680  7.12004101e+28  2.30439e+00  46.210
2.7690  7.12314755e+28  2.30349e+00  46.214
2.7700  7.12625426e+28  2.30258e+00  46.217
2.7710  7.12936116e+28  2.30168e+00  46.220
2.7720  7.13246824e+28  2.30078e+00  46.223
2.7730  7.13557550e+28  2.29987e+00  46.226
2.7740  7.13868294e+28  2.29897e+00  46.230
2.7750  7.14179056e+28  2.29807e+00  46.233
2.7760  7.14489837e+28  2.29717e+00  46.237
2.7770  7.14800635e+28  2.29627e+00  46.240
2.7780  7.15111452e+28  2.29537e+00  46.243
2.7790  7.15422287e+28  2.29447e+00  46.246
2.7800  7.15733139e+28  2.29357e+00  46.250
2.7810  7.16044010e+28  2.29267e+00  46.253
2.7820  7.16354899e+28  2.29177e+00  46.256
2.7830  7.16665806e+28  2.29088e+00  46.260
2.7840  7.16976731e+28  2.28998e+00  46.263
2.7850  7.17287674e+28  2.28909e+00  46.267
2.7860  7.17598635e+28  2.28819e+00  46.270
2.7870  7.17909614e+28  2.28730e+00  46.274
2.7880  7.18220611e+28  2.28640e+00  46.277
2.7890  7.18531626e+28  2.28551e+00  46.280
2.7900  7.18842659e+28  2.28462e+00  46.284
2.7910  7.19153710e+28  2.28372e+00  46.287
2.7920  7.19464779e+28  2.28283e+00  46.291
2.7930  7.19775866e+28  2.28194e+00  46.294
2.7940  7.20086971e+28  2.28105e+00  46.298
2.7950  7.20398094e+28  2.28016e+00  46.301
2.7960  7.20709235e+28  2.27927e+00  46.305
2.7970  7.21020394e+28  2.27838e+00  46.308
2.7980  7.21331570e+28  2.27749e+00  46.312
2.7990  7.21642765e+28  2.27661e+00  46.315
2.8000  7.21953978e+28  2.27572e+00  46.319
2.8010  7.22265208e+28  2.27483e+00  46.323
2.8020  7.22576456e+28  2.27395e+00  46.326
2.8030  7.22887723e+28  2.27306e+00  46.329
2.8040  7.23199007e+28  2.27217e+00  46.333
2.8050  7.23510309e+28  2.27129e+00  46.337
2.8060  7.23821629e+28  2.27041e+00  46.340
2.8070  7.24132966e+28  2.26952e+00  46.344
2.8080  7.24444322e+28  2.26864e+00  46.347
2.8090  7.24755695e+28  2.26776e+00  46.351
2.8100  7.25067086e+28  2.26688e+00  46.354
2.8110  7.25378496e+28  2.26600e+00  46.358
2.8120  7.25689922e+28  2.26512e+00  46.362
2.8130  7.26001367e+28  2.26424e+00  46.365
2.8140  7.26312829e+28  2.26336e+00  46.369
2.8150  7.26624310e+28  2.26248e+00  46.373
2.8160  7.26935808e+28  2.26160e+00  46.376
2.8170  7.27247324e+28  2.26072e+00  46.380
2.8180  7.27558857e+28  2.25985e+00  46.384
2.8190  7.27870408e+28  2.25897e+00  46.387
2.8200  7.28181977e+28  2.25809e+00  46.391
2.8210  7.28493564e+28  2.25722e+00  46.394
2.8220  7.28805169e+28  2.25634e+00  46.398
2.8230  7.29116791e+28  2.25547e+00  46.402
2.8240  7.29428431e+28  2.25460e+00  46.406
2.8250  7.29740089e+28  2.25372e+00  46.409
2.8260  7.30051764e+28  2.25285e+00  46.413
2.8270  7.30363457e+28  2.25198e+00  46.416
2.8280  7.30675168e+28  2.25111e+00  46.420
2.8290  7.30986896e+28  2.25024e+00  46.424
2.8300  7.31298642e+28  2.24937e+00  46.428
2.8310  7.31610406e+28  2.24850e+00  46.431
2.8320  7.31922188e+28  2.24763e+00  46.435
2.8330  7.32233987e+28  2.24676e+00  46.438
2.8340  7.32545803e+28  2.24589e+00  46.442
2.8350  7.32857638e+28  2.24502e+00  46.446
2.8360  7.33169490e+28  2.24416e+00  46.450
2.8370  7.33481359e+28  2.24329e+00  46.453
2.8380  7.33793246e+28  2.24242e+00  46.457
2.8390  7.34105151e+28  2.24156e+00  46.460
2.8400  7.34417073e+28  2.24069e+00  46.464
2.8410  7.34729013e+28  2.23983e+00  46.468
2.8420  7.35040971e+28  2.23897e+00  46.472
2.8430  7.35352946e+28  2.23810e+00  46.475
2.8440  7.35664938e+28  2.23724e+00  46.479
2.8450  7.35976948e+28  2.23638e+00  46.482
2.8460  7.36288976e+28  2.23552e+00  46.486
2.8470  7.36601021e+28  2.23465e+00  46.490
2.8480  7.36913084e+28  2.23379e+00  46.494
2.8490  7.37225164e+28  2.23293e+00  46.497
2.8500  7.37537262e+28  2.23208e+00  46.501
2.8510  7.37849377e+28  2.23122e+00  46.505
2.8520  7.38161510e+28  2.23036e+00  46.508
2.8530  7.38473660e+28  2.22950e+00  46.512
2.8540  7.38785828e+28  2.22864e+00  46.516
2.8550  7.39098013e+28  2.22779e+00  46.519
2.8560  7.39410216e+28  2.22693e+00  46.523
2.8570  7.39722436e+28  2.22608e+00  46.527
2.8580  7.40034673e+28  2.22522e+00  46.530
2.8590  7.40346928e+28  2.22437e+00  46.534
2.8600  7.40659201e+28  2.22351e+00  46.538
2.8610  7.40971490e+28  2.22266e+00  46.541
2.8620  7.41283798e+28  2.22181e+00  46.545
2.8630  7.41596122e+28  2.22095e+00  46.548
2.8640  7.41908464e+28  2.22010e+00  46.552
2.8650  7.42220824e+28  2.21925e+00  46.555
2.8660  7.42533201e+28  2.21840e+00  46.559
2.8670  7.42845595e+28  2.21755e+00  46.563
2.8680  7.43158006e+28  2.21670e+00  46.566
2.8690  7.43470435e+28  2.21585e+00  46.570
2.8700  7.43782881e+28  2.21500e+00  46.573
2.8710  7.44095345e+28  2.21416e+00  46.577
2.8720  7.44407826e+28  2.21331e+00  46.581
2.8730  7.44720324e+28  2.21246e+00  46.584
2.8740  7.45032840e+28  2.21161e+00  46.588
2.8750  7.45345372e+28  2.21077e+00  46.591
2.8760  7.45657923e+28  2.20992e+00  46.595
2.8770  7.45970490e+28  2.20908e+00  46.599
2.8780  7.46283075e+28  2.20823e+00  46.602
2.8790  7.46595677e+28  2.20739e+00  46.606
2.8800  7.46908296e+28  2.20655e+00  46.609
2.8810  7.47220933e+28  2.20570e+00  46.613
2.8820  7.47533586e+28  2.20486e+00  46.616
2.8830  7.47846258e+28  2.20402e+00  46.620
2.8840  7.48158946e+28  2.20318e+00  46.623
2.8850  7.48471651e+28  2.20234e+00  46.627
2.8860  7.48784374e+28  2.20150e+00  46.630
2.8870  7.49097114e+28  2.20066e+00  46.634
2.8880  7.49409871e+28  2.19982e+00  46.637
2.8890  7.49722646e+28  2.19898e+00  46.641
2.8900  7.50035437e+28  2.19815e+00  46.644
2.8910  7.50348246e+28  2.19731e+00  46.648
2.8920  7.50661072e+28  2.19647e+00  46.651
2.8930  7.50973915e+28  2.19563e+00  46.655
2.8940  7.51286775e+28  2.19480e+00  46.658
2.8950  7.51599653e+28  2.19396e+00  46.662
2.8960  7.51912547e+28  2.19313e+00  46.665
2.8970  7.52225459e+28  2.19229e+00  46.669
2.8980  7.52538388e+28  2.19146e+00  46.672
2.8990  7.52851334e+28  2.19063e+00  46.676
2.9000  7.53164297e+28  2.18980e+00  46.679
2.9010  7.53477277e+28  2.18896e+00  46.682
2.9020  7.53790275e+28  2.18813e+00  46.686
2.9030  7.54103289e+28  2.18730e+00  46.689
2.9040  7.54416321e+28  2.18647e+00  46.693
2.9050  7.54729369e+28  2.18564e+00  46.696
2.9060  7.55042435e+28  2.18481e+00  46.699
2.9070  7.55355518e+28  2.18398e+00  46.703
2.9080  7.55668617e+28  2.18315e+00  46.706
2.9090  7.55981734e+28  2.18232e+00  46.710
2.9100  7.56294868e+28  2.18150e+00  46.713
2.9110  7.56608019e+28  2.18067e+00  46.717
2.9120  7.56921187e+28  2.17984e+00  46.720
2.9130  7.57234372e+28  2.17902e+00  46.723
2.9140  7.57547574e+28  2.17819e+00  46.727
2.9150  7.57860793e+28  2.17737e+00  46.730
2.9160  7.58174029e+28  2.17654e+00  46.734
2.9170  7.58487282e+28  2.17572e+00  46.737
2.9180  7.58800552e+28  2.17490e+00  46.740
2.9190  7.59113838e+28  2.17407e+00  46.744
2.9200  7.59427142e+28  2.17325e+00  46.747
2.9210  7.59740463e+28  2.17243e+00  46.750
2.9220  7.60053801e+28  2.17161e+00  46.754
2.9230  7.60367156e+28  2.17079e+00  46.757
2.9240  7.60680527e+28  2.16997e+00  46.761
2.9250  7.60993916e+28  2.16915e+00  46.764
2.9260  7.61307321e+28  2.16833e+00  46.767
2.9270  7.61620744e+28  2.16751e+00  46.771
2.9280  7.61934183e+28  2.16669e+00  46.774
2.9290  7.62247639e+28  2.16587e+00  46.777
2.9300  7.62561112e+28  2.16506e+00  46.781
2.9310  7.62874602e+28  2.16424e+00  46.784
2.9320  7.63188109e+28  2.16342e+00  46.787
2.9330  7.63501633e+28  2.16261e+00  46.791
2.9340  7.63815174e+28  2.16179e+00  46.794
2.9350  7.64128731e+28  2.16098e+00  46.797
2.9360  7.64442305e+28  2.16016e+00  46.801
2.9370  7.64755897e+28  2.15935e+00  46.804
2.9380  7.65069505e+28  2.15854e+00  46.808
2.9390  7.65383129e+28  2.15772e+00  46.811
2.9400  7.65696771e+28  2.15691e+00  46.814
2.9410  7.66010429e+28  2.15610e+00  46.818
2.9420  7.66324105e+28  2.15529e+00  46.821
2.9430  7.66637797e+28  2.15448e+00  46.825
2.9440  7.66951506e+28  2.15367e+00  46.828
2.9450  7.67265231e+28  2.15286e+00  46.831
2.9460  7.67578974e+28  2.15205e+00  46.834
2.9470  7.67892733e+28  2.15124e+00  46.838
2.9480  7.68206509e+28  2.15043e+00  46.841
2.9490  7.68520301e+28  2.14963e+00  46.845
2.9500  7.68834111e+28  2.14882e+00  46.848
2.9510  7.69147937e+28  2.14801e+00  46.851
2.9520  7.69461780e+28  2.14721e+00  46.855
2.9530  7.69775639e+28  2.14640e+00  46.858
2.9540  7.70089516e+28  2.14560e+00  46.861
2.9550  7.70403409e+28  2.14479e+00  46.865
2.9560  7.70717318e+28  2.14399e+00  46.868
2.9570  7.71031245e+28  2.14318e+00  46.871
2.9580  7.71345188e+28  2.14238e+00  46.875
2.9590  7.71659147e+28  2.14158e+00  46.878
